protected,f0,accuracy
0.0,0.4985,0.6035
0.0,0.4962,0.6013
0.2473,0.5009,0.5944
0.0,0.4905,0.5945
0.0,0.4963,0.5975
0.0,0.502,0.6027
0.0,0.4948,0.5967
0.0,0.4975,0.592
0.0,0.4955,0.5999
0.0,0.5054,0.6021
0.0,0.497,0.6045
0.0,0.4892,0.594
0.0,0.5093,0.599
0.0,0.4965,0.6049
0.0,0.5077,0.5957
0.0,0.5024,0.6009
0.0,0.5014,0.6107
0.0,0.5125,0.5966
0.0,0.5014,0.593
0.0,0.4982,0.6041
0.0,0.4963,0.6012
0.0,0.5074,0.5958
0.0,0.4937,0.6036
0.251,0.4994,0.6049
0.0,0.5092,0.5957
0.0,0.4995,0.5959
0.0,0.505,0.5966
0.0,0.4945,0.5995
0.0,0.4905,0.6045
0.2555,0.5005,0.5955
0.0,0.4921,0.6021
0.0,0.5002,0.5996
0.2538,0.5078,0.5963
0.0,0.4969,0.5955
0.0,0.498,0.5983
0.241,0.4935,0.6043
0.0,0.4978,0.5994
0.0,0.4967,0.6021
0.0,0.5038,0.6049
0.0,0.5093,0.6037
0.0,0.5014,0.5988
0.0,0.4943,0.5929
0.0,0.5021,0.5962
0.0,0.5163,0.5998
0.0,0.5024,0.5945
0.2542,0.4963,0.6002
0.0,0.497,0.5985
0.0,0.499,0.6084
0.0,0.4965,0.5992
0.2488,0.5013,0.6069
0.0,0.503,0.5973
0.0,0.5065,0.6048
0.0,0.5031,0.5942
0.0,0.4992,0.5933
0.0,0.4937,0.5915
0.2608,0.503,0.6018
0.0,0.4937,0.6142
0.0,0.4958,0.6104
0.0,0.5038,0.6018
0.2566,0.5148,0.6023
0.0,0.4985,0.6051
0.0,0.4896,0.606
0.0,0.4964,0.5997
0.0,0.4949,0.6015
0.0,0.5039,0.6033
0.0,0.5017,0.5928
0.0,0.502,0.6027
0.0,0.5124,0.6021
0.0,0.5082,0.5955
0.0,0.4974,0.594
0.0,0.5034,0.6014
0.0,0.5017,0.5995
0.0,0.5018,0.6041
0.0,0.496,0.6052
0.0,0.5027,0.5981
0.0,0.4974,0.601
0.0,0.4977,0.5991
0.2453,0.4959,0.6024
0.0,0.5048,0.5937
0.0,0.497,0.6086
0.2546,0.5046,0.603
0.0,0.5067,0.6006
0.0,0.5049,0.603
0.0,0.4971,0.6028
0.0,0.5038,0.601
0.0,0.4925,0.6038
0.0,0.4902,0.597
0.2471,0.4948,0.5996
0.0,0.4988,0.6012
0.2486,0.5005,0.5928
0.0,0.4994,0.6045
0.0,0.5116,0.6043
0.0,0.5011,0.6011
0.2504,0.5003,0.5988
0.2541,0.4962,0.5955
0.2576,0.4998,0.5926
0.0,0.5075,0.601
0.0,0.5004,0.5966
0.2546,0.5114,0.5894
0.0,0.4947,0.5979
