protected,f0,accuracy
0.0,-0.5012,0.7438
0.0,-0.498,0.7499
0.0,-0.4963,0.7516
0.0,-0.4995,0.7516
0.0,-0.5,0.7463
0.0,-0.4971,0.7428
0.0,-0.5031,0.7532
0.0,-0.5041,0.749
0.0,-0.4959,0.7486
0.0,-0.4975,0.755
0.0,-0.4976,0.7559
0.0,-0.496,0.7529
0.0,-0.5067,0.7534
0.0,-0.4999,0.7472
0.0,-0.5026,0.7491
0.0,-0.5023,0.7556
0.0,-0.496,0.7554
0.0,-0.5093,0.7531
0.0,-0.4915,0.7473
0.0,-0.4983,0.7507
0.0,-0.4972,0.7401
0.0,-0.5033,0.7533
0.0,-0.4971,0.7505
0.0,-0.4931,0.7555
0.0,-0.5051,0.75
0.0,-0.5027,0.749
0.0,-0.4893,0.7547
0.0,-0.5017,0.7485
0.0,-0.4953,0.7387
0.0,-0.4988,0.7434
0.0,-0.4976,0.7557
0.0,-0.4989,0.7474
0.0,-0.497,0.747
0.0,-0.5067,0.7475
0.0,-0.5041,0.7559
0.0,-0.5035,0.7518
0.0,-0.5048,0.7537
0.0,-0.4985,0.752
0.0,-0.498,0.7532
0.0,-0.4955,0.7574
0.0,-0.4892,0.7471
0.0,-0.5091,0.7484
0.0,-0.4952,0.743
0.0,-0.4896,0.7533
0.0,-0.4981,0.7586
0.0,-0.5012,0.7494
0.0,-0.5026,0.7498
0.0,-0.4896,0.7528
0.0,-0.5004,0.7522
0.0,-0.5021,0.7542
0.0,-0.501,0.756
0.0,-0.4951,0.7445
0.0,-0.4977,0.7546
0.0,-0.4958,0.7496
0.0,-0.4977,0.7499
0.0,-0.5037,0.75
0.0,-0.5093,0.7451
0.0,-0.5023,0.7511
0.0,-0.5001,0.7537
0.0,-0.497,0.7486
0.0,-0.5007,0.7583
0.0,-0.5004,0.7522
0.0,-0.4939,0.746
0.0,-0.5035,0.7474
0.0,-0.4983,0.7568
0.0,-0.5018,0.753
0.0,-0.5086,0.756
0.0,-0.4966,0.7519
0.0,-0.4992,0.7471
0.0,-0.4938,0.7468
0.0,-0.511,0.7522
0.0,-0.4983,0.7412
0.0,-0.5047,0.754
0.0,-0.4963,0.7459
0.0,-0.4923,0.7563
0.0,-0.5036,0.7512
0.0,-0.5024,0.7509
0.0,-0.5087,0.7495
0.0,-0.499,0.7404
0.0,-0.497,0.7496
0.0,-0.4972,0.7479
0.0,-0.496,0.749
0.0,-0.4939,0.7524
0.0,-0.4989,0.75
0.0,-0.4998,0.7464
0.0,-0.4969,0.7487
0.0,-0.4963,0.7504
0.0,-0.4982,0.753
0.0,-0.4999,0.7485
0.0,-0.5028,0.7432
0.0,-0.4964,0.749
0.0,-0.5011,0.7557
0.0,-0.5016,0.7454
0.0,-0.4976,0.755
0.0,-0.5061,0.7534
0.0,-0.4935,0.7468
0.0,-0.4994,0.7497
0.0,-0.4984,0.7441
0.0,-0.505,0.7507
0.0,-0.4962,0.7487
