protected,f0,accuracy
0.2499,-0.4972,0.8067
0.2498,-0.5021,0.8049
0.2468,-0.5002,0.8037
0.2571,-0.5088,0.8028
0.2475,-0.5057,0.7944
0.2566,-0.5045,0.8081
0.2482,-0.5051,0.7996
0.2369,-0.495,0.7965
0.2565,-0.5024,0.7976
0.2483,-0.4989,0.7996
0.2506,-0.4924,0.8007
0.2471,-0.494,0.8012
0.2491,-0.501,0.7952
0.2446,-0.4938,0.801
0.2474,-0.492,0.7951
0.2562,-0.5021,0.798
0.2485,-0.494,0.7989
0.2492,-0.5026,0.7981
0.2513,-0.5025,0.8028
0.2424,-0.4876,0.7942
0.2504,-0.4946,0.8014
0.2463,-0.5001,0.798
0.2499,-0.506,0.8034
0.2505,-0.4993,0.8019
0.2495,-0.5022,0.7993
0.252,-0.5061,0.8024
0.2482,-0.5021,0.7954
0.2547,-0.4967,0.7982
0.2548,-0.4992,0.7982
0.254,-0.5065,0.797
0.2494,-0.4964,0.8013
0.2526,-0.508,0.7954
0.2539,-0.5024,0.7981
0.2518,-0.4972,0.7962
0.2447,-0.4959,0.8031
0.2502,-0.505,0.8049
0.2456,-0.5024,0.7929
0.258,-0.5035,0.7997
0.2573,-0.5111,0.8061
0.2456,-0.5009,0.7921
0.2496,-0.5044,0.7965
0.2458,-0.5002,0.8004
0.2445,-0.4889,0.7972
0.2485,-0.5096,0.7934
0.2493,-0.5055,0.8065
0.2507,-0.5003,0.8032
0.2501,-0.5022,0.8035
0.2471,-0.5046,0.7982
0.2501,-0.4986,0.7896
0.2522,-0.5032,0.8029
0.2464,-0.4953,0.7952
0.2524,-0.5004,0.7971
0.247,-0.5012,0.7985
0.2506,-0.5023,0.7986
0.2481,-0.5021,0.8021
0.2533,-0.502,0.8101
0.2461,-0.4944,0.7943
0.2536,-0.5026,0.8018
0.2518,-0.5009,0.8067
0.2497,-0.4947,0.8022
0.2464,-0.5046,0.804
0.2526,-0.5015,0.8012
0.2433,-0.5008,0.7975
0.247,-0.499,0.7928
0.2464,-0.5012,0.8042
0.249,-0.4981,0.7982
0.2494,-0.4955,0.7975
0.2513,-0.5018,0.8072
0.2516,-0.4963,0.802
0.2485,-0.5013,0.7974
0.2555,-0.5047,0.799
0.2427,-0.4925,0.7973
0.2529,-0.5065,0.8042
0.2571,-0.5036,0.7981
0.2507,-0.4931,0.8023
0.2489,-0.5004,0.799
0.2451,-0.4966,0.8031
0.2496,-0.5061,0.8055
0.2535,-0.5,0.8031
0.2538,-0.5137,0.7992
0.255,-0.5,0.8042
0.2498,-0.4975,0.8048
0.2531,-0.4996,0.8012
0.2436,-0.4986,0.7994
0.2532,-0.5012,0.7982
0.2486,-0.4912,0.8032
0.2507,-0.5032,0.7998
0.2455,-0.4998,0.7952
0.2487,-0.4908,0.7921
0.2417,-0.4874,0.8032
0.255,-0.503,0.8001
0.2519,-0.5028,0.7951
0.2507,-0.4947,0.8036
0.2504,-0.5015,0.8039
0.2551,-0.5016,0.8026
0.2437,-0.4894,0.7943
0.2539,-0.5,0.8054
0.2496,-0.5032,0.8013
0.2461,-0.5091,0.8055
0.2601,-0.5097,0.8039
