protected,f0,accuracy
0.2475,0.0,0.693
0.2467,0.0,0.7014
0.2491,0.0,0.7072
0.2421,0.0,0.6955
0.2625,0.0,0.6932
0.2476,0.0,0.7033
0.2493,0.0,0.6976
0.2512,0.0,0.6966
0.2543,0.0,0.6963
0.2468,0.0,0.6955
0.2551,0.0,0.6979
0.2582,0.0,0.7013
0.2535,0.0,0.7015
0.2528,0.0,0.7007
0.2472,0.0,0.6996
0.258,0.0,0.6987
0.2556,0.0,0.698
0.2518,0.0,0.6982
0.2525,0.0,0.6982
0.2463,0.0,0.6999
0.243,0.0,0.7049
0.2407,0.0,0.6937
0.2469,0.0,0.6955
0.2477,0.0,0.7017
0.2503,0.0,0.7048
0.2525,0.0,0.6986
0.2488,0.0,0.7025
0.2448,0.0,0.7052
0.2467,0.0,0.6985
0.2432,0.0,0.7024
0.2436,0.0,0.7031
0.2509,0.0,0.7042
0.2525,0.0,0.7016
0.248,0.0,0.6938
0.2507,0.0,0.6993
0.2483,0.0,0.7022
0.2508,0.0,0.7007
0.248,0.0,0.7062
0.2456,0.0,0.7006
0.248,0.0,0.7023
0.2483,0.0,0.6972
0.2467,0.0,0.6972
0.2481,0.0,0.6991
0.2593,0.0,0.7062
0.2618,0.0,0.7009
0.252,0.0,0.7066
0.246,0.0,0.7
0.2443,0.0,0.7026
0.2532,0.0,0.6986
0.2511,0.0,0.7035
0.2545,0.0,0.6966
0.2476,0.0,0.7072
0.2415,0.0,0.7008
0.2512,0.0,0.7016
0.2506,0.0,0.7069
0.2547,0.0,0.7
0.2513,0.0,0.6982
0.2435,0.0,0.7095
0.2528,0.0,0.7001
0.2522,0.0,0.7051
0.2561,0.0,0.6989
0.2566,0.0,0.6976
0.2423,0.0,0.6942
0.2544,0.0,0.6919
0.2537,0.0,0.7013
0.2482,0.0,0.6981
0.2531,0.0,0.7055
0.2491,0.0,0.7033
0.2498,0.0,0.711
0.2457,0.0,0.6967
0.2531,0.0,0.7021
0.2503,0.0,0.7047
0.2511,0.0,0.7043
0.243,0.0,0.7009
0.2474,0.0,0.6988
0.2546,0.0,0.6931
0.2524,0.0,0.6955
0.2492,0.0,0.7081
0.2557,0.0,0.7059
0.2406,0.0,0.7056
0.2424,0.0,0.6966
0.2518,0.0,0.7009
0.2429,0.0,0.7013
0.2469,0.0,0.6899
0.2527,0.0,0.6947
0.2487,0.0,0.7024
0.2493,0.0,0.696
0.2487,0.0,0.6988
0.2496,0.0,0.6989
0.2513,0.0,0.7094
0.239,0.0,0.6943
0.255,0.0,0.7013
0.2439,0.0,0.6988
0.2513,0.0,0.699
0.2529,0.0,0.6988
0.2575,0.0,0.7058
0.2519,0.0,0.6992
0.2465,0.0,0.697
0.2529,0.0,0.6989
0.2488,0.0,0.6972
