protected,f0
0.2496,-0.4987
0.2535,-0.4966
0.259,-0.506
0.2504,-0.5034
0.2543,-0.5058
0.2489,-0.4999
0.2573,-0.5096
0.2528,-0.503
0.2511,-0.4932
0.2474,-0.4952
0.2397,-0.4933
0.2546,-0.5065
0.2549,-0.5049
0.2539,-0.5035
0.2479,-0.4999
0.2542,-0.5056
0.2454,-0.4979
0.2555,-0.4984
0.2525,-0.4973
0.2473,-0.4986
0.2441,-0.4926
0.2501,-0.501
0.2534,-0.4963
0.2432,-0.4885
0.2473,-0.5039
0.2497,-0.5014
0.2513,-0.4993
0.2449,-0.4969
0.259,-0.5059
0.2562,-0.5014
0.2513,-0.4981
0.2486,-0.4965
0.2518,-0.5007
0.246,-0.5022
0.2424,-0.4912
0.2487,-0.5
0.2561,-0.5058
0.2516,-0.5035
0.2546,-0.5031
0.2437,-0.4972
0.2492,-0.489
0.2499,-0.5022
0.2541,-0.5043
0.2513,-0.4996
0.2505,-0.5025
0.2493,-0.5075
0.2544,-0.5029
0.2537,-0.5032
0.2448,-0.4942
0.2545,-0.5054
0.2514,-0.4977
0.2515,-0.507
0.2521,-0.496
0.2479,-0.4983
0.2482,-0.4929
0.2498,-0.5025
0.2536,-0.497
0.2505,-0.4907
0.2495,-0.4998
0.2525,-0.5091
0.25,-0.5014
0.2457,-0.4979
0.2539,-0.5044
0.2542,-0.4974
0.254,-0.5042
0.2516,-0.4979
0.2552,-0.5052
0.2591,-0.51
0.2483,-0.4948
0.2473,-0.4965
0.2552,-0.4981
0.2486,-0.5021
0.2495,-0.5026
0.2461,-0.4981
0.2522,-0.4981
0.2517,-0.5058
0.244,-0.5013
0.2528,-0.4973
0.2539,-0.4961
0.2466,-0.4943
0.2479,-0.5026
0.2532,-0.499
0.2587,-0.5135
0.2554,-0.508
0.2488,-0.5031
0.2503,-0.498
0.245,-0.4976
0.2506,-0.507
0.2505,-0.5032
0.2434,-0.4932
0.2523,-0.4967
0.2564,-0.5087
0.2529,-0.4979
0.246,-0.4965
0.2437,-0.4957
0.2498,-0.5029
0.2432,-0.4999
0.2475,-0.5016
0.2483,-0.4978
0.2482,-0.4948
