protected,f0,accuracy
0.0,0.0,0.801
0.0,0.0,0.8007
0.0,0.0,0.7927
0.0,0.0,0.805
0.0,0.0,0.7982
0.0,0.0,0.7975
0.0,0.0,0.8004
0.0,0.0,0.7981
0.0,0.0,0.8038
0.0,0.0,0.799
0.0,0.0,0.8019
0.0,0.0,0.7993
0.0,0.0,0.8066
0.0,0.0,0.7986
0.0,0.0,0.8041
0.0,0.0,0.7968
0.0,0.0,0.7985
0.0,0.0,0.7974
0.0,0.0,0.7963
0.0,0.0,0.7951
0.0,0.0,0.7997
0.0,0.0,0.7949
0.0,0.0,0.8005
0.0,0.0,0.801
0.0,0.0,0.8016
0.0,0.0,0.8006
0.0,0.0,0.7999
0.0,0.0,0.8047
0.0,0.0,0.8015
0.0,0.0,0.8051
0.0,0.0,0.8063
0.0,0.0,0.7982
0.0,0.0,0.7962
0.0,0.0,0.7991
0.0,0.0,0.8023
0.0,0.0,0.7998
0.0,0.0,0.7973
0.0,0.0,0.7917
0.0,0.0,0.8049
0.0,0.0,0.8028
0.0,0.0,0.8058
0.0,0.0,0.7958
0.0,0.0,0.8027
0.0,0.0,0.8004
0.0,0.0,0.7963
0.0,0.0,0.8034
0.0,0.0,0.7962
0.0,0.0,0.7941
0.0,0.0,0.7952
0.0,0.0,0.8011
0.0,0.0,0.7992
0.0,0.0,0.7973
0.0,0.0,0.804
0.0,0.0,0.8019
0.0,0.0,0.7902
0.0,0.0,0.8012
0.0,0.0,0.7996
0.0,0.0,0.7984
0.0,0.0,0.7932
0.0,0.0,0.8042
0.0,0.0,0.7973
0.0,0.0,0.7945
0.0,0.0,0.7973
0.0,0.0,0.8025
0.0,0.0,0.7957
0.0,0.0,0.8075
0.0,0.0,0.794
0.0,0.0,0.8052
0.0,0.0,0.8001
0.0,0.0,0.8008
0.0,0.0,0.8015
0.0,0.0,0.8055
0.0,0.0,0.7883
0.0,0.0,0.7974
0.0,0.0,0.7977
0.0,0.0,0.801
0.0,0.0,0.8022
0.0,0.0,0.8018
0.0,0.0,0.8008
0.0,0.0,0.7979
0.0,0.0,0.8031
0.0,0.0,0.8035
0.0,0.0,0.7926
0.0,0.0,0.8002
0.0,0.0,0.7995
0.0,0.0,0.7984
0.0,0.0,0.8066
0.0,0.0,0.7981
0.0,0.0,0.8018
0.0,0.0,0.8029
0.0,0.0,0.7959
0.0,0.0,0.8021
0.0,0.0,0.8042
0.0,0.0,0.7996
0.0,0.0,0.7986
0.0,0.0,0.8053
0.0,0.0,0.8007
0.0,0.0,0.8038
0.0,0.0,0.8032
0.0,0.0,0.8017
