protected,f0
0.2523,-0.5005
0.2498,-0.5001
0.246,-0.492
0.2536,-0.5064
0.2501,-0.5074
0.2541,-0.4991
0.2477,-0.5044
0.2462,-0.5003
0.2488,-0.4961
0.2445,-0.495
0.2528,-0.5003
0.2568,-0.5052
0.2472,-0.4967
0.2548,-0.5032
0.2469,-0.4918
0.2439,-0.4966
0.2538,-0.5087
0.2469,-0.4938
0.2473,-0.4997
0.2449,-0.4994
0.2481,-0.4999
0.2484,-0.4999
0.2521,-0.4937
0.2416,-0.4878
0.2549,-0.5038
0.2531,-0.5038
0.2533,-0.5013
0.2451,-0.5008
0.249,-0.5019
0.2472,-0.4959
0.2537,-0.5047
0.2501,-0.5046
0.2502,-0.5032
0.2515,-0.4992
0.2476,-0.4983
0.2454,-0.4992
0.246,-0.4967
0.251,-0.5072
0.2462,-0.4999
0.2498,-0.5007
0.2499,-0.5028
0.2503,-0.4934
0.2548,-0.5037
0.2519,-0.4958
0.2485,-0.4996
0.2536,-0.4996
0.2475,-0.4947
0.252,-0.4987
0.2467,-0.4973
0.2436,-0.4935
0.2478,-0.4957
0.2488,-0.4943
0.2538,-0.4996
0.2478,-0.4935
0.2469,-0.5021
0.2444,-0.4924
0.2571,-0.5075
0.2506,-0.4987
0.2511,-0.5044
0.2462,-0.4997
0.2457,-0.4907
0.256,-0.5104
0.2456,-0.5087
0.2521,-0.5023
0.2526,-0.5078
0.245,-0.4978
0.2554,-0.5002
0.2513,-0.4957
0.2516,-0.4949
0.2494,-0.4982
0.2481,-0.4982
0.2475,-0.4875
0.2493,-0.4967
0.2476,-0.4977
0.2556,-0.4992
0.2527,-0.499
0.2459,-0.4895
0.2494,-0.5073
0.2419,-0.5072
0.2568,-0.5044
0.2463,-0.4945
0.259,-0.5039
0.2503,-0.4944
0.2568,-0.5021
0.2507,-0.5041
0.2468,-0.4979
0.2567,-0.5148
0.2539,-0.502
0.256,-0.5007
0.2531,-0.4987
0.2471,-0.5012
0.2533,-0.5026
0.2533,-0.5051
0.2541,-0.5004
0.2495,-0.4991
0.2487,-0.5023
0.2444,-0.5011
0.2451,-0.4967
0.2546,-0.5003
0.2548,-0.5043
