protected,f0
0.2523,0.5082
0.2468,0.4925
0.2488,0.4952
0.2484,0.5006
0.2498,0.4996
0.2455,0.4955
0.2541,0.5047
0.2483,0.4979
0.2483,0.5003
0.242,0.4947
0.2428,0.4962
0.2443,0.4917
0.259,0.4975
0.2499,0.5009
0.2452,0.4885
0.2509,0.5015
0.2488,0.5036
0.2493,0.501
0.2522,0.5069
0.2517,0.4971
0.2515,0.5015
-0.2501,0.4923
0.2508,0.5053
0.2534,0.5051
0.2495,0.5048
0.2537,0.4963
0.2464,0.4929
0.2486,0.4961
0.2446,0.4975
0.2583,0.5064
0.2414,0.4927
0.251,0.5051
0.2547,0.497
0.2575,0.5116
0.2439,0.4869
0.2452,0.4975
0.2589,0.5099
0.2539,0.4977
0.2524,0.4946
0.2426,0.4961
0.2495,0.5025
0.251,0.5081
0.2516,0.4957
0.2415,0.4903
0.2466,0.5001
0.2521,0.5037
0.2525,0.5045
0.249,0.4991
0.2535,0.5058
0.2515,0.504
0.2476,0.494
0.2522,0.5048
0.2467,0.495
0.2534,0.4995
0.2554,0.5038
0.245,0.5016
0.2505,0.5058
0.2447,0.4982
0.2523,0.4968
0.2554,0.5006
0.2472,0.4931
0.2511,0.4979
0.2536,0.5023
0.2496,0.4984
0.2465,0.4966
0.2483,0.4974
0.248,0.5013
0.2513,0.5017
0.2473,0.5001
0.2539,0.5021
0.2499,0.51
0.2567,0.5068
0.2506,0.4941
0.2551,0.506
0.251,0.5068
0.2455,0.4972
0.2509,0.4976
0.2508,0.5025
0.2519,0.5056
0.2509,0.4945
0.245,0.4953
0.2538,0.5036
0.2483,0.4928
0.2536,0.5027
0.2473,0.4896
0.2495,0.4993
-0.2399,0.4984
0.2477,0.5013
0.2491,0.4996
0.2505,0.5013
0.2437,0.4964
0.2498,0.5013
-0.2524,0.5103
0.2535,0.4992
-0.2523,0.5059
0.2542,0.5033
0.2519,0.492
0.2509,0.4958
0.2462,0.5023
0.243,0.4958
