protected,f0
0.2529,0.4983
0.2531,0.5093
0.2455,0.5023
0.2557,0.5005
0.2521,0.5035
0.2472,0.4972
0.2516,0.5006
0.2508,0.5055
0.2492,0.5068
0.2505,0.4969
0.2432,0.4991
0.2457,0.4858
0.2531,0.5044
0.2527,0.5052
0.2397,0.492
0.2516,0.503
0.2534,0.4976
0.2537,0.5065
0.2557,0.4967
0.2536,0.4954
0.251,0.5
0.2488,0.5002
0.2548,0.5096
0.247,0.4982
0.2536,0.5087
0.2513,0.4915
0.2507,0.4989
0.252,0.493
0.2498,0.4986
0.243,0.4904
0.2456,0.4911
0.2582,0.5009
0.2512,0.5033
0.2488,0.5053
0.2467,0.4981
0.249,0.5014
0.2469,0.4901
0.2421,0.4891
0.2513,0.5
0.2467,0.5048
0.2543,0.4975
0.2489,0.4967
0.2427,0.4972
0.2564,0.5087
0.2507,0.499
0.2592,0.5038
0.2474,0.49
0.2504,0.5036
0.2452,0.5007
0.2469,0.4995
0.2499,0.5032
0.2518,0.4868
0.2469,0.4997
0.2503,0.4944
0.2474,0.4954
0.251,0.5031
0.2486,0.4935
0.2427,0.4923
0.2449,0.4973
0.2461,0.4944
0.2427,0.5016
0.2352,0.4841
0.2575,0.501
0.2483,0.4917
0.2556,0.5007
0.2562,0.5078
0.2513,0.4996
0.2465,0.5005
0.2422,0.4975
0.2515,0.4997
0.2511,0.5053
0.2583,0.5076
0.2515,0.5048
0.242,0.4992
0.2452,0.4967
0.2477,0.4977
0.2481,0.4977
0.2526,0.4953
0.2485,0.5023
0.2391,0.4936
0.2487,0.5019
0.2523,0.5025
0.2457,0.5018
0.2471,0.498
0.2405,0.4851
0.2483,0.5031
0.2547,0.5056
0.2494,0.4999
0.2498,0.4976
0.2507,0.4935
0.2462,0.494
0.2432,0.5001
0.2555,0.5049
0.2556,0.5009
0.251,0.5004
0.2467,0.5015
0.2485,0.5003
0.2567,0.5013
0.25,0.4963
0.2514,0.4962
