protected,f0
0.2532,-0.4986
0.2563,-0.504
0.2504,-0.5001
0.2516,-0.5039
0.2459,-0.4928
0.2518,-0.5015
0.2468,-0.4994
0.2415,-0.5005
0.2473,-0.501
0.2592,-0.5055
0.2493,-0.5055
0.2489,-0.4997
0.256,-0.507
0.2517,-0.5027
0.2551,-0.4985
0.2471,-0.4999
0.2515,-0.5041
0.2442,-0.4945
0.2566,-0.5079
0.2494,-0.5027
0.2467,-0.4891
0.2509,-0.4936
0.2495,-0.5016
0.2474,-0.4962
0.2484,-0.5002
0.2514,-0.5032
0.2514,-0.5039
0.2487,-0.5001
0.2499,-0.5006
0.2506,-0.4994
0.2514,-0.5028
0.2547,-0.5137
0.2491,-0.496
0.2495,-0.505
0.2442,-0.4935
0.2403,-0.4924
0.2479,-0.5034
0.256,-0.5052
0.2501,-0.4968
0.2431,-0.4897
0.2557,-0.5059
0.251,-0.4946
0.2542,-0.5112
0.2415,-0.4956
0.2459,-0.4993
0.2435,-0.4893
0.2533,-0.4989
0.2442,-0.4935
0.2553,-0.5054
0.2448,-0.5004
0.2502,-0.5034
0.2493,-0.4991
0.2525,-0.502
0.2442,-0.4969
0.2489,-0.4953
0.2479,-0.5003
0.2484,-0.4992
0.2482,-0.4955
0.2525,-0.5028
0.2499,-0.5036
0.251,-0.4964
0.2532,-0.5011
0.2534,-0.5076
0.2484,-0.4998
0.2483,-0.5
0.2502,-0.5052
0.2531,-0.5062
0.2467,-0.496
0.2622,-0.5061
0.2563,-0.5099
0.2455,-0.4977
0.2559,-0.4979
0.2481,-0.5007
0.2477,-0.4989
0.2457,-0.4999
0.2593,-0.4993
0.2538,-0.5041
0.2515,-0.5017
0.2478,-0.5039
0.2533,-0.5037
0.2471,-0.4922
0.2504,-0.5023
0.2564,-0.5088
0.2433,-0.495
0.2496,-0.5064
0.2453,-0.4943
0.2475,-0.5029
0.241,-0.4933
0.2487,-0.5042
0.2464,-0.4911
0.2611,-0.5147
0.2527,-0.5058
0.2434,-0.5001
0.2487,-0.4932
0.2457,-0.4959
0.2541,-0.4995
0.2529,-0.5023
0.2512,-0.4974
0.2473,-0.497
0.252,-0.5018
