protected,f0
0.2504,-0.4999
0.2519,-0.5044
0.2392,-0.4921
0.2542,-0.5091
0.2481,-0.5045
-0.2507,-0.502
0.2447,-0.5008
0.2533,-0.5074
-0.2533,-0.5083
0.2552,-0.4997
0.2596,-0.5023
0.2516,-0.503
0.2486,-0.5037
0.2443,-0.5018
0.2527,-0.4973
0.2453,-0.5009
0.2513,-0.5051
0.2474,0.0
0.2506,-0.4974
0.2502,-0.4989
0.2563,-0.505
0.2503,-0.5004
0.2373,-0.4955
0.2497,-0.4971
0.2456,-0.4996
0.254,-0.5042
0.2498,-0.5025
0.2475,-0.4936
-0.5003,-0.5015
0.2418,-0.4957
0.2464,-0.4984
0.2505,-0.4982
0.2489,-0.5066
0.2532,-0.5033
0.2493,-0.4904
0.2465,-0.4988
0.2473,-0.4984
0.2531,-0.507
0.2525,-0.4933
0.2458,-0.4908
0.2516,-0.4986
0.2555,-0.5056
0.2523,-0.5045
0.2481,-0.4944
-0.5053,-0.494
0.249,-0.5038
0.2531,-0.4952
0.2501,-0.5037
-0.5058,-0.4957
0.2502,-0.5005
0.2511,-0.5062
0.2404,-0.4917
0.2524,-0.5039
0.2557,-0.5021
0.2511,-0.5047
0.2531,-0.496
0.2511,-0.498
0.2497,-0.5004
0.2493,-0.5034
0.2456,-0.4946
0.2495,-0.5042
0.2478,-0.4941
0.2489,-0.4987
0.2495,-0.4981
0.2564,-0.5074
0.2537,-0.4991
0.2537,-0.5161
0.2508,0.0
0.2498,-0.5003
0.2531,-0.4975
0.2446,-0.4962
0.2487,-0.5044
0.2486,-0.4999
0.2521,-0.5001
-0.2567,-0.505
0.2471,-0.4981
0.2481,-0.505
0.2532,-0.5018
0.2494,-0.4987
0.2432,-0.4933
0.2457,-0.4924
0.2454,-0.4987
0.2574,-0.5094
0.252,-0.4964
0.2553,-0.5049
0.2546,-0.5022
0.2458,-0.4993
0.2482,-0.5039
0.2524,-0.4933
0.245,-0.4957
0.2482,-0.5
0.2438,-0.4989
0.2453,-0.4911
0.2506,-0.4946
0.242,-0.4965
-0.249,-0.4963
0.2503,-0.5031
0.2476,-0.5059
0.2457,-0.5004
0.2505,-0.4999
