protected,f0
0.2553,0.4999
0.2493,0.4991
0.2463,0.4935
0.2557,0.5035
0.2469,0.4954
0.2493,0.508
0.2572,0.4989
0.2521,0.5037
0.2443,0.4976
0.2507,0.5003
0.2489,0.4905
0.2447,0.4933
0.2494,0.5051
0.2432,0.5017
0.2518,0.5013
0.2477,0.4934
0.2406,0.5007
0.2586,0.5037
0.2491,0.4985
0.2524,0.5033
0.2508,0.4997
0.2555,0.5053
0.2507,0.4943
0.2471,0.4989
0.2403,0.4943
0.257,0.506
0.2508,0.5056
0.2563,0.502
0.2466,0.4995
0.2468,0.4998
0.2439,0.4952
0.2505,0.5047
0.2433,0.4913
0.2515,0.5011
0.2543,0.499
0.2462,0.4983
0.2541,0.4996
0.2447,0.4989
0.2492,0.4947
0.2429,0.4986
0.2469,0.4975
0.2541,0.4991
0.2544,0.4984
0.2455,0.4924
0.249,0.5096
0.2447,0.5024
0.2504,0.496
0.248,0.4952
0.2473,0.4965
0.2543,0.5035
0.252,0.4995
0.2473,0.5001
0.2456,0.4973
0.2493,0.5035
0.2475,0.4936
0.2483,0.5014
0.2554,0.5006
0.2501,0.5006
0.2473,0.4954
0.2529,0.4961
0.2531,0.5006
0.2444,0.4949
0.255,0.5036
0.2523,0.5027
0.2526,0.4967
0.2533,0.4983
0.2495,0.4966
0.2528,0.4971
0.2446,0.4985
0.245,0.4945
0.2492,0.4998
0.2535,0.4996
0.2491,0.4987
0.2508,0.4902
0.2423,0.4985
0.2426,0.4915
0.2536,0.498
0.2545,0.5049
0.2498,0.4997
0.2505,0.5031
0.2557,0.5095
0.2469,0.506
0.2483,0.4907
0.2465,0.4943
0.2504,0.5007
0.2589,0.5064
0.2575,0.5069
0.2422,0.4974
0.2514,0.4947
0.2456,0.503
0.2535,0.5023
0.2498,0.5001
0.2486,0.5026
0.2523,0.505
0.248,0.4971
0.2484,0.5029
0.2481,0.4948
0.2503,0.5023
0.2448,0.4983
0.2455,0.5007
