protected,f0
0.2504,0.4965
0.2422,0.4936
0.2513,0.4974
0.2572,0.5058
0.2507,0.497
0.2416,0.4891
0.2539,0.5024
0.2575,0.5035
0.2506,0.5019
0.2471,0.4971
0.2444,0.5002
0.2416,0.4913
0.2425,0.4955
0.2415,0.4965
0.2481,0.4958
0.2535,0.5063
0.2512,0.5047
0.2427,0.498
0.2452,0.4967
0.4963,0.4917
0.2438,0.4946
0.2526,0.4985
0.2481,0.5009
0.255,0.5005
0.2585,0.508
0.2567,0.513
0.247,0.4973
0.2437,0.4863
0.2512,0.4942
0.2499,0.5006
0.2535,0.5015
0.2399,0.4938
0.2517,0.5076
0.2504,0.5028
0.251,0.5008
0.2521,0.4962
0.2453,0.4951
0.252,0.5028
0.2478,0.4994
0.2499,0.5012
0.2567,0.4998
0.2519,0.4962
0.2437,0.493
0.2388,0.4886
0.2401,0.5
0.2498,0.5022
0.2495,0.5005
0.2575,0.5073
0.247,0.4909
0.2508,0.5007
0.2498,0.5038
0.2501,0.4971
0.2439,0.4909
0.2449,0.5044
0.2451,0.4956
0.2455,0.4994
0.2515,0.4968
0.2543,0.507
0.2471,0.5014
0.2563,0.5013
0.2475,0.5015
0.2543,0.5034
0.2448,0.4959
0.2473,0.4981
0.2513,0.5033
0.2462,0.4993
0.248,0.5032
0.2463,0.4981
0.2521,0.4983
0.2556,0.5033
0.2497,0.4992
0.255,0.4959
0.2481,0.4982
0.2551,0.504
0.251,0.504
0.2502,0.4983
0.2523,0.5025
0.2444,0.4926
0.2431,0.495
0.2615,0.5022
0.2483,0.502
0.2461,0.4988
0.255,0.5021
0.2507,0.4992
0.254,0.5043
0.2525,0.5035
0.2471,0.5002
0.2439,0.4986
0.2488,0.5024
0.2505,0.4971
0.2561,0.5015
0.2464,0.4973
0.2577,0.5008
0.2521,0.5064
0.2543,0.4945
0.2526,0.5068
0.2411,0.4968
0.2516,0.4999
0.2447,0.4989
0.2519,0.5021
