protected,f0
0.2506,-0.5058
0.2461,-0.4994
0.2481,-0.4988
0.2508,-0.4925
0.2509,-0.5023
0.247,-0.4944
0.2486,-0.4969
0.2495,-0.5059
-0.2427,-0.4881
0.2416,-0.4995
0.2517,-0.5004
0.2579,-0.5047
0.2521,-0.498
0.2533,-0.4983
0.2481,-0.5012
0.2457,-0.4962
0.252,-0.4963
0.254,-0.5001
0.2507,-0.5033
0.2549,-0.5027
0.2466,-0.4958
0.2531,-0.5006
0.2456,-0.4964
0.2529,-0.4998
-0.2515,-0.5051
0.2504,-0.5022
0.2507,-0.5087
0.2462,-0.4872
0.2545,-0.5038
0.2451,-0.4983
0.2474,0.0
-0.5029,-0.4879
0.2472,-0.4951
0.2461,-0.5032
0.2484,-0.4947
0.2512,-0.4974
0.2513,-0.4963
0.2434,-0.4952
0.2478,-0.5038
0.2494,-0.4987
0.2504,-0.5005
-0.255,-0.5065
0.2506,-0.5115
-0.2493,-0.4945
0.2486,-0.4999
0.2428,-0.498
0.2546,-0.5032
-0.2507,-0.5
-0.2513,-0.5011
0.2449,-0.4976
0.2467,-0.4962
0.2555,-0.5096
0.2472,-0.4933
0.2501,-0.4986
0.2472,-0.5047
0.2523,-0.5013
0.2521,-0.4974
0.2505,-0.5034
0.259,-0.513
0.2496,-0.5019
0.2564,-0.5071
0.2561,-0.5062
0.244,-0.4908
0.258,-0.5035
0.2451,-0.5023
0.2463,-0.4988
0.2559,-0.5097
0.2524,-0.4974
0.2551,-0.5022
0.2567,-0.5078
0.2534,-0.5064
0.2524,-0.5004
0.2605,-0.5097
0.2473,-0.5026
0.245,-0.4978
-0.2552,-0.5045
0.2462,-0.4936
0.2496,-0.5064
0.2503,-0.5041
0.2411,-0.4909
0.2468,-0.4969
0.2434,-0.4928
0.2564,-0.4969
0.2503,-0.5047
0.2519,-0.4948
0.2364,-0.49
0.2533,-0.5087
0.2488,-0.4915
-0.2513,-0.504
0.2631,-0.5151
0.2439,-0.4931
0.2492,-0.4998
0.2457,-0.5039
0.2484,-0.4935
0.251,-0.501
0.2435,-0.498
0.2498,-0.499
0.2423,-0.4867
0.2486,-0.4982
0.2533,-0.5015
