protected,f0,accuracy,correlation
0.0,-0.4996,0.5527,-0.11
0.2479,-0.499,0.5453,-0.09
0.0,-0.4937,0.5464,-0.1
0.2433,-0.4993,0.5527,-0.09
0.0,-0.4981,0.554,-0.09
0.2479,-0.501,0.5471,-0.11
0.0,-0.5037,0.5511,-0.1
0.0,-0.5002,0.546,-0.1
0.2491,-0.4985,0.5516,-0.1
0.0,-0.5071,0.5452,-0.08
0.0,-0.497,0.5517,-0.1
0.0,-0.4976,0.5546,-0.11
0.2462,-0.499,0.5519,-0.11
0.0,-0.4924,0.5469,-0.11
0.2422,-0.4946,0.5483,-0.07
0.0,-0.4966,0.5603,-0.09
0.2524,-0.5041,0.5488,-0.1
0.0,-0.5024,0.5494,-0.09
0.0,-0.4968,0.5487,-0.1
0.2434,-0.4993,0.554,-0.11
0.0,-0.5005,0.5491,-0.11
0.2491,-0.4949,0.5462,-0.09
0.2471,-0.488,0.5524,-0.09
0.0,-0.5009,0.5589,-0.11
0.0,-0.4911,0.5315,-0.1
0.0,-0.4997,0.5523,-0.08
0.2449,-0.4913,0.5465,-0.1
0.2546,-0.5024,0.5468,-0.1
0.0,-0.4999,0.5433,-0.1
0.2408,-0.4946,0.5428,-0.1
0.0,-0.4974,0.5528,-0.11
0.2496,-0.4988,0.5435,-0.08
0.0,-0.4999,0.5506,-0.11
0.0,-0.5004,0.5502,-0.09
0.2487,-0.4935,0.5456,-0.1
0.0,-0.496,0.5545,-0.09
0.0,-0.5144,0.5532,-0.12
0.0,-0.4984,0.5524,-0.08
0.0,-0.5025,0.5584,-0.1
0.0,-0.4984,0.5534,-0.09
0.2481,-0.5078,0.5547,-0.1
0.0,-0.5045,0.5515,-0.12
0.2483,-0.4978,0.5536,-0.08
0.0,-0.5007,0.5536,-0.1
0.0,-0.5036,0.5434,-0.09
0.2572,-0.5011,0.5553,-0.1
0.2476,-0.4981,0.5513,-0.09
0.0,-0.496,0.5486,-0.1
0.0,-0.4961,0.5476,-0.12
0.0,-0.4922,0.5464,-0.11
0.2541,-0.5019,0.5535,-0.11
0.0,-0.5032,0.5461,-0.09
0.2472,-0.4974,0.5488,-0.1
0.0,-0.4997,0.5489,-0.11
0.2487,-0.4938,0.5419,-0.1
0.0,-0.5063,0.5572,-0.11
0.0,-0.4944,0.5379,-0.08
0.2501,-0.5001,0.5491,-0.11
0.0,-0.5015,0.5531,-0.08
0.2504,-0.5005,0.5496,-0.1
0.0,-0.5,0.5528,-0.09
0.0,-0.5023,0.5469,-0.09
0.0,-0.5056,0.5505,-0.1
0.2517,-0.5095,0.5501,-0.1
0.0,-0.4959,0.5484,-0.11
0.0,-0.5042,0.5434,-0.11
0.0,-0.5007,0.5566,-0.11
0.0,-0.5031,0.5507,-0.1
0.0,-0.5008,0.5505,-0.11
0.0,-0.5092,0.5471,-0.1
0.0,-0.4962,0.5498,-0.09
0.0,-0.5096,0.5513,-0.11
0.0,-0.5065,0.5477,-0.11
0.0,-0.5012,0.5588,-0.08
0.0,-0.5063,0.5465,-0.1
0.0,-0.5041,0.5481,-0.09
0.2512,-0.5007,0.5474,-0.1
0.0,-0.4959,0.5403,-0.1
0.2537,-0.5065,0.5521,-0.09
0.0,-0.4977,0.5507,-0.09
0.2576,-0.5002,0.5508,-0.11
0.2478,-0.4959,0.5483,-0.1
0.0,-0.4995,0.5503,-0.09
0.2448,-0.493,0.5456,-0.1
0.0,-0.503,0.5414,-0.1
0.0,-0.5089,0.5447,-0.09
0.0,-0.5056,0.5554,-0.11
0.0,-0.4963,0.5466,-0.11
0.0,-0.5036,0.547,-0.12
0.2452,-0.4949,0.5536,-0.11
0.0,-0.5034,0.5509,-0.11
0.2562,-0.5086,0.5598,-0.12
0.2485,-0.5011,0.5557,-0.11
0.2542,-0.5001,0.5599,-0.1
0.0,-0.5056,0.5367,-0.09
0.0,-0.5016,0.5546,-0.1
0.2505,-0.5082,0.5479,-0.09
0.2439,-0.4944,0.5501,-0.09
0.0,-0.5004,0.56,-0.09
0.0,-0.5006,0.5525,-0.12
