protected,f0,accuracy,correlation
0.0,-0.5089,0.7935,-0.59
0.0,-0.5036,0.7997,-0.61
0.0,-0.4975,0.8021,-0.61
0.0,-0.4999,0.7914,-0.61
0.0,-0.491,0.796,-0.59
0.0,-0.4922,0.799,-0.6
0.0,-0.5002,0.801,-0.62
0.0,-0.488,0.8,-0.6
0.0,-0.4937,0.8022,-0.6
0.0,-0.5018,0.7961,-0.59
0.0,-0.5033,0.7999,-0.61
0.0,-0.4898,0.7997,-0.6
0.0,-0.5003,0.8033,-0.6
0.0,-0.5037,0.799,-0.6
0.0,-0.5007,0.7979,-0.58
0.0,-0.4974,0.795,-0.6
0.0,-0.5011,0.8048,-0.59
0.0,-0.4983,0.8001,-0.6
0.0,-0.4921,0.8006,-0.61
0.0,-0.5001,0.8001,-0.6
0.0,-0.5042,0.7957,-0.62
0.0,-0.4941,0.7995,-0.6
0.0,-0.4927,0.7977,-0.59
0.0,-0.5048,0.8039,-0.6
0.0,-0.5003,0.8,-0.59
0.0,-0.5092,0.7946,-0.59
0.0,-0.4989,0.8003,-0.61
0.0,-0.5033,0.7975,-0.61
0.0,-0.5009,0.7928,-0.61
0.0,-0.4977,0.8011,-0.59
0.0,-0.4933,0.7927,-0.6
0.0,-0.4936,0.8024,-0.6
0.0,-0.4947,0.7923,-0.6
0.0,-0.5012,0.796,-0.59
0.0,-0.497,0.8032,-0.6
0.0,-0.4967,0.7944,-0.6
0.0,-0.4991,0.7993,-0.6
0.0,-0.4961,0.805,-0.61
0.0,-0.4947,0.8002,-0.6
0.0,-0.4983,0.7901,-0.6
0.0,-0.491,0.8035,-0.61
0.0,-0.5122,0.7983,-0.61
0.0,-0.4974,0.7971,-0.61
0.0,-0.5019,0.8028,-0.61
0.0,-0.5031,0.798,-0.59
0.0,-0.4943,0.7976,-0.61
0.0,-0.5077,0.8004,-0.6
0.0,-0.499,0.8001,-0.59
0.0,-0.503,0.8009,-0.59
0.0,-0.4969,0.8084,-0.6
0.0,-0.5106,0.8008,-0.59
0.0,-0.5029,0.8017,-0.59
0.0,-0.5086,0.8027,-0.6
0.0,-0.4981,0.7982,-0.61
0.0,-0.4972,0.7957,-0.59
0.0,-0.4932,0.7955,-0.61
0.0,-0.4911,0.7997,-0.59
0.0,-0.5068,0.7978,-0.6
0.0,-0.5013,0.8088,-0.6
0.0,-0.5052,0.8007,-0.6
0.0,-0.5028,0.8061,-0.59
0.0,-0.4971,0.8019,-0.6
0.0,-0.5042,0.7906,-0.6
0.0,-0.4889,0.808,-0.61
0.0,-0.5007,0.8008,-0.6
0.0,-0.5092,0.7975,-0.6
0.0,-0.4974,0.7996,-0.61
0.0,-0.5007,0.8033,-0.6
0.0,-0.5022,0.8014,-0.6
0.0,-0.5056,0.7986,-0.61
0.0,-0.4976,0.7984,-0.6
0.0,-0.5021,0.7984,-0.6
0.0,-0.5024,0.8014,-0.6
0.0,-0.504,0.7995,-0.6
0.0,-0.5044,0.8005,-0.61
0.0,-0.4923,0.8003,-0.6
0.0,-0.5064,0.7942,-0.59
0.0,-0.5008,0.7945,-0.6
0.0,-0.4967,0.7963,-0.61
0.0,-0.498,0.7971,-0.59
0.0,-0.4898,0.7994,-0.61
0.0,-0.5123,0.7995,-0.6
0.0,-0.5011,0.8005,-0.59
0.0,-0.5062,0.798,-0.6
0.0,-0.5028,0.8065,-0.6
0.0,-0.4927,0.7985,-0.6
0.0,-0.5004,0.8038,-0.59
0.0,-0.4941,0.796,-0.6
0.0,-0.5025,0.7995,-0.61
0.0,-0.4966,0.8003,-0.61
0.0,-0.4982,0.7898,-0.61
0.0,-0.492,0.7986,-0.61
0.0,-0.5034,0.8032,-0.59
0.0,-0.4994,0.8002,-0.6
0.0,-0.4999,0.7978,-0.6
0.0,-0.4932,0.8036,-0.6
0.0,-0.5093,0.7976,-0.6
0.0,-0.4985,0.794,-0.6
0.0,-0.5008,0.8007,-0.6
0.0,-0.4969,0.8033,-0.61
