protected,f0,accuracy,correlation
0.2488,0.4969,0.5978,0.19
0.0,0.508,0.6028,0.21
0.2553,0.5029,0.5952,0.2
0.0,0.5022,0.6015,0.22
0.0,0.5045,0.6002,0.21
0.0,0.5075,0.5958,0.19
0.0,0.4934,0.6024,0.2
0.2455,0.4968,0.604,0.19
0.0,0.4993,0.6038,0.19
0.0,0.4939,0.6035,0.19
0.2574,0.4976,0.5988,0.21
0.2545,0.4989,0.6066,0.2
0.0,0.5012,0.6083,0.21
0.0,0.4917,0.6069,0.21
0.0,0.4929,0.6012,0.19
0.2478,0.4935,0.6025,0.19
0.0,0.4894,0.6022,0.19
0.0,0.5037,0.6047,0.2
0.2474,0.502,0.5946,0.22
0.0,0.5084,0.6005,0.19
0.0,0.5005,0.6047,0.2
0.0,0.5037,0.6017,0.2
0.2438,0.4971,0.5954,0.19
0.0,0.5078,0.597,0.21
0.2512,0.504,0.592,0.18
0.0,0.5001,0.601,0.2
0.0,0.5012,0.6003,0.2
0.0,0.508,0.6066,0.2
0.2513,0.4997,0.5961,0.2
0.2535,0.503,0.5911,0.21
0.0,0.5012,0.6023,0.2
0.0,0.4998,0.6007,0.2
0.0,0.4974,0.6009,0.2
0.0,0.4963,0.5994,0.2
0.2468,0.4993,0.5986,0.21
0.2481,0.5006,0.5937,0.19
0.0,0.4993,0.6035,0.19
0.0,0.5019,0.6055,0.21
0.0,0.5045,0.6017,0.19
0.2438,0.494,0.5922,0.19
0.0,0.4859,0.5939,0.22
0.0,0.4962,0.6032,0.19
0.0,0.4911,0.6066,0.21
0.0,0.5008,0.6007,0.2
0.0,0.4997,0.5913,0.2
0.0,0.4921,0.5968,0.22
0.0,0.5018,0.598,0.2
0.0,0.5002,0.5928,0.2
0.2427,0.4931,0.5917,0.2
0.0,0.5085,0.5846,0.2
0.0,0.499,0.5941,0.21
0.0,0.4954,0.5988,0.22
0.0,0.4966,0.5945,0.2
0.2538,0.5055,0.5907,0.2
0.0,0.5009,0.5975,0.2
0.0,0.5014,0.595,0.19
0.0,0.4996,0.5967,0.22
0.0,0.496,0.6059,0.21
0.0,0.5041,0.6039,0.2
0.25,0.4998,0.6047,0.21
0.0,0.4933,0.6001,0.2
0.0,0.503,0.6034,0.21
0.248,0.5009,0.5907,0.2
0.0,0.4987,0.6066,0.21
0.0,0.4921,0.6076,0.2
0.0,0.5027,0.6045,0.2
0.0,0.4968,0.6056,0.22
0.0,0.5014,0.6012,0.2
0.0,0.4989,0.6036,0.19
0.2486,0.4997,0.5927,0.2
0.0,0.4967,0.5926,0.2
0.0,0.5022,0.6056,0.21
0.0,0.4977,0.6058,0.19
0.0,0.4957,0.589,0.19
0.0,0.5039,0.6035,0.2
0.0,0.4972,0.5972,0.21
0.0,0.5048,0.596,0.21
0.0,0.51,0.5888,0.2
0.255,0.5041,0.6041,0.2
0.0,0.5018,0.5992,0.19
0.0,0.4975,0.6002,0.2
0.0,0.4986,0.6018,0.19
0.2533,0.5012,0.5982,0.19
0.0,0.5004,0.5927,0.19
0.0,0.4988,0.6029,0.21
0.0,0.4949,0.604,0.2
0.2566,0.5065,0.5953,0.21
0.0,0.5007,0.5988,0.18
0.0,0.4996,0.6036,0.19
0.2554,0.4967,0.5991,0.2
0.0,0.5013,0.5939,0.21
0.0,0.4979,0.6017,0.21
0.0,0.4942,0.601,0.2
0.0,0.4999,0.603,0.2
0.0,0.5048,0.5974,0.19
0.0,0.4924,0.5922,0.2
0.0,0.5003,0.6087,0.19
0.0,0.4978,0.5974,0.2
0.2471,0.4995,0.5989,0.17
0.2471,0.4979,0.598,0.19
