protected,f0,accuracy,correlation
0.0,-0.4995,0.8536,-0.71
0.0,-0.504,0.8479,-0.7
0.0,-0.4975,0.8487,-0.69
0.0,-0.4981,0.8468,-0.69
0.0,-0.4963,0.8486,-0.7
0.0,-0.5017,0.8501,-0.69
0.0,-0.4998,0.8563,-0.7
0.0,-0.4922,0.8531,-0.7
0.0,-0.4957,0.8523,-0.69
0.0,-0.4984,0.8491,-0.7
0.0,-0.4958,0.8578,-0.71
0.0,-0.5021,0.8568,-0.7
0.0,-0.5054,0.849,-0.7
0.0,-0.5016,0.8531,-0.69
0.0,-0.4907,0.8446,-0.69
0.0,-0.496,0.8505,-0.7
0.0,-0.4968,0.8491,-0.72
0.0,-0.5072,0.8532,-0.7
0.0,-0.4957,0.847,-0.69
0.0,-0.5016,0.8561,-0.71
0.0,-0.4921,0.8547,-0.72
0.0,-0.5061,0.8553,-0.7
0.0,-0.4981,0.8526,-0.7
0.0,-0.4958,0.8527,-0.69
0.0,-0.5009,0.8488,-0.7
0.0,-0.5063,0.8486,-0.7
0.0,-0.5001,0.8486,-0.69
0.0,-0.5007,0.8478,-0.69
0.0,-0.5014,0.8555,-0.7
0.0,-0.4982,0.8554,-0.7
0.0,-0.4978,0.8512,-0.69
0.0,-0.5063,0.8445,-0.71
0.0,-0.4961,0.8405,-0.71
0.0,-0.4953,0.8497,-0.7
0.0,-0.5016,0.8545,-0.7
0.0,-0.5044,0.8528,-0.7
0.0,-0.4965,0.8485,-0.7
0.0,-0.4965,0.8541,-0.69
0.0,-0.4962,0.8544,-0.7
0.0,-0.5077,0.8464,-0.7
0.0,-0.491,0.8494,-0.69
0.0,-0.5035,0.8506,-0.7
0.0,-0.5065,0.8494,-0.71
0.0,-0.496,0.8519,-0.7
0.0,-0.5048,0.847,-0.7
0.0,-0.4945,0.8477,-0.69
0.0,-0.5055,0.854,-0.71
0.0,-0.4949,0.8522,-0.7
0.0,-0.4978,0.855,-0.7
0.0,-0.4997,0.8541,-0.7
0.0,-0.4988,0.8476,-0.72
0.0,-0.4937,0.8444,-0.7
0.0,-0.5011,0.8505,-0.71
0.0,-0.505,0.8469,-0.7
0.0,-0.4992,0.8531,-0.71
0.0,-0.504,0.8559,-0.7
0.0,-0.4936,0.8461,-0.7
0.0,-0.488,0.8508,-0.7
0.0,-0.5019,0.8541,-0.7
0.0,-0.4963,0.8494,-0.71
0.0,-0.5062,0.8531,-0.72
0.0,-0.5045,0.8466,-0.7
0.0,-0.4943,0.8481,-0.69
0.0,-0.4868,0.8549,-0.71
0.0,-0.5038,0.8508,-0.69
0.0,-0.5051,0.8546,-0.7
0.0,-0.5055,0.8546,-0.71
0.0,-0.5001,0.8471,-0.71
0.0,-0.5035,0.8531,-0.7
0.0,-0.495,0.8457,-0.69
0.0,-0.4912,0.846,-0.71
0.0,-0.4969,0.8496,-0.71
0.0,-0.4956,0.846,-0.71
0.0,-0.5025,0.8451,-0.7
0.0,-0.5033,0.8467,-0.71
0.0,-0.4961,0.8417,-0.7
0.0,-0.4912,0.8499,-0.69
0.0,-0.4959,0.8552,-0.7
0.0,-0.4948,0.8543,-0.7
0.0,-0.4993,0.8518,-0.7
0.0,-0.5062,0.8367,-0.71
0.0,-0.5043,0.85,-0.69
0.0,-0.4836,0.8534,-0.69
0.0,-0.5,0.8511,-0.7
0.0,-0.4936,0.8526,-0.68
0.0,-0.4872,0.8508,-0.69
0.0,-0.5062,0.8446,-0.71
0.0,-0.5089,0.8522,-0.69
0.0,-0.4958,0.852,-0.7
0.0,-0.5006,0.8493,-0.71
0.0,-0.4962,0.8586,-0.7
0.0,-0.4944,0.8497,-0.7
0.0,-0.4998,0.8449,-0.69
0.0,-0.4978,0.8423,-0.68
0.0,-0.4977,0.8486,-0.69
0.0,-0.495,0.8483,-0.7
0.0,-0.4996,0.8496,-0.69
0.0,-0.4932,0.8445,-0.71
0.0,-0.4996,0.8458,-0.7
0.0,-0.499,0.844,-0.7
