protected,f0,accuracy,correlation
0.0,-0.4985,0.8991,-0.79
0.0,-0.4986,0.9014,-0.81
0.0,-0.5041,0.8996,-0.8
0.0,-0.4979,0.8983,-0.8
0.0,-0.499,0.905,-0.8
0.0,-0.5117,0.9012,-0.81
0.0,-0.5036,0.9013,-0.79
0.0,-0.4952,0.9028,-0.8
0.0,-0.4976,0.9012,-0.81
0.0,-0.4985,0.8961,-0.79
0.0,-0.5076,0.8972,-0.79
0.0,-0.5014,0.9002,-0.81
0.0,-0.4969,0.8953,-0.81
0.0,-0.5002,0.8962,-0.8
0.0,-0.496,0.8969,-0.8
0.0,-0.498,0.8979,-0.8
0.0,-0.5108,0.8985,-0.8
0.0,-0.5028,0.8994,-0.8
0.0,-0.4902,0.8937,-0.81
0.0,-0.4949,0.9049,-0.8
0.0,-0.4976,0.9006,-0.8
0.0,-0.5042,0.9009,-0.81
0.0,-0.4942,0.8944,-0.81
0.0,-0.5128,0.8964,-0.8
0.0,-0.4976,0.9025,-0.8
0.0,-0.4988,0.9009,-0.8
0.0,-0.4995,0.9012,-0.81
0.0,-0.4953,0.8978,-0.8
0.0,-0.4962,0.9001,-0.8
0.0,-0.4877,0.8972,-0.8
0.0,-0.5028,0.8962,-0.81
0.0,-0.4989,0.8999,-0.8
0.0,-0.498,0.9005,-0.8
0.0,-0.5041,0.8994,-0.8
0.0,-0.5029,0.8968,-0.8
0.0,-0.5005,0.9004,-0.8
0.0,-0.5041,0.8941,-0.8
0.0,-0.5041,0.8962,-0.8
0.0,-0.4938,0.9021,-0.8
0.0,-0.4969,0.8992,-0.79
0.0,-0.4887,0.9004,-0.81
0.0,-0.4962,0.8986,-0.8
0.0,-0.4954,0.9008,-0.79
0.0,-0.5041,0.903,-0.81
0.0,-0.5023,0.8965,-0.8
0.0,-0.5049,0.8996,-0.8
0.0,-0.4984,0.9004,-0.79
0.0,-0.4955,0.8984,-0.79
0.0,-0.4965,0.9018,-0.8
0.0,-0.5027,0.9014,-0.81
0.0,-0.4896,0.8996,-0.8
0.0,-0.4962,0.9033,-0.8
0.0,-0.5036,0.8944,-0.8
0.0,-0.4967,0.8992,-0.8
0.0,-0.5005,0.9012,-0.8
0.0,-0.4996,0.8986,-0.8
0.0,-0.4983,0.9019,-0.79
0.0,-0.4941,0.8993,-0.8
0.0,-0.4994,0.9004,-0.8
0.0,-0.502,0.894,-0.8
0.0,-0.5033,0.8982,-0.81
0.0,-0.5038,0.8992,-0.79
0.0,-0.5016,0.9021,-0.8
0.0,-0.4955,0.8998,-0.8
0.0,-0.4923,0.9034,-0.81
0.0,-0.5062,0.8955,-0.8
0.0,-0.502,0.9023,-0.8
0.0,-0.506,0.9026,-0.8
0.0,-0.4932,0.9025,-0.81
0.0,-0.4984,0.8984,-0.8
0.0,-0.4929,0.9029,-0.8
0.0,-0.5016,0.902,-0.79
0.0,-0.5026,0.8987,-0.79
0.0,-0.5081,0.898,-0.8
0.0,-0.5046,0.9023,-0.81
0.0,-0.4958,0.9022,-0.79
0.0,-0.5004,0.9035,-0.8
0.0,-0.5013,0.9044,-0.8
0.0,-0.4992,0.9016,-0.8
0.0,-0.5012,0.8996,-0.79
0.0,-0.5008,0.9005,-0.79
0.0,-0.4992,0.901,-0.79
0.0,-0.5042,0.9026,-0.79
0.0,-0.5062,0.899,-0.8
0.0,-0.4977,0.8937,-0.8
0.0,-0.4975,0.907,-0.8
0.0,-0.4903,0.8979,-0.8
0.0,-0.505,0.9027,-0.8
0.0,-0.4951,0.903,-0.8
0.0,-0.502,0.896,-0.81
0.0,-0.5004,0.8962,-0.8
0.0,-0.4935,0.8987,-0.8
0.0,-0.5012,0.9029,-0.8
0.0,-0.4987,0.9001,-0.8
0.0,-0.5016,0.8982,-0.8
0.0,-0.5019,0.9004,-0.8
0.0,-0.4978,0.8993,-0.8
0.0,-0.5012,0.895,-0.79
0.0,-0.4975,0.8957,-0.79
0.0,-0.4999,0.9066,-0.8
