protected,f0,accuracy,correlation
0.0,-0.5012,1.0,-1.0
0.0,-0.5014,1.0,-1.0
0.0,-0.5023,1.0,-1.0
0.0,-0.503,1.0,-1.0
0.0,-0.5033,1.0,-1.0
0.0,-0.5001,1.0,-1.0
0.0,-0.4961,1.0,-1.0
0.0,-0.5012,1.0,-1.0
0.0,-0.512,1.0,-1.0
0.0,-0.5024,1.0,-1.0
0.0,-0.5026,1.0,-1.0
0.0,-0.5084,1.0,-1.0
0.0,-0.5102,1.0,-1.0
0.0,-0.4952,1.0,-1.0
0.0,-0.4964,1.0,-1.0
0.0,-0.4989,1.0,-1.0
0.0,-0.5073,1.0,-1.0
0.0,-0.5077,1.0,-1.0
0.0,-0.5105,1.0,-1.0
0.0,-0.5006,1.0,-1.0
0.0,-0.4975,1.0,-1.0
0.0,-0.5016,1.0,-1.0
0.0,-0.5018,1.0,-1.0
0.0,-0.5009,1.0,-1.0
0.0,-0.5049,1.0,-1.0
0.0,-0.5024,1.0,-1.0
0.0,-0.5009,1.0,-1.0
0.0,-0.4985,1.0,-1.0
0.0,-0.4865,1.0,-1.0
0.0,-0.5017,1.0,-1.0
0.0,-0.5053,1.0,-1.0
0.0,-0.4985,1.0,-1.0
0.0,-0.5009,1.0,-1.0
0.0,-0.5057,1.0,-1.0
0.0,-0.4942,1.0,-1.0
0.0,-0.5052,1.0,-1.0
0.0,-0.5004,1.0,-1.0
0.0,-0.4964,1.0,-1.0
0.0,-0.5015,1.0,-1.0
0.0,-0.5011,1.0,-1.0
0.0,-0.497,1.0,-1.0
0.0,-0.4959,1.0,-1.0
0.0,-0.5009,1.0,-1.0
0.0,-0.5032,1.0,-1.0
0.0,-0.5124,1.0,-1.0
0.0,-0.4913,1.0,-1.0
0.0,-0.497,1.0,-1.0
0.0,-0.5039,1.0,-1.0
0.0,-0.499,1.0,-1.0
0.0,-0.5035,1.0,-1.0
0.0,-0.5018,1.0,-1.0
0.0,-0.4942,1.0,-1.0
0.0,-0.5026,1.0,-1.0
0.0,-0.5074,1.0,-1.0
0.0,-0.4943,1.0,-1.0
0.0,-0.5045,1.0,-1.0
0.0,-0.5023,1.0,-1.0
0.0,-0.4988,1.0,-1.0
0.0,-0.4984,1.0,-1.0
0.0,-0.4983,1.0,-1.0
0.0,-0.4987,1.0,-1.0
0.0,-0.5055,1.0,-1.0
0.0,-0.4974,1.0,-1.0
0.0,-0.497,1.0,-1.0
0.0,-0.5002,1.0,-1.0
0.0,-0.5094,1.0,-1.0
0.0,-0.5006,1.0,-1.0
0.0,-0.5093,1.0,-1.0
0.0,-0.4943,1.0,-1.0
0.0,-0.5045,1.0,-1.0
0.0,-0.4974,1.0,-1.0
0.0,-0.4948,1.0,-1.0
0.0,-0.4988,1.0,-1.0
0.0,-0.5007,1.0,-1.0
0.0,-0.5048,1.0,-1.0
0.0,-0.5126,1.0,-1.0
0.0,-0.5055,1.0,-1.0
0.0,-0.4934,1.0,-1.0
0.0,-0.5,1.0,-1.0
0.0,-0.4967,1.0,-1.0
0.0,-0.5041,1.0,-1.0
0.0,-0.5051,1.0,-1.0
0.0,-0.4991,1.0,-1.0
0.0,-0.5107,1.0,-1.0
0.0,-0.5032,1.0,-1.0
0.0,-0.5059,1.0,-1.0
0.0,-0.4994,1.0,-1.0
0.0,-0.4981,1.0,-1.0
0.0,-0.4947,1.0,-1.0
0.0,-0.5044,1.0,-1.0
0.0,-0.5075,1.0,-1.0
0.0,-0.4956,1.0,-1.0
0.0,-0.4993,1.0,-1.0
0.0,-0.5006,1.0,-1.0
0.0,-0.5012,1.0,-1.0
0.0,-0.5008,1.0,-1.0
0.0,-0.4941,1.0,-1.0
0.0,-0.4933,1.0,-1.0
0.0,-0.5027,1.0,-1.0
0.0,-0.5026,1.0,-1.0
