protected,f0,accuracy,correlation
0.0,0.4987,0.7556,0.51
0.0,0.4932,0.7447,0.5
0.0,0.4974,0.7493,0.51
0.0,0.4947,0.755,0.49
0.0,0.4986,0.7462,0.49
0.0,0.4941,0.7458,0.5
0.0,0.5014,0.7522,0.5
0.0,0.4987,0.7459,0.49
0.0,0.5057,0.7529,0.51
0.0,0.4909,0.7532,0.5
0.0,0.5023,0.745,0.51
0.0,0.5077,0.7488,0.5
0.0,0.4994,0.7465,0.5
0.0,0.5078,0.7547,0.49
0.0,0.5002,0.7554,0.5
0.0,0.4997,0.7474,0.49
0.0,0.4993,0.7493,0.51
0.0,0.5063,0.756,0.5
0.0,0.5025,0.7414,0.5
0.0,0.5003,0.7528,0.51
0.0,0.5055,0.7508,0.5
0.0,0.4974,0.7425,0.49
0.0,0.5032,0.7623,0.52
0.0,0.507,0.7484,0.5
0.0,0.5008,0.7473,0.5
0.0,0.5013,0.7558,0.51
0.0,0.5089,0.749,0.51
0.0,0.4994,0.7536,0.51
0.0,0.4939,0.7503,0.51
0.0,0.4928,0.7522,0.5
0.0,0.5004,0.747,0.5
0.0,0.5032,0.7485,0.5
0.0,0.4973,0.7509,0.51
0.0,0.4991,0.7445,0.5
0.0,0.5037,0.7535,0.51
0.0,0.4961,0.7536,0.5
0.0,0.495,0.7531,0.5
0.0,0.5042,0.7469,0.51
0.0,0.4904,0.7496,0.5
0.0,0.5005,0.7456,0.5
0.0,0.497,0.7466,0.52
0.0,0.5058,0.755,0.5
0.0,0.498,0.7496,0.5
0.0,0.4958,0.7535,0.51
0.0,0.496,0.7448,0.51
0.0,0.5093,0.7486,0.5
0.0,0.4985,0.7529,0.51
0.0,0.4959,0.7482,0.5
0.0,0.4946,0.7529,0.5
0.0,0.4922,0.748,0.5
0.0,0.4922,0.7479,0.5
0.0,0.4941,0.7515,0.51
0.0,0.4938,0.7456,0.49
0.0,0.4973,0.7494,0.51
0.0,0.4987,0.7503,0.49
0.0,0.507,0.7562,0.49
0.0,0.4952,0.7474,0.49
0.0,0.5054,0.7585,0.49
0.0,0.4987,0.7496,0.5
0.0,0.5023,0.7508,0.51
0.0,0.496,0.7505,0.51
0.0,0.5012,0.7505,0.5
0.0,0.4935,0.7522,0.49
0.0,0.4936,0.7536,0.51
0.0,0.4978,0.7541,0.49
0.0,0.5044,0.7497,0.5
0.0,0.5036,0.7466,0.49
0.0,0.5068,0.7552,0.49
0.0,0.493,0.75,0.5
0.0,0.4938,0.7513,0.49
0.0,0.5035,0.7462,0.5
0.0,0.5016,0.748,0.51
0.0,0.4987,0.7572,0.51
0.0,0.501,0.7466,0.51
0.0,0.5066,0.749,0.48
0.0,0.501,0.7431,0.5
0.0,0.5029,0.7498,0.49
0.0,0.5009,0.7464,0.49
0.0,0.5026,0.7492,0.49
0.0,0.5058,0.7563,0.51
0.0,0.5036,0.7431,0.52
0.0,0.5032,0.7459,0.5
0.0,0.5011,0.7495,0.51
0.0,0.503,0.7442,0.51
0.0,0.5032,0.7535,0.51
0.0,0.5034,0.7516,0.51
0.0,0.4919,0.746,0.5
0.0,0.5021,0.7431,0.49
0.0,0.5088,0.7512,0.49
0.0,0.5006,0.7521,0.5
0.2518,0.4984,0.7504,0.49
0.0,0.4951,0.7488,0.52
0.0,0.5003,0.7553,0.5
0.0,0.4959,0.7467,0.49
0.0,0.5003,0.7628,0.5
0.0,0.4963,0.7433,0.49
0.0,0.499,0.7495,0.51
0.0,0.5121,0.755,0.52
0.0,0.5034,0.7513,0.5
0.0,0.4978,0.7532,0.49
