protected,f0
-0.2437,-0.5055
0.257,-0.5006
0.2469,-0.4968
0.2487,-0.4967
0.2464,-0.4987
0.2552,-0.4991
0.2517,-0.4982
0.247,-0.4986
0.2524,-0.4978
0.2517,-0.4969
0.2545,-0.5009
0.2425,-0.4912
0.2508,-0.497
0.2468,-0.4993
0.242,-0.4887
0.2572,-0.4951
0.2522,-0.5037
0.2401,-0.497
0.2523,-0.5026
0.2511,-0.506
0.2444,-0.5006
0.2458,-0.4967
0.2493,-0.5018
0.2543,-0.505
0.2457,-0.5051
-0.2513,-0.5022
0.2525,-0.5014
-0.2436,-0.4965
0.2447,-0.5003
-0.2441,-0.4913
0.2546,-0.495
-0.2609,-0.5019
0.2473,-0.4971
0.2422,-0.4971
0.2496,-0.492
0.2519,-0.4991
0.2504,-0.5108
0.254,-0.4973
0.2525,-0.5034
0.2474,-0.5028
0.2458,-0.5003
0.2572,-0.5065
0.2562,-0.5028
0.2556,-0.4997
0.2513,-0.4992
0.2522,-0.4964
0.2503,-0.4992
0.2501,-0.504
-0.245,-0.4968
0.2418,-0.4951
0.2505,-0.4999
0.2537,-0.4955
0.2499,-0.4992
0.2471,-0.5008
0.2477,-0.5135
0.251,0.0
0.2431,-0.5016
0.2495,-0.502
0.2537,-0.4967
0.2523,-0.5036
0.255,-0.4988
0.2498,-0.5021
0.2537,-0.4977
0.2564,-0.498
0.2466,-0.4964
0.2524,-0.5024
0.2487,-0.5013
0.2492,-0.497
0.2529,-0.5079
0.2593,-0.505
-0.2476,-0.4955
0.2463,-0.4945
0.2559,-0.5069
0.2453,-0.5006
0.2532,-0.5012
0.2479,-0.4955
0.2494,-0.4971
0.2484,-0.506
0.2494,-0.5
0.2506,-0.5024
0.2494,-0.5
-0.2437,-0.5017
0.2483,-0.5035
0.2395,-0.4957
0.2494,-0.4976
0.2512,-0.4984
0.2507,-0.5055
0.2536,-0.5016
0.2476,-0.4935
0.2457,-0.4969
0.2527,-0.5038
0.2464,-0.4947
-0.5033,-0.5004
0.2499,-0.4997
0.2467,-0.4944
0.2501,-0.5029
0.2492,-0.4941
0.2468,-0.4997
0.2436,-0.4985
0.2525,-0.5093
