protected,f0
0.2507,-0.5006
0.2457,-0.4981
0.25,-0.5009
0.2568,-0.5046
0.2552,-0.5052
0.2496,-0.4994
0.2575,-0.5049
0.2453,-0.4999
0.248,-0.4999
0.2524,-0.4952
0.2448,-0.4947
0.2506,-0.5013
0.2515,-0.502
0.2408,-0.5
0.2511,-0.5019
0.2539,-0.502
0.248,-0.4942
0.2498,-0.4911
0.2444,-0.5043
0.2503,-0.4991
0.2543,-0.5086
0.0,-0.2529
0.2512,-0.4944
0.2516,-0.5016
0.2493,-0.5026
0.2433,-0.4951
0.25,-0.4988
0.2486,-0.4981
0.2475,-0.5005
0.2471,-0.4986
0.2592,-0.5001
0.2493,-0.5043
0.2539,-0.5086
0.2446,-0.495
0.249,-0.5047
0.254,-0.5019
0.2514,-0.4998
0.2556,-0.4956
0.251,-0.4968
0.2512,-0.4977
0.2518,-0.4953
0.2509,-0.4999
0.0,-0.2512
0.2534,-0.5003
0.2575,-0.5019
0.0,-0.2537
0.2466,-0.5033
0.2427,-0.4936
0.2532,-0.4996
0.0,-0.2548
0.2465,-0.5014
0.246,-0.5035
0.245,-0.501
0.2475,-0.4994
0.2549,-0.5067
0.2459,-0.5004
0.2558,-0.5042
0.2441,-0.488
0.2491,-0.499
0.2482,-0.4976
0.2527,-0.5007
0.2556,-0.506
0.2543,-0.5045
0.2591,-0.5087
0.2509,-0.4943
0.244,-0.4973
0.2459,-0.4914
0.2498,-0.4968
0.2486,-0.5065
0.2505,-0.4995
0.258,-0.5052
0.2471,-0.5032
0.2437,-0.4988
0.2457,-0.4993
0.2563,-0.5067
0.2489,-0.497
0.2499,-0.5086
0.251,-0.5063
0.2424,-0.499
0.2542,-0.5022
0.2536,-0.5009
0.2538,-0.5048
0.2463,-0.4942
0.2551,-0.5021
0.0,-0.255
0.2501,-0.5
0.246,-0.4989
0.2495,-0.4957
0.2555,-0.5021
0.252,-0.5097
0.255,-0.4985
0.2542,-0.4997
0.2468,-0.5085
0.253,-0.5027
0.2473,-0.4976
0.2509,-0.5078
0.2519,-0.501
0.2492,-0.4918
0.2545,-0.5017
-0.2517,-0.2517
