protected,f0
0.2535,-0.5048
0.2471,-0.4988
0.2493,-0.4981
0.2506,-0.5029
0.2561,-0.5024
0.2488,-0.5024
0.2632,-0.5152
0.2486,-0.4954
0.2573,-0.5113
0.2538,-0.5054
0.2403,-0.4961
0.2489,-0.4974
0.2461,-0.4968
0.2476,-0.5038
0.2478,-0.503
0.2559,-0.499
0.2477,-0.4958
0.2492,-0.4977
0.2465,-0.5018
0.2483,-0.4999
0.2522,-0.4995
0.2549,-0.5055
0.2488,-0.4987
0.2549,-0.5079
0.2572,-0.5071
0.2551,-0.5055
0.2513,-0.4991
0.2598,-0.5022
0.2521,-0.5003
0.2552,-0.5112
0.2473,-0.5017
0.2506,-0.5032
0.249,-0.5031
0.2478,-0.495
0.2479,-0.4972
0.2533,-0.4876
0.2473,-0.493
0.253,-0.5048
0.249,-0.5017
0.2406,-0.4945
0.2469,-0.5015
0.2517,-0.505
0.2494,-0.4952
0.249,-0.5033
0.2502,-0.504
0.2547,-0.4991
0.2585,-0.5054
0.2484,-0.4961
0.256,-0.5037
0.2512,-0.5034
0.2504,-0.5012
0.2586,-0.5043
0.2512,-0.5012
0.2525,-0.5038
0.2512,-0.4954
0.2532,-0.5104
0.2561,-0.507
0.2457,-0.4846
0.2427,-0.5011
0.2425,-0.4971
0.2466,-0.4916
0.2583,-0.5018
0.2554,-0.5082
0.2409,-0.493
0.2537,-0.507
0.2468,-0.4981
0.2485,-0.5006
0.2573,-0.5021
0.2454,-0.4928
0.2529,-0.5042
0.2515,-0.4984
0.2576,-0.5016
0.2472,-0.5008
0.2529,-0.4977
0.2509,-0.497
0.2489,-0.508
0.2405,-0.4977
0.2445,-0.4991
0.2481,-0.5026
0.2486,-0.497
0.2549,-0.5069
0.2474,-0.4975
0.2467,-0.4973
0.2526,-0.5042
0.2449,-0.4972
0.2497,-0.4955
0.2429,-0.4938
0.2518,-0.5031
0.2497,-0.5032
0.2579,-0.5065
0.2511,-0.5078
0.2511,-0.5004
0.2493,-0.4998
0.2499,-0.4952
0.2513,-0.5069
0.2471,-0.4917
0.252,-0.4928
0.2547,-0.4961
0.246,-0.4984
0.251,-0.4975
