protected,f0
0.2481,-0.4966
0.2519,-0.4988
0.2552,-0.5079
0.2515,-0.5046
0.2523,-0.5046
0.2528,-0.5093
0.254,-0.5088
0.2435,-0.4912
0.2482,-0.5015
0.2502,-0.4974
0.255,-0.4965
0.2534,-0.5055
0.2463,-0.5057
0.2526,-0.5019
-0.2489,-0.5003
0.2505,-0.4987
0.247,-0.4973
0.2604,-0.5098
0.2542,-0.5047
0.2474,-0.5002
0.2493,-0.5017
0.2542,-0.4986
0.2525,-0.5005
0.2519,-0.5036
0.2454,-0.5009
0.2492,-0.4954
0.2473,-0.4977
0.2519,-0.5006
0.249,-0.5002
0.2501,-0.5051
0.253,-0.4989
0.2483,-0.4988
0.2502,-0.4993
0.2501,-0.4946
0.2507,-0.5009
0.2494,-0.4993
0.249,-0.4949
0.2558,-0.5052
0.2496,-0.4996
0.2508,-0.5021
0.2464,-0.5007
0.2488,-0.4927
0.2531,-0.5055
0.2453,-0.497
0.2487,-0.5002
0.2575,-0.4997
0.249,-0.4969
0.2458,-0.503
0.2566,-0.5048
0.2525,-0.5064
0.2459,-0.4964
0.2531,-0.5034
0.2449,-0.4929
0.2474,-0.4938
0.245,-0.4998
0.2483,-0.4986
0.249,-0.4928
0.2516,-0.4964
0.2603,-0.5067
0.2443,-0.4914
0.2551,-0.5064
0.2458,-0.4927
0.245,-0.4958
0.2481,-0.5017
0.2551,-0.5028
0.2456,-0.496
0.2466,-0.5017
0.2473,-0.4935
0.2502,-0.4985
0.2519,-0.4986
0.2478,-0.5046
0.251,-0.5015
0.2554,-0.5047
0.2506,-0.5036
0.2531,-0.5018
0.2458,-0.4964
0.2426,-0.487
0.2435,-0.4921
0.2576,-0.5074
0.2433,-0.4984
0.2496,-0.498
0.2439,-0.489
0.2487,-0.501
0.2494,-0.4986
0.2554,-0.4944
0.2588,-0.5015
0.2499,-0.4958
0.2473,-0.498
0.2484,-0.4972
0.25,-0.5038
0.2497,-0.4968
0.2491,-0.5006
0.2591,-0.5078
0.2425,-0.4956
0.2463,-0.4993
0.253,-0.5025
0.2524,-0.4997
0.2535,-0.5089
0.2451,-0.4936
0.2547,-0.5069
