protected,f0
0.0,0.2511
-0.2557,0.5061
0.0,0.2527
-0.2504,0.5021
-0.2563,0.5082
-0.2539,0.498
0.0,0.2538
0.0,0.2527
-0.2554,0.5007
0.0,0.2561
-0.2489,0.4996
0.0,0.2371
0.0,0.246
0.0,0.2471
0.0,0.2412
-0.2517,0.4979
-0.246,0.5042
0.0,0.2482
-0.2533,0.5003
-0.2515,0.4987
-0.2485,0.5098
-0.251,0.5069
-0.2457,0.5026
-0.249,0.5005
-0.2527,0.504
0.0,0.2534
0.0,0.245
0.0,0.2501
-0.2519,0.5117
-0.2454,0.4982
0.0,0.2588
-0.2531,0.5024
-0.2536,0.5027
0.0,0.254
0.2545,0.5058
-0.2428,0.4977
0.0,0.2508
-0.2549,0.5031
0.0,0.254
-0.2574,0.507
0.0,0.2494
-0.2462,0.5053
0.0,0.2481
-0.2563,0.5028
-0.2438,0.4981
-0.2475,0.4941
-0.2565,0.5029
0.0,0.2487
0.0,0.2472
-0.2463,0.5048
0.0,0.2483
-0.2437,0.4972
0.251,0.4951
-0.2499,0.4964
-0.2506,0.506
-0.2457,0.497
-0.2534,0.4991
0.0,0.2458
0.0,0.2446
-0.2539,0.4974
0.0,0.2539
-0.2483,0.4964
-0.2453,0.4908
-0.2463,0.4912
-0.2504,0.5066
0.0,0.2519
-0.2441,0.4937
-0.2502,0.5042
-0.2536,0.5087
-0.2488,0.5003
-0.2525,0.5005
-0.2629,0.5061
-0.244,0.492
-0.2453,0.497
0.0,0.2445
0.0,0.2516
0.0,0.2572
0.0,0.249
0.0,0.2474
-0.2488,0.4999
-0.2447,0.5007
-0.2507,0.4938
-0.2471,0.4969
0.0,0.253
-0.2501,0.5
0.0,0.2457
0.0,0.2457
-0.2521,0.4982
-0.2442,0.492
-0.2522,0.5032
-0.2484,0.497
-0.2504,0.5029
0.0,0.2462
0.0,0.2486
0.0,0.2518
-0.2405,0.4952
0.0,0.2529
-0.2561,0.4975
0.0,0.2513
-0.2546,0.5077
