protected,f0
0.2424,0.4931
0.2502,0.4985
0.252,0.4989
0.2498,0.4954
0.255,0.5088
0.2493,0.5022
0.2513,0.505
0.2538,0.5059
0.2542,0.503
0.2498,0.4974
0.2519,0.4963
0.2508,0.5012
0.2431,0.4999
0.245,0.4981
0.253,0.5018
0.2531,0.5062
0.2495,0.5018
0.2484,0.4976
0.2495,0.4889
0.2472,0.5041
0.2516,0.5013
0.2417,0.4958
0.2519,0.5009
0.2593,0.5012
0.2447,0.5003
0.2507,0.5012
0.2502,0.4974
0.2459,0.4998
0.2543,0.5005
0.247,0.4934
0.2543,0.5023
0.2443,0.4998
0.2513,0.5001
0.2551,0.5025
0.2515,0.4982
0.2437,0.4937
0.2464,0.4961
0.2443,0.5034
0.2483,0.502
0.2489,0.4998
0.2526,0.5001
0.2482,0.5006
0.2461,0.4964
0.2477,0.5001
0.2498,0.504
0.2548,0.5075
0.2591,0.5079
0.2446,0.4962
0.2425,0.4958
0.2548,0.5088
0.2519,0.4972
0.2501,0.5001
0.2495,0.5004
0.2439,0.4917
0.2479,0.494
0.2517,0.5097
0.2589,0.5006
0.2483,0.4966
0.2447,0.4955
-0.2486,0.5007
0.2514,0.4951
-0.2492,0.5005
0.2495,0.5031
0.2515,0.5003
0.26,0.5082
0.2442,0.5025
0.2536,0.4966
0.2571,0.5076
0.2482,0.4909
0.249,0.4901
0.2511,0.5014
0.2498,0.4955
0.2506,0.5022
0.2473,0.4955
0.2549,0.5063
0.2496,0.4941
0.2499,0.501
0.2465,0.497
0.2486,0.5014
0.25,0.5001
0.2427,0.4938
0.2577,0.5146
0.2492,0.4964
0.2536,0.5029
0.2537,0.5102
0.2586,0.5023
0.2487,0.5061
0.2487,0.4983
0.2579,0.5118
0.257,0.5026
0.2538,0.5108
0.2543,0.5038
0.2455,0.4976
0.2495,0.4975
0.2536,0.5051
0.2536,0.4896
0.2469,0.4961
0.2399,0.4955
0.2521,0.4964
0.2501,0.4973
