protected,f0
0.2538,-0.5
0.2506,-0.5005
0.2511,-0.5007
0.2526,-0.5034
0.2542,-0.5101
0.2595,-0.5044
0.252,-0.4995
0.2537,-0.4959
0.2489,-0.4982
0.2482,-0.4994
0.2519,-0.5011
0.2437,-0.4996
0.25,-0.4984
0.2454,-0.5047
0.2528,-0.5004
0.2475,-0.4949
0.2494,-0.4977
0.2483,-0.4877
0.2486,-0.4951
0.2527,-0.4969
0.2431,-0.4952
0.247,-0.4999
0.2507,-0.5048
0.2464,-0.4961
0.241,-0.4898
0.252,-0.5022
0.2462,-0.4954
0.2476,-0.5011
0.2578,-0.5016
0.2532,-0.502
0.2533,-0.5034
0.2495,-0.4938
0.2608,-0.5118
0.253,-0.5035
0.2558,-0.4986
0.2488,-0.5021
0.2508,-0.5022
0.2428,-0.4878
0.2501,-0.5004
0.2526,-0.5022
0.2462,-0.4934
0.2508,-0.4959
0.2472,-0.4995
0.2488,-0.5003
0.2474,-0.4997
0.2517,-0.5023
0.246,-0.4997
0.2484,-0.4998
0.2491,-0.5049
0.2484,-0.5
0.238,-0.4857
0.2462,-0.4926
0.2492,-0.4966
0.2511,-0.4949
0.2544,-0.5034
0.2509,-0.5028
0.2389,-0.4994
0.2518,-0.5074
0.2486,-0.5015
0.2522,-0.5025
0.2552,-0.5066
0.2543,-0.4999
0.2601,-0.5063
0.2543,-0.5024
0.2567,-0.5044
0.2369,-0.4915
0.2533,-0.5064
0.2502,-0.4995
0.2496,-0.5014
0.2536,-0.5035
0.2496,-0.4987
0.2511,-0.5035
0.2528,-0.5048
0.2611,-0.5068
0.2537,-0.506
0.2527,-0.4963
0.2476,-0.5003
0.247,-0.5017
0.2531,-0.4983
0.2458,-0.5008
0.2555,-0.4984
0.2526,-0.506
0.2509,-0.5017
0.2517,-0.4975
0.2461,-0.4973
0.2532,-0.5021
0.2555,-0.5053
0.257,-0.5009
0.2523,-0.5
0.2446,-0.5002
0.2502,-0.4981
0.248,-0.5083
0.2408,-0.4951
0.2517,-0.5067
0.2435,-0.496
0.2506,-0.4995
0.2502,-0.4992
0.2456,-0.4969
0.2539,-0.5067
0.2461,-0.4998
