protected,f0
0.2496,-0.4992
0.2518,-0.51
0.2547,-0.5045
0.2585,-0.507
0.2512,-0.4988
0.2508,-0.4895
0.2525,-0.5085
0.2535,-0.5045
0.2457,-0.5008
0.2539,-0.4986
0.2464,-0.4988
0.2466,-0.4983
0.2436,-0.4933
0.2496,-0.4982
0.2512,-0.5096
0.2518,-0.5012
0.2474,-0.4969
0.2576,-0.5128
0.2446,-0.4963
0.2549,-0.4972
0.2506,-0.493
0.2512,-0.4976
0.2528,-0.5048
0.2513,-0.4993
0.2547,-0.5047
0.2509,-0.5033
0.2544,-0.5039
0.2442,-0.5003
0.2569,-0.5015
0.2466,-0.4961
0.2489,-0.5018
0.2471,-0.4973
0.2543,-0.5005
0.2554,-0.4994
0.2485,-0.504
0.2492,-0.4963
0.2516,-0.4954
0.2489,-0.5003
0.2517,-0.4978
0.2528,-0.5044
0.2538,-0.5053
0.2467,-0.4936
0.249,-0.5042
0.2429,-0.4904
0.2435,-0.5007
0.2494,-0.4921
0.2424,-0.4923
0.254,-0.5025
0.2448,-0.5013
0.2523,-0.4989
0.2552,-0.5082
0.2361,-0.494
0.2507,-0.4989
0.2419,-0.4986
0.2445,-0.4881
0.2413,-0.4872
0.2565,-0.5012
0.2504,-0.4973
0.25,-0.497
0.2477,-0.4959
0.249,-0.4965
0.2482,-0.5006
0.2542,-0.4955
0.242,-0.4913
0.2512,-0.5008
-0.2514,-0.4977
0.2563,-0.5046
0.2471,-0.4983
0.246,-0.498
0.2548,-0.4982
0.2508,-0.5029
0.2529,-0.5043
0.2486,-0.4966
0.2546,-0.5031
0.2432,-0.492
0.2534,-0.5031
0.2495,-0.4998
0.243,-0.494
0.2503,-0.4994
0.2491,-0.499
0.2444,-0.4993
0.2525,-0.4991
0.2476,-0.5041
0.2469,-0.4958
0.2498,-0.5039
0.2505,-0.5078
0.2507,-0.5015
0.2406,-0.4881
0.2401,-0.5035
0.2488,-0.4968
0.2404,-0.4955
0.2471,-0.497
0.2503,-0.496
0.2508,-0.5048
0.2448,-0.4947
0.2499,-0.5019
0.2482,-0.5003
0.2458,-0.4934
0.2492,-0.4922
0.2497,-0.5021
