protected,f0
0.2456,0.4984
0.2517,0.5042
0.2493,0.5069
0.2486,0.4979
0.2512,0.4956
0.2529,0.5013
0.252,0.5016
0.2463,0.493
0.2586,0.5047
0.2482,0.4953
0.2605,0.5063
0.2524,0.4997
0.2524,0.5027
0.2512,0.5033
0.2451,0.494
0.246,0.5027
0.2509,0.5023
0.2491,0.4889
0.2495,0.4975
0.2509,0.5
0.2547,0.5063
0.2493,0.4993
0.2484,0.5072
0.2521,0.4954
0.2494,0.4985
0.2422,0.4933
0.2536,0.4952
0.2476,0.493
0.2518,0.5047
0.2459,0.4931
0.2493,0.5009
0.2517,0.5082
0.2601,0.5106
0.2511,0.4985
0.2532,0.4968
0.2544,0.4964
0.2468,0.5044
0.2539,0.5017
0.2473,0.4996
0.2506,0.5041
0.2533,0.5029
0.253,0.5033
0.2555,0.5025
0.2463,0.4955
0.2529,0.501
0.2425,0.4974
0.2551,0.5096
0.2471,0.4947
0.2524,0.5033
0.2476,0.4944
0.2485,0.5103
0.2423,0.5004
0.2567,0.5023
0.2449,0.5081
0.2464,0.5002
0.2566,0.5038
0.2503,0.4998
0.2486,0.5046
0.2543,0.505
0.2518,0.5008
0.2494,0.499
0.2481,0.4974
0.2475,0.4933
0.2504,0.5052
0.2475,0.4974
0.2546,0.5062
0.2505,0.4993
0.2488,0.5008
0.248,0.5008
0.2508,0.5002
0.2476,0.4967
0.2591,0.5019
0.2479,0.4951
0.253,0.4994
0.2553,0.4993
0.2473,0.4936
0.249,0.4907
0.2487,0.4936
0.2524,0.5018
0.2491,0.4969
0.2573,0.498
0.2526,0.4946
0.249,0.5076
0.2526,0.5081
0.2542,0.5
0.2542,0.4925
0.2494,0.4965
0.2472,0.4892
0.2536,0.5055
0.2546,0.5062
0.2489,0.5011
0.2587,0.5074
0.2546,0.5053
0.2438,0.4927
0.2468,0.5027
0.2495,0.4988
0.2538,0.5028
0.2541,0.4994
0.2565,0.5013
0.2461,0.4901
