protected,f0
0.2502,-0.5013
0.2508,-0.5072
0.2395,-0.494
0.2555,-0.5018
0.2504,-0.5007
0.2527,-0.4975
0.2509,-0.5009
0.2486,-0.4989
0.2543,-0.4949
0.2399,-0.4915
0.2579,-0.4972
0.2507,-0.5037
0.2514,-0.4976
0.254,-0.4981
0.249,-0.4982
0.2445,-0.5023
0.2502,-0.4958
0.2601,-0.5069
0.2525,-0.5041
0.2544,-0.5037
0.2571,-0.5052
0.2513,-0.4988
0.2437,-0.4978
0.2542,-0.5043
0.2565,-0.5009
0.2489,-0.5032
0.254,-0.5097
0.2466,-0.4963
0.2495,-0.4976
0.2476,-0.4987
0.2526,-0.5095
0.2533,-0.4983
0.2487,-0.4912
0.2462,-0.497
0.2499,-0.4962
0.2489,-0.4993
0.2517,-0.5061
0.2577,-0.509
0.255,-0.5076
0.2499,-0.4978
0.2464,-0.4951
0.2421,-0.4965
0.2573,-0.5042
0.2527,-0.4975
0.2567,-0.5087
0.2535,-0.5098
0.2523,-0.5033
0.2479,-0.5013
0.2502,-0.5022
0.2532,-0.4973
0.2413,-0.4954
0.2478,-0.4985
0.2499,-0.4976
0.2411,-0.4983
0.2515,-0.498
0.2419,-0.5011
0.2605,-0.5056
0.2489,-0.5078
0.2546,-0.5008
0.243,-0.498
0.251,-0.4996
0.2535,-0.5056
0.244,-0.4937
0.2462,-0.4977
0.2449,-0.4941
0.2547,-0.5045
0.2447,-0.4997
0.2523,-0.4971
0.2505,-0.4962
0.2461,-0.4998
0.2555,-0.5103
0.2451,-0.4939
0.2507,-0.5045
0.2535,-0.5089
0.245,-0.4989
0.2426,-0.4967
0.2406,-0.4938
0.2526,-0.5039
0.2547,-0.5045
0.2542,-0.5074
0.2529,-0.4997
0.2478,-0.4941
0.2519,-0.5018
0.2471,-0.5002
0.2473,-0.497
0.2526,-0.5043
0.2382,-0.4851
0.2479,-0.4935
0.2479,-0.501
0.253,-0.499
0.256,-0.5067
0.2509,-0.506
0.2418,-0.4975
0.2507,-0.4986
0.248,-0.4987
0.2491,-0.4956
0.2479,-0.4988
0.2535,-0.5015
0.2546,-0.4994
0.2522,-0.503
