protected,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,accuracy,c
0.1229,-0.4032,0.1416,-0.1507,0.1036,-0.1595,-0.158,0.1187,0.1272,-0.178,0.139,-0.1789,0.1382,-0.1581,-0.1946,-0.1718,0.5463,15
0.0927,-0.2377,-0.1557,-0.1459,0.1243,-0.1312,-0.1532,-0.1362,0.1154,0.0831,-0.148,0.0856,0.0813,0.1195,0.0982,-0.1503,0.5572,15
-0.1691,-0.118,-0.1705,0.1303,-0.1765,-0.2099,0.149,0.1064,0.1548,-0.1783,0.1433,0.1581,-0.1689,0.1413,0.1399,0.1546,0.5538,15
0.1492,-0.1732,-0.1594,0.1221,-0.181,-0.1686,-0.1857,0.1482,-0.1803,-0.211,0.1425,0.1582,0.1331,0.1487,-0.1654,0.1373,0.5434,15
-0.2063,-0.0579,-0.2103,0.1989,0.1911,-0.2198,0.1824,0.2107,0.1977,0.1991,-0.232,-0.2385,0.1992,-0.2359,0.2022,-0.2231,0.5516,15
-0.1864,-0.2706,-0.2135,-0.1964,0.1707,0.172,0.1452,0.156,-0.2218,0.1358,0.1683,-0.2073,-0.1891,0.161,0.1625,-0.1811,0.555,15
0.0811,-0.0952,0.0805,0.0889,0.1031,0.1024,-0.149,-0.1144,-0.1232,0.0974,0.0767,0.0915,-0.134,-0.1358,0.0567,0.0791,0.5429,15
0.0905,-0.2162,0.0582,-0.1384,-0.1321,-0.1326,0.0859,0.0688,-0.1107,-0.1451,0.0918,-0.1114,-0.1308,0.0845,0.0844,0.0997,0.556,15
-0.1831,-0.2338,0.0968,-0.1398,0.0992,0.1011,-0.1547,0.0978,0.0917,0.1227,0.1214,-0.155,0.1142,-0.1412,0.1094,0.1221,0.543,15
0.2041,-0.1436,-0.2153,0.2019,-0.2139,-0.2308,0.1849,0.2041,-0.2066,-0.2256,-0.2455,0.2019,0.2003,0.1947,-0.2175,0.1945,0.55,15
0.1696,-0.196,0.1672,0.1658,-0.1835,0.1422,0.1651,-0.1989,0.1722,-0.1867,-0.2045,0.1632,0.1287,-0.2221,-0.17,-0.1914,0.5493,15
0.1154,-0.1814,0.103,0.0673,-0.1204,0.1041,0.094,0.1078,-0.1256,0.0598,0.1045,-0.1189,-0.1709,-0.1442,0.105,-0.1382,0.5562,15
-0.1587,-0.2056,-0.1792,-0.1627,-0.1939,0.1461,0.1375,0.1407,-0.1702,0.1518,0.1464,-0.1734,-0.214,0.1325,-0.1871,-0.1661,0.5582,15
0.168,-0.2849,0.1615,0.1479,-0.1957,-0.185,-0.1845,-0.2044,-0.2362,0.17,-0.1767,0.1405,0.1495,0.1581,-0.1981,-0.1796,0.5493,15
-0.119,-0.0433,0.0938,0.0938,0.082,0.052,-0.1045,0.0986,0.0684,-0.1087,0.0895,-0.1461,0.0804,-0.1081,-0.1227,0.0678,0.5538,15
0.1675,-0.0859,-0.2164,0.1764,-0.2068,-0.1981,-0.2204,0.1951,0.1816,-0.217,-0.2016,-0.2281,-0.2084,0.1921,0.1956,-0.2129,0.5509,15
0.1531,-0.2471,-0.1964,0.1863,0.1813,0.1839,-0.2087,-0.2197,0.1808,-0.2221,0.1821,0.1593,-0.1941,-0.2057,-0.1991,-0.2072,0.5501,15
-0.2131,-0.1211,-0.2379,-0.1931,0.1668,-0.2026,-0.2017,-0.2088,-0.1902,-0.2015,0.177,0.1932,0.188,0.1841,0.1965,0.1862,0.5529,15
0.2051,-0.1572,-0.2128,0.1961,-0.2168,0.2055,-0.2238,-0.2096,-0.2282,0.2033,0.2028,-0.2403,-0.2445,0.2059,0.1919,0.2003,0.5538,15
0.171,-0.1367,0.1496,-0.2098,-0.1813,0.1717,0.1725,0.1563,-0.184,0.1425,0.1459,0.1491,0.1622,-0.1979,-0.1756,-0.2198,0.5473,15
0.0992,-0.0449,0.1061,-0.1222,-0.1227,0.1015,0.1012,0.1044,0.1122,0.113,0.0958,-0.1232,-0.1172,-0.1434,-0.1171,-0.1545,0.551,15
-0.1204,-0.1639,0.0667,0.0733,-0.0958,-0.0853,0.0492,-0.098,0.063,0.0512,0.0459,0.0593,0.0473,0.0712,-0.1079,-0.0917,0.5446,15
-0.1532,-0.2757,0.132,0.0956,-0.153,0.1285,0.1271,-0.1719,-0.1551,0.138,-0.2035,0.1222,0.1363,0.1259,0.1427,-0.175,0.5529,15
-0.2022,-0.3228,-0.2125,0.1745,0.1719,-0.1959,-0.2344,0.1775,0.161,-0.2171,0.1853,0.186,-0.2104,0.1744,0.1884,0.173,0.5565,15
0.1732,-0.0145,-0.1916,-0.1915,0.1593,0.1772,0.1532,-0.2028,-0.199,0.186,0.1788,0.1561,-0.1826,0.1473,-0.1882,-0.1995,0.5499,15
0.1277,-0.2237,-0.1824,-0.1729,-0.2062,0.1223,0.1537,0.1679,-0.1832,-0.161,0.1434,-0.2071,-0.1757,0.1478,0.16,-0.1876,0.5494,15
0.1528,-0.0932,-0.1855,-0.1913,-0.1744,0.1521,-0.1832,-0.1747,0.1492,0.1433,0.1424,-0.1786,-0.2071,0.128,-0.1973,-0.1721,0.5409,15
0.1208,-0.0834,-0.1626,0.1138,0.1205,0.1177,-0.146,-0.1446,0.0987,0.1104,0.1024,-0.1785,-0.1494,0.1136,0.0844,0.1251,0.5491,15
0.102,-0.1759,0.1222,-0.134,0.1072,-0.1457,-0.1341,0.1147,0.1017,0.1171,-0.1317,0.0754,0.0994,-0.1499,-0.1935,-0.1406,0.5421,15
-0.1378,-0.3298,-0.1615,-0.1342,-0.1444,-0.1395,0.0974,-0.1277,-0.1305,-0.1704,0.0572,0.1235,-0.1424,0.0992,0.1109,0.1207,0.5491,15
-0.1581,-0.2095,-0.1774,-0.2157,0.1391,-0.1726,0.126,-0.1633,-0.1685,-0.1609,0.139,0.1446,-0.1674,0.1187,-0.1869,0.133,0.5478,15
-0.1476,-0.1019,0.111,0.1371,0.107,0.1393,0.1432,-0.1859,-0.1557,-0.1487,-0.1709,0.1358,0.122,-0.1703,0.0939,0.1415,0.5526,15
0.2011,-0.1962,-0.2196,0.1899,-0.2272,-0.2413,-0.2195,0.2162,-0.2284,-0.2365,0.2081,-0.2184,-0.2339,0.2123,0.2129,-0.2187,0.5604,15
0.1824,-0.0385,-0.2106,-0.2416,-0.223,0.2035,0.194,-0.2147,0.1945,-0.2068,0.1934,0.1585,0.186,0.1836,0.2013,0.1948,0.5524,15
-0.2123,-0.1349,-0.2449,0.1944,0.1845,-0.2099,-0.2235,0.1831,0.1989,-0.2081,-0.2099,0.1956,0.1896,0.1612,-0.2233,-0.2035,0.5486,15
0.1346,-0.2025,0.1257,0.1305,-0.1762,0.1503,0.1501,-0.1817,0.1391,-0.1829,0.139,-0.1627,0.1547,-0.2146,0.1123,-0.1557,0.5417,15
-0.1667,-0.4462,0.1262,0.1175,-0.1582,0.1147,0.1029,-0.1516,-0.1476,-0.1714,-0.1649,0.1164,0.125,-0.1674,-0.1729,-0.1291,0.5558,15
-0.1165,-0.1611,-0.1157,-0.1306,-0.1172,0.1013,-0.1347,-0.1147,0.0296,0.1143,0.0974,-0.1135,-0.1166,0.1027,-0.1164,0.0941,0.5458,15
-0.1898,-0.3325,0.1059,-0.1752,0.1526,-0.1755,-0.1925,-0.1792,-0.1798,-0.1783,0.156,-0.1754,-0.2173,0.1514,-0.1768,-0.173,0.5434,15
-0.1464,-0.0929,0.1137,0.1157,0.1103,-0.1631,-0.1589,-0.173,0.1312,0.1259,0.1223,-0.1556,0.1259,-0.1702,0.1211,-0.1818,0.5468,15
0.0818,-0.2593,-0.1457,0.1418,-0.1723,0.1167,-0.1463,-0.1763,-0.1691,-0.168,0.1249,0.1375,0.1334,-0.1695,-0.1505,0.1126,0.5381,15
-0.1836,-0.2764,0.1339,-0.1841,-0.1842,-0.2096,-0.1759,0.1764,-0.1958,-0.2224,-0.1975,0.1588,-0.1941,-0.204,0.1811,0.1468,0.5493,15
0.14,-0.1325,0.1566,0.1366,0.149,-0.2233,-0.1756,-0.1759,-0.167,-0.1699,-0.1947,0.1339,0.1588,0.145,-0.1783,-0.1764,0.553,15
0.125,-0.1053,-0.1481,0.1143,0.1309,-0.142,0.0862,0.1155,-0.1586,0.1307,0.0723,0.1184,-0.1408,-0.1667,0.0996,-0.1343,0.5575,15
-0.1247,-0.071,-0.1333,0.0852,0.1276,0.1127,0.0909,0.1269,0.1256,0.1213,-0.1383,0.0819,-0.1388,0.123,-0.1663,0.0635,0.5522,15
-0.1414,-0.2316,0.095,0.0575,0.0801,-0.1322,-0.1136,0.0751,0.0967,-0.1166,0.0851,-0.1271,0.0709,-0.1433,-0.1195,-0.1163,0.5548,15
-0.2044,-0.2848,-0.178,-0.1996,0.1398,0.1664,-0.1938,-0.1785,0.1469,-0.163,0.1565,0.1498,-0.1903,-0.1771,-0.1946,0.1243,0.5416,15
-0.1304,-0.343,-0.1424,0.0975,-0.1483,0.0913,0.0856,0.0888,-0.1339,-0.1603,0.1149,0.1119,-0.1598,-0.1225,-0.1715,-0.13,0.5474,15
-0.2304,-0.2003,0.1699,0.1931,-0.2302,-0.2256,0.1804,0.1822,0.1917,-0.2004,0.1925,-0.213,0.1802,0.1981,-0.2152,-0.1972,0.5553,15
0.1542,-0.3401,0.1821,-0.2052,-0.1938,-0.2091,-0.2326,0.1823,0.17,-0.1898,0.1818,-0.1951,0.1719,-0.2231,-0.2196,-0.2036,0.5539,15
0.1544,-0.192,0.124,-0.2178,-0.1809,0.1376,0.1545,0.1431,-0.1674,-0.208,0.1465,-0.1773,-0.1584,-0.1621,-0.1791,0.1615,0.5479,15
0.1773,-0.2352,-0.202,-0.2001,0.1603,-0.2473,-0.1958,-0.2249,0.1799,0.178,-0.2107,0.1923,0.1863,-0.2055,0.181,0.1846,0.546,15
0.0851,-0.0386,-0.1651,0.0531,-0.1357,0.1111,-0.1434,0.1203,0.1115,0.117,0.1193,-0.128,0.1105,-0.1359,0.1289,0.1115,0.5582,15
0.1546,-0.0578,0.1249,-0.1515,-0.2013,-0.1585,0.1311,0.1293,0.1428,-0.2004,-0.1655,0.1428,-0.1607,0.1232,-0.1692,-0.1603,0.5553,15
0.1403,-0.2242,-0.1786,0.141,-0.2015,-0.1647,0.1025,-0.1801,0.1377,0.1348,-0.1785,-0.1579,-0.1524,0.1509,0.1356,0.1235,0.555,15
-0.0703,-0.2732,-0.0907,0.0397,0.059,-0.0839,-0.0831,0.0426,0.0375,-0.0964,0.061,-0.0818,-0.0949,0.0636,0.0342,0.0422,0.5397,15
0.1183,-0.1759,0.1231,0.0882,-0.1479,-0.1488,0.1145,-0.1427,-0.1838,0.1044,-0.132,0.1233,-0.1539,0.1039,-0.1713,0.1244,0.5593,15
-0.2173,-0.1233,-0.2059,0.1808,0.1956,-0.2189,-0.221,0.1504,-0.219,-0.2006,0.1729,-0.2012,-0.2062,-0.2119,0.1772,0.1804,0.5462,15
-0.1793,-0.2119,-0.1855,-0.1995,0.1563,-0.1677,-0.1959,0.1265,0.1666,-0.1624,0.1319,0.146,0.1363,-0.2045,-0.1835,0.1482,0.5504,15
0.1638,-0.34,0.1613,-0.1813,-0.1807,0.1585,-0.2012,-0.1962,-0.1853,-0.1759,-0.1775,-0.1997,-0.2181,-0.1806,0.1197,0.1687,0.5485,15
0.1591,-0.1073,-0.2158,0.155,-0.184,-0.1811,-0.201,-0.1786,0.1697,0.1575,0.1632,-0.1902,-0.1728,0.1375,0.1561,-0.1849,0.5446,15
0.109,-0.0214,-0.1311,0.0872,0.1245,0.122,-0.139,-0.1605,0.1246,0.0909,0.126,0.1151,-0.1456,0.0973,-0.1517,0.0995,0.5495,15
0.1781,-0.1815,0.1485,0.173,0.1702,-0.177,-0.231,-0.2188,0.1766,0.1692,0.17,-0.2063,-0.2016,0.1646,0.155,0.1801,0.5533,15
-0.2108,-0.348,-0.1901,-0.2114,-0.192,-0.2034,0.1693,0.1438,-0.1908,-0.1878,0.1697,0.146,0.1487,0.1738,-0.1963,-0.2169,0.5479,15
0.0745,-0.1232,-0.1375,0.1144,-0.1234,0.1207,-0.1461,0.0975,0.1093,0.1211,-0.1356,0.1223,0.1187,-0.1541,-0.1534,0.0579,0.5448,15
-0.1696,-0.1941,0.1435,-0.1734,-0.195,-0.1914,0.1563,0.155,0.149,0.1394,0.1359,-0.1824,-0.2249,-0.1681,-0.1731,0.1647,0.5443,15
-0.1938,-0.2794,0.1835,-0.2046,-0.1935,-0.2065,0.1764,-0.2078,0.1316,-0.2132,0.1728,-0.2064,0.1634,-0.2023,0.1852,-0.2182,0.5437,15
-0.1987,-0.1886,0.162,-0.2199,0.168,-0.1986,-0.2109,0.1855,0.1864,0.1795,-0.193,-0.2115,-0.2075,-0.2212,0.1711,0.1558,0.5526,15
-0.2167,-0.1694,-0.2028,0.1904,0.2039,0.1909,0.1994,-0.216,-0.2202,-0.2444,-0.2148,-0.2041,-0.2171,0.1923,0.1979,-0.2269,0.5475,15
0.2161,-0.2035,-0.2524,0.2205,-0.2328,0.2218,0.2202,0.2132,-0.2246,-0.2336,0.2163,-0.2287,-0.2398,0.2007,-0.2412,-0.242,0.5568,15
0.1832,-0.0662,0.1791,0.1793,0.1792,0.1848,-0.2054,-0.2253,0.1888,0.1914,-0.199,-0.2056,-0.2035,-0.2105,-0.2073,-0.1981,0.5497,15
0.1116,-0.3929,0.12,-0.1352,0.0885,-0.1619,0.1314,-0.159,-0.1595,-0.1738,0.1327,0.115,-0.1679,0.1153,-0.1589,0.1113,0.5516,15
-0.1698,-0.3242,0.1205,0.114,-0.1397,0.1009,-0.1295,0.1078,0.1078,0.1246,0.1079,-0.1462,-0.1435,0.1267,-0.1716,0.0717,0.5594,15
0.1561,-0.2455,-0.2028,-0.1971,-0.2166,0.1628,-0.1889,-0.2045,-0.1909,0.156,0.1592,0.1602,-0.21,0.1576,0.1436,-0.1774,0.5577,15
-0.1751,-0.1909,0.1402,0.1361,0.1047,-0.1563,-0.1613,0.1147,0.1421,-0.1614,-0.1645,-0.164,0.1474,-0.1592,-0.1499,-0.2047,0.5507,15
-0.1318,-0.1857,-0.1535,0.0922,-0.1391,-0.1321,0.1177,-0.196,-0.147,-0.1352,0.1216,0.0876,-0.1424,0.1216,-0.1527,0.1057,0.546,15
0.1806,-0.3874,0.1871,-0.2345,-0.213,-0.2261,0.1671,0.1849,0.1796,0.1889,-0.2174,0.1934,-0.228,-0.2197,-0.1936,0.1858,0.5442,15
0.1106,-0.2156,-0.1557,0.1202,0.059,0.1247,-0.1488,0.117,-0.1295,-0.16,0.1217,0.1215,-0.1495,0.1229,-0.1328,0.0831,0.5476,15
0.0508,-0.4367,0.0773,-0.0789,0.0738,-0.1197,-0.1079,-0.099,-0.0934,-0.092,0.0718,-0.0834,0.0598,0.0471,0.0445,-0.1065,0.5486,15
0.1962,-0.0999,0.177,0.1793,0.1809,-0.2145,-0.2013,-0.1978,0.1844,-0.2184,-0.1982,-0.1962,-0.2042,-0.2082,-0.2141,0.1917,0.5459,15
-0.1746,-0.113,-0.1847,0.1018,0.1316,0.1175,0.1361,0.1377,-0.151,0.1234,-0.1827,0.1174,0.1206,0.1276,-0.1466,0.1114,0.5539,15
-0.1801,-0.3536,0.1634,0.1453,0.1509,-0.1876,-0.2064,-0.1996,-0.1776,-0.1888,-0.1703,-0.1817,-0.196,0.1253,-0.1936,0.1673,0.5427,15
0.0778,-0.0041,0.0628,0.0418,-0.0901,0.0705,-0.0875,0.0615,-0.0793,-0.1058,0.0673,0.0298,0.0569,-0.084,-0.0795,0.0723,0.5463,15
-0.1868,-0.1115,0.1799,0.1728,0.1651,0.1735,-0.1813,0.1567,-0.2318,-0.193,0.1602,0.1683,0.1704,0.165,-0.2009,-0.2068,0.5509,15
