protected,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,accuracy,c
0.2474,0.0644,-0.219,0.2274,-0.2116,0.2359,-0.1967,-0.2005,-0.2041,-0.2096,0.2373,0.5968,10
0.2297,0.2016,0.2493,0.2472,-0.2366,-0.2337,0.2457,-0.2345,0.2426,-0.2386,0.2462,0.5985,10
0.2469,0.1226,-0.2158,-0.2283,-0.2235,0.2381,0.2465,0.2387,0.2344,0.2401,-0.2219,0.5955,10
0.2216,0.2749,0.222,0.219,-0.1982,0.2098,-0.173,0.2469,-0.2026,0.2235,-0.1979,0.5949,10
0.2372,0.078,0.26,0.2586,-0.2289,-0.2327,0.2441,0.2541,0.2441,-0.2456,0.2528,0.6084,10
0.1845,0.2032,-0.1412,-0.1544,-0.1293,0.1609,-0.1273,-0.098,0.1683,0.1733,0.2108,0.6055,10
0.2241,0.301,-0.1618,-0.1676,0.1752,0.2093,0.178,-0.1702,-0.1254,-0.1599,0.2081,0.6013,10
0.2404,0.0233,0.2466,-0.2257,0.2378,-0.2218,-0.2191,0.2437,-0.2317,0.2411,-0.2308,0.5953,10
0.1949,0.1463,0.2101,0.2059,-0.1966,0.2061,-0.1482,0.1944,-0.1775,0.2416,0.2146,0.5995,10
-0.1915,0.0371,0.2289,0.2213,0.2469,-0.2139,0.2237,0.2242,-0.2109,-0.1992,-0.2151,0.591,10
-0.0632,0.0717,-0.1375,-0.145,-0.1455,0.1901,-0.131,0.1597,-0.127,-0.1311,0.1501,0.6015,10
0.2547,0.23,0.2507,0.2506,0.2475,-0.2489,0.2515,-0.2423,-0.2468,0.2466,0.2569,0.5957,10
0.2459,0.1198,-0.2342,-0.2314,0.2524,0.2393,0.2471,0.2592,-0.2236,-0.2232,0.2403,0.6016,10
-0.1394,0.0839,-0.1218,-0.0881,0.1542,-0.1256,-0.0877,0.1552,-0.1137,0.1986,-0.132,0.6147,10
0.165,0.1705,-0.149,0.1692,-0.1354,-0.1265,-0.1469,0.2411,-0.1475,0.1847,0.1765,0.6003,10
-0.1591,0.1442,-0.189,-0.1925,0.2097,0.2063,0.2157,0.202,0.2362,0.231,-0.176,0.5968,10
-0.2034,0.2507,0.2393,0.2471,0.2321,-0.2155,0.2428,0.2165,-0.2239,-0.2199,0.2251,0.6083,10
0.2275,0.0305,-0.1701,-0.1615,-0.1599,0.2135,0.2047,-0.1689,0.2102,-0.1913,-0.174,0.6014,10
0.2358,0.4114,-0.1977,-0.1911,0.2286,0.2449,0.2257,0.2174,0.2058,0.2102,-0.1855,0.6066,10
-0.2185,0.1158,0.2331,0.2507,0.229,-0.2277,-0.2137,-0.2029,0.2391,0.24,0.2355,0.5972,10
0.2535,0.2217,0.242,0.2459,0.2423,-0.2263,0.2381,-0.2355,0.2507,0.2423,0.2462,0.5945,10
-0.1697,0.1306,-0.1635,0.2052,0.2325,0.2004,0.2042,-0.1744,0.226,0.2054,-0.1825,0.5968,10
0.178,0.3703,0.2059,0.1787,0.1907,-0.1179,0.1895,0.1922,0.1864,0.1959,-0.1314,0.595,10
0.154,0.3522,0.2281,0.1826,0.1533,0.1896,0.1605,-0.1458,-0.1229,-0.1164,0.1624,0.6086,10
0.2308,0.3445,-0.1571,-0.106,-0.1471,0.1601,0.1677,0.1779,0.1703,0.1648,0.1796,0.6034,10
-0.1968,0.0037,-0.2102,-0.2024,0.239,-0.1996,-0.2051,-0.2041,-0.18,0.2289,-0.1952,0.6066,10
0.2335,0.1708,-0.2238,0.2355,0.2344,0.2291,-0.2079,0.2512,-0.2195,0.2325,0.2516,0.6103,10
-0.2109,0.1122,0.2516,0.2279,0.2465,-0.2202,-0.207,-0.2016,0.229,0.2285,0.224,0.6011,10
0.2102,0.2502,0.2275,-0.1633,-0.1686,0.1786,-0.126,-0.1391,0.192,0.1734,-0.1464,0.5987,10
0.1935,0.1593,0.2276,0.211,-0.1557,-0.1586,0.1959,-0.1821,0.22,0.1962,-0.1579,0.6012,10
-0.1116,0.1336,-0.136,-0.1456,-0.0998,0.1805,-0.1416,0.1519,-0.137,0.2123,-0.1353,0.5975,10
0.2369,0.3458,0.2437,0.2448,-0.2317,0.2458,0.2541,0.2401,-0.2381,0.2459,0.2426,0.5968,10
-0.1064,0.2699,0.1611,-0.0703,-0.0684,0.1107,0.1567,-0.0977,-0.0785,-0.1027,0.121,0.6091,10
0.2103,0.1507,0.2071,0.1886,-0.1075,-0.1646,-0.1573,-0.1691,0.2016,-0.1768,0.1902,0.5964,10
0.1534,0.1289,-0.132,0.2188,-0.1051,-0.1154,0.1579,-0.1169,-0.1218,-0.1276,0.1602,0.5936,10
0.237,0.0499,0.2424,0.241,-0.2274,-0.2248,0.2523,-0.2249,0.2558,-0.2192,-0.2305,0.5999,10
0.2473,0.3588,0.2024,-0.1829,0.1969,-0.18,0.2,-0.1857,-0.1798,0.2401,-0.1741,0.6013,10
0.229,0.0096,0.2445,-0.2193,-0.2297,-0.2235,-0.2115,-0.2181,0.2302,0.2363,0.2408,0.604,10
-0.1531,0.1459,-0.1464,0.1969,-0.1713,0.1942,-0.1401,-0.1441,0.1816,0.2211,0.2127,0.5989,10
0.16,0.3417,-0.1211,-0.1124,0.1951,0.1429,0.1873,0.1467,0.1502,0.1443,-0.0871,0.5945,10
0.1853,0.0586,-0.1552,0.2212,0.2144,-0.1676,0.183,-0.1692,-0.1766,-0.1687,-0.1215,0.5934,10
0.2452,0.1742,-0.2398,-0.2375,-0.2311,0.2484,0.2497,0.2458,-0.2383,0.244,0.2381,0.6007,10
-0.215,0.0008,-0.1943,0.2325,0.2287,-0.2021,-0.2079,-0.1881,-0.2081,0.2383,-0.2149,0.6019,10
0.1689,0.0434,-0.1434,-0.1534,-0.0896,0.1893,0.1608,0.1613,-0.1251,-0.0941,0.1655,0.6043,10
-0.1919,0.044,-0.2175,-0.1981,-0.2125,0.2331,0.2216,-0.208,-0.214,0.2272,0.2501,0.5907,10
-0.248,0.0,0.2454,-0.2432,0.2506,-0.2434,-0.2422,0.2524,0.2417,0.2482,-0.2468,0.5983,10
0.2038,0.0898,-0.187,0.209,-0.161,0.2264,-0.1748,0.2372,-0.1883,-0.1915,-0.1719,0.5951,10
-0.1399,0.1896,0.1393,0.1467,-0.0866,0.1648,0.1662,-0.1107,0.154,-0.0917,0.1858,0.6053,10
0.2119,0.1978,-0.1814,-0.1765,0.2124,0.2284,0.2376,0.2219,-0.19,-0.192,-0.172,0.5957,10
0.2443,0.2411,-0.2331,-0.2408,0.2398,0.2441,0.2445,0.2482,0.2537,-0.232,0.2464,0.6079,10
0.2477,0.1551,-0.1898,-0.1593,0.1939,0.192,-0.1675,-0.1751,0.2119,-0.1846,0.2081,0.6008,10
0.217,0.3417,0.2276,0.214,0.2483,0.2409,0.228,-0.1886,-0.1926,0.2118,0.2158,0.6001,10
0.2362,0.2237,-0.2076,0.25,0.2404,0.2422,0.2387,-0.2259,0.232,0.2349,0.2358,0.6017,10
0.2206,0.3422,0.2386,0.2262,0.2466,0.2127,-0.1888,-0.1988,0.2154,0.2184,-0.2081,0.6027,10
-0.2434,0.0,0.2469,0.2412,-0.2472,-0.2374,-0.2428,-0.2503,0.2397,0.2464,-0.2483,0.5875,10
0.2329,0.3295,-0.2117,-0.2033,0.214,0.2127,0.2521,0.2234,-0.2003,-0.1981,0.258,0.5851,10
-0.2238,0.0215,-0.204,-0.2229,-0.2157,0.2487,-0.2157,-0.2153,0.2515,-0.2096,0.2238,0.5961,10
0.2478,0.1277,0.2413,-0.238,0.248,-0.2412,-0.2375,0.2469,0.2511,0.2521,-0.2399,0.6002,10
-0.2479,0.004,-0.2499,-0.2469,0.2536,0.2492,0.2492,0.2501,0.2453,-0.2499,0.2573,0.5961,10
0.2155,0.3648,-0.1804,0.2147,-0.1807,0.2136,0.2273,0.2103,0.217,0.2334,0.2243,0.5989,10
-0.2383,0.0556,0.251,0.2455,-0.231,0.2446,0.2456,-0.2374,-0.2385,0.2552,-0.2283,0.5966,10
0.2173,0.0065,-0.1779,0.2151,0.2361,0.2154,-0.1914,-0.1988,-0.1835,-0.1966,-0.2,0.6,10
-0.1866,0.4338,-0.1793,0.2037,0.2421,0.2045,-0.1791,0.2022,0.2392,-0.1803,0.1899,0.5928,10
-0.1435,0.18,-0.1571,0.1967,-0.159,-0.1269,0.1852,0.1867,0.2265,-0.1343,0.1753,0.5997,10
0.2299,0.0693,-0.2167,0.2258,-0.1853,0.2248,-0.1952,0.2145,-0.208,0.2529,0.2235,0.6123,10
-0.1552,0.1982,-0.1777,-0.178,0.2166,0.1939,0.1884,0.1932,0.2304,0.2123,-0.1441,0.5951,10
