p,lower,upper,pval,corr,protected_corr,protected_conf
0.9,-0.0217,0.0337,0.672,0.786977561292,0.00392248803713,0.694909499617
0.85,-0.0301,0.0253,0.865,0.693794261259,-0.00181683055909,0.855849171145
0.95,-0.0217,0.0337,0.671,0.90220278345,-0.00459762216058,0.645726421014
0.8,-0.0193,0.0361,0.552,0.611792541753,-0.00627388935062,0.530451671718
0.95,-0.0080,0.0474,0.163,0.911168909429,0.00477465250667,0.633071415691
0.9,-0.0279,0.0275,0.989,0.805019639853,-0.00834767348183,0.403899292232
0.85,-0.0393,0.0161,0.412,0.701800014036,-0.00839786220772,0.401078831192
0.95,-0.0218,0.0336,0.675,0.900405721873,-0.0058575523144,0.558085850363
0.8,-0.0420,0.0134,0.311,0.600798522823,-0.00680001360004,0.496552448083
0.75,-0.0129,0.0505,0.299,0.496684948424,-0.00622686341825,0.533537856025
0.95,-0.0189,0.0366,0.531,0.9008001129,-0.00233162728657,0.815657432837
0.85,-0.0411,0.0143,0.343,0.699767732354,-0.0096950301166,0.332343359567
0.8,-0.0273,0.0281,0.977,0.595620782314,0.00580681970877,0.561500448512
0.95,-0.0293,0.0262,0.913,0.898595466937,0.00964398009177,0.334895603651
0.9,-0.0261,0.0293,0.908,0.805603098305,-0.00198243504945,0.842873786848
0.75,-0.0301,0.0253,0.865,0.503228818121,0.00378932204889,0.7047723755
0.95,-0.0318,0.0237,0.775,0.894601279607,-0.00257343619989,0.796938025157
0.85,-0.0233,0.0321,0.756,0.704622393761,-0.00669113372831,0.503471737219
0.8,-0.0301,0.0253,0.866,0.598051813229,-0.00507823584714,0.611619296414
0.9,-0.0369,0.0186,0.517,0.799999704029,-0.00843328909351,0.399095081287
0.75,-0.0393,0.0161,0.413,0.504419770514,-0.0015962123228,0.873195091725
0.95,-0.0364,0.0190,0.539,0.900414503234,-0.00528221090499,0.597389161723
0.8,-0.0196,0.0358,0.566,0.603582581996,0.00803228740993,0.421893076967
0.95,-0.0399,0.0155,0.389,0.894215929298,-0.00103874298531,0.917279386143
0.85,-0.0252,0.0382,0.96,0.709390466004,0.00223663679225,0.823040549595
0.9,-0.0193,0.0361,0.553,0.805203036065,0.00320000640002,0.748997548881
0.75,-0.0241,0.0313,0.798,0.493589847481,0.0057237394717,0.567113951506
0.95,-0.0423,0.0131,0.302,0.900750307217,-0.000890741470881,0.929031818497
0.8,-0.0332,0.0222,0.696,0.59498425204,0.00167253455044,0.867186984061
0.85,-0.0288,0.0267,0.942,0.705010869091,0.00384621085099,0.700552743899
0.9,-0.0208,0.0346,0.626,0.796017498537,0.00599208523096,0.549080199198
0.95,-0.0381,0.0174,0.464,0.901220485578,0.00111032083157,0.911601884646
0.75,-0.0384,0.0170,0.449,0.498363065273,-0.00614543435511,0.538903196149
0.85,-0.0305,0.0249,0.843,0.696576354354,0.00544599745774,0.586072885517
0.95,-0.0384,0.0170,0.448,0.900998098225,-0.00416060878132,0.677402197011
0.9,-0.0307,0.0248,0.834,0.79879999808,-0.0081810993311,0.413344995525
0.8,-0.0337,0.0218,0.674,0.598096649564,-0.00922269417863,0.356437959394
0.75,-0.0258,0.0296,0.891,0.504996531352,-0.00390536466435,0.696174887559
0.95,-0.0213,0.0342,0.648,0.892804691225,0.00259695920845,0.795123045291
0.85,-0.0170,0.0385,0.447,0.698777505226,0.00489838083453,0.624289734575
0.8,-0.0239,0.0316,0.786,0.604075496115,0.00643657744216,0.519845261798
0.95,-0.0221,0.0333,0.693,0.90660243671,0.00261062020145,0.794069503259
0.75,-0.0249,0.0305,0.841,0.509429525828,0.00695094932631,0.487045001342
0.9,-0.0218,0.0337,0.674,0.807375917139,-0.00403494490357,0.686620378432
0.95,-0.0381,0.0173,0.462,0.901798647185,-0.00165481068363,0.868581541383
0.85,-0.0187,0.0368,0.523,0.693799914167,-0.00411215578791,0.680950881771
0.8,-0.0084,0.0470,0.172,0.592594502502,0.00522412456573,0.60142616424
0.9,-0.0479,0.0075,0.152,0.801724511167,-0.00667382444725,0.504576408713
0.95,-0.0604,0.0030,0.0846,0.902026113629,-0.00749256803671,0.453752545273
0.75,-0.0008,0.0546,0.0573,0.501398199851,0.00792821623975,0.427932249656
0.85,-0.0453,0.0101,0.214,0.692787050775,-0.00519547898403,0.60342155475
0.8,-0.0236,0.0318,0.773,0.591006939984,0.00700157111165,0.48387849019
0.9,-0.0305,0.0250,0.846,0.802846312607,-0.00563822842544,0.572919627686
0.75,-0.0428,0.0206,0.462,0.502184201519,-0.00275645451563,0.782846462551
0.85,-0.0311,0.0243,0.81,0.695401756767,0.00450888465787,0.652108911313
0.8,-0.0213,0.0341,0.65,0.604022148421,-0.000558984293515,0.955428285277
0.9,-0.0450,0.0105,0.222,0.795996909852,-0.00509839466502,0.610206267503
0.75,-0.0406,0.0149,0.363,0.500199132626,-0.00102752259519,0.918169769178
0.85,-0.0185,0.0369,0.516,0.701287609416,0.000986099426255,0.92145774418
0.8,-0.0165,0.0389,0.427,0.591434235568,0.00797344213069,0.425301665385
0.9,-0.0227,0.0327,0.723,0.805171617971,-0.00991054066642,0.321707792777
0.75,-0.0171,0.0383,0.455,0.524441238136,0.0042185884184,0.673165178241
0.85,-0.0246,0.0309,0.824,0.698691688339,0.00500005290084,0.617113163968
0.8,-0.0381,0.0253,0.651,0.595418860164,0.00460796101089,0.644984475911
0.9,-0.0325,0.0229,0.734,0.79959884425,-0.00818248760453,0.413265735919
0.75,-0.0354,0.0200,0.586,0.486723599685,-0.00464392728589,0.642406190349
0.85,-0.0300,0.0254,0.87,0.697799337027,-0.00559745432948,0.575697832488
0.8,-0.0230,0.0325,0.738,0.598565275575,0.00738713781497,0.460130782663
0.9,-0.0332,0.0223,0.7,0.803807870218,0.00768930257543,0.441985033958
0.75,-0.0340,0.0214,0.657,0.496568595812,-0.00410187139306,0.681705020759
0.85,-0.0389,0.0165,0.427,0.688802319845,-0.00175520024221,0.860688170785
0.8,-0.0398,0.0156,0.391,0.600092405344,-0.00643927637478,0.519670232344
0.9,-0.0190,0.0364,0.538,0.794216993446,0.00641868448131,0.521006413097
0.75,-0.0325,0.0229,0.733,0.50723492835,-0.00167317256889,0.867136790881
0.85,-0.0073,0.0481,0.148,0.700803164935,-0.00321753727218,0.747669114463
0.9,-0.0225,0.0330,0.711,0.80601965096,0.0053379331938,0.593528077941
0.8,-0.0425,0.0130,0.297,0.594448952239,-0.00742944017139,0.457565600477
0.75,-0.0261,0.0293,0.911,0.50525025697,0.00606864312438,0.54398760594
0.85,-0.0257,0.0297,0.887,0.703208231656,0.00120865131298,0.903809793407
0.9,-0.0504,0.0130,0.373,0.808568241135,-0.00693230461261,0.488214085613
0.75,-0.0149,0.0405,0.366,0.501227439607,-0.0094613400576,0.344129763457
0.8,-0.0341,0.0213,0.65,0.596852928043,0.00110504370866,0.912020311674
0.85,-0.0178,0.0376,0.483,0.69265112587,-0.00368355359335,0.712641678154
0.9,-0.0293,0.0261,0.909,0.790571955375,0.00414121742818,0.678821561152
0.8,-0.0248,0.0306,0.837,0.587274778545,0.00161695963391,0.871561118562
0.75,-0.0526,0.0029,0.0787,0.495420225065,-0.00579039006387,0.562608420285
0.85,-0.0185,0.0369,0.515,0.707195511482,0.00523045842611,0.600985363202
0.9,-0.0358,0.0196,0.566,0.803797033791,-0.00443441161258,0.657485180908
0.8,-0.0170,0.0385,0.447,0.590901850514,0.0032917430971,0.742054366897
0.85,-0.0304,0.0251,0.852,0.703578439021,-0.000168220538851,0.986580253472
0.9,-0.0513,0.0041,0.0951,0.799988983385,-0.00861064462696,0.389253033479
0.8,-0.0285,0.0269,0.955,0.594161958183,-0.00856248995351,0.391910583524
0.75,-0.0437,0.0117,0.259,0.497452081081,0.000234728192015,0.981275459967
0.85,-0.0141,0.0413,0.335,0.709878619904,-0.00961457883452,0.336371233323
0.9,-0.0257,0.0298,0.886,0.801397861958,-0.00566648821202,0.570997844087
0.8,-0.0024,0.0530,0.073,0.613004116313,0.00780888136867,0.434918708389
0.75,-0.0389,0.0165,0.428,0.501250482118,0.00280485138532,0.779131799645
0.85,-0.0183,0.0371,0.506,0.703674027494,0.00277282642922,0.781589290654
0.9,-0.0180,0.0374,0.492,0.796992007101,0.00579763189536,0.562119920293
0.8,-0.0303,0.0252,0.856,0.61742796858,-0.00365302060748,0.714919114988
0.75,-0.0041,0.0513,0.0954,0.51351906383,0.00601051568026,0.547852068381
0.9,-0.0253,0.0301,0.866,0.798404863254,-0.00201211638124,0.840552599452
0.85,-0.0217,0.0337,0.672,0.698418174136,0.00498777027908,0.61797821779
0.8,-0.0372,0.0182,0.502,0.607792442847,-0.00134671964544,0.892884503116
0.75,-0.0305,0.0249,0.843,0.48558340661,-0.00326635908638,0.743973508706
0.9,-0.0427,0.0127,0.29,0.809609923241,0.00448620788805,0.653744068983
0.85,-0.0313,0.0241,0.798,0.704391343309,0.00294561066924,0.768356851861
0.8,-0.0307,0.0327,0.942,0.613813967935,0.0042184776424,0.673173263668
0.75,-0.0437,0.0117,0.259,0.507800694524,-0.00599890399566,0.548625665971
0.9,-0.0297,0.0257,0.886,0.797815117603,-0.0027648049332,0.782205176862
0.85,-0.0299,0.0256,0.879,0.690015146796,0.00307705562148,0.758335104785
0.8,-0.0554,-0.0000,0.0498,0.597185562569,-0.00883393717365,0.377073922829
0.75,-0.0239,0.0316,0.785,0.498962091431,0.00472207248193,0.636819118352
0.9,-0.0205,0.0349,0.611,0.804467278606,-0.00641437364988,0.521286360989
0.85,-0.0273,0.0281,0.978,0.699002796066,-0.00199246080134,0.842089583104
0.8,-0.0376,0.0178,0.483,0.607823149446,0.00243464343622,0.807668998831
0.75,-0.0385,0.0169,0.446,0.500549066017,-0.0046369912688,0.642903073109
0.9,-0.0239,0.0395,0.58,0.804766355215,0.00355181738998,0.72248586611
0.85,-0.0445,0.0109,0.235,0.71059486957,-0.00334663354271,0.737909903186
0.8,-0.0189,0.0365,0.534,0.602623227533,0.00505294247119,0.613394277185
0.75,-0.0318,0.0236,0.771,0.512784720929,-0.00698110981496,0.485157045997
0.9,-0.0482,0.0072,0.147,0.802594104788,-0.00181382939827,0.856084687982
0.85,-0.0445,0.0110,0.236,0.716804511147,-0.00892291633974,0.372286894112
0.75,-0.0263,0.0292,0.919,0.511188021495,-0.00224330449346,0.822521784286
0.8,-0.0382,0.0173,0.46,0.595111887642,-0.00253780043749,0.79968968627
0.9,-0.0359,0.0195,0.562,0.788783535474,0.0014286186597,0.88641332314
0.85,-0.0433,0.0121,0.269,0.696021151059,-0.00400180848384,0.68905898309
0.8,-0.0316,0.0238,0.783,0.590668421465,-0.00534692284,0.592906243025
0.75,-0.0161,0.0393,0.413,0.494401646341,0.00879346085077,0.379264027636
0.9,-0.0194,0.0361,0.555,0.793988112107,0.00452158833049,0.651193615019
0.85,-0.0417,0.0137,0.322,0.696394172126,-0.0089890809933,0.368751802042
0.75,-0.0337,0.0217,0.67,0.494798422939,-0.00619087788147,0.535905601726
0.8,-0.0230,0.0325,0.737,0.590912363236,-0.000170733198113,0.986379826096
0.9,-0.0034,0.0520,0.0861,0.79819258936,0.00712508573397,0.476199443422
0.85,-0.0518,0.0116,0.155,0.70199429869,0.00269256704908,0.787757671236
0.75,-0.0129,0.0425,0.295,0.502477959416,0.00862538661949,0.388441652556
0.8,-0.0348,0.0206,0.614,0.603572989532,0.00134383560419,0.893112515758
0.9,-0.0101,0.0453,0.213,0.807750311953,0.00853319566616,0.393532641462
0.85,-0.0385,0.0169,0.445,0.69319982912,0.00119522189665,0.904873463883
0.8,-0.0288,0.0266,0.937,0.59699469091,0.00206183062631,0.836667879038
0.75,-0.0424,0.0210,0.706,0.497678617557,0.0088928209855,0.37390177568
0.85,-0.0380,0.0174,0.466,0.699538380895,-0.00356798220893,0.721275411299
0.9,-0.0126,0.0508,0.352,0.793439241872,0.00800036288013,0.423740300871
0.8,-0.0100,0.0455,0.209,0.605039070299,-0.00426332198339,0.669903216979
0.75,-0.0049,0.0505,0.106,0.498597079089,-0.000783014313519,0.937596055339
0.9,-0.0301,0.0253,0.865,0.793620942235,0.000196401025215,0.984332431228
0.85,-0.0245,0.0309,0.821,0.703999089599,-0.00182173412058,0.855464390571
0.8,-0.0373,0.0181,0.497,0.604648536665,0.003720541736,0.70988618454
0.75,-0.0342,0.0213,0.649,0.479180995442,-0.000995059443639,0.920746424698
0.7,-0.0365,0.0189,0.534,0.400443893939,0.00339541819793,0.734232831088
0.85,-0.0381,0.0173,0.462,0.711206833276,0.00200541227313,0.841076764519
0.75,-0.0493,0.0061,0.126,0.505802024034,-0.00402463141482,0.687379029741
0.8,-0.0175,0.0379,0.47,0.594735593353,0.00475260355984,0.634641841122
0.7,-0.0397,0.0157,0.396,0.406787960929,-0.000614729651265,0.950988659583
0.85,-0.0253,0.0302,0.863,0.699883286184,-0.000422679650168,0.96628929326
0.8,-0.0068,0.0486,0.14,0.604387850311,0.00803565442675,0.421698529499
0.75,-0.0366,0.0188,0.53,0.507397594003,0.0093092105897,0.351944170752
0.7,-0.0325,0.0229,0.735,0.390781289475,-0.00856674969702,0.391675054898
0.85,-0.0272,0.0282,0.973,0.692855952679,0.00230297517289,0.81788272157
0.8,-0.0222,0.0333,0.694,0.595370696727,0.00376054959469,0.706909997534
0.75,-0.0454,0.0100,0.21,0.496849834738,-0.00958767723845,0.337725065151
0.85,-0.0160,0.0395,0.406,0.716224479014,0.00906523833641,0.36470875785
0.7,-0.0366,0.0188,0.53,0.421260953565,-0.00404859387025,0.685616857449
0.8,-0.0318,0.0237,0.775,0.609246910011,-0.00177204993638,0.859364663482
0.75,-0.0166,0.0388,0.432,0.492258085392,0.00483280740877,0.628937300416
0.65,-0.0253,0.0301,0.865,0.301035553785,-0.00100936995239,0.919610471144
0.75,-0.0366,0.0188,0.53,0.494244294862,-0.00524549202569,0.599939693851
0.65,-0.0245,0.0309,0.821,0.30956407755,0.000610343010333,0.951337963477
0.7,-0.0245,0.0309,0.82,0.394608661819,0.00437003199726,0.662147132861
0.75,-0.0089,0.0465,0.183,0.502009783827,0.00280032112013,0.779479304068
0.65,-0.0281,0.0274,0.98,0.317432740752,-0.00239217875468,0.810959564017
0.7,-0.0350,0.0205,0.607,0.400071403923,0.00410160992793,0.681724197747
0.65,-0.0309,0.0246,0.824,0.292986694125,-0.00141764879609,0.887279668043
0.75,-0.0309,0.0245,0.822,0.497200636417,-0.00700008750164,0.483971134367
0.7,-0.0383,0.0172,0.455,0.405403783262,-0.00800849812238,0.423269129124
0.75,-0.0301,0.0254,0.868,0.490039853066,0.0034030656592,0.733656964465
0.65,-0.0226,0.0329,0.715,0.30129832516,-0.00158744146439,0.873886011666
0.7,-0.0392,0.0242,0.802,0.393800531412,0.00379763129713,0.704155480477
0.75,-0.0586,-0.0032,0.0289,0.501492427307,-0.00265285994564,0.790814338524
0.65,-0.0194,0.0360,0.556,0.302586837048,0.00498806235081,0.617957641291
0.7,-0.0321,0.0233,0.755,0.401415111767,-0.00785229138015,0.432369682825
0.75,-0.0333,0.0221,0.691,0.487207099871,-0.00445128720053,0.656265352168
0.65,-0.0242,0.0313,0.801,0.29761460641,-0.00311335958048,0.755574244794
0.7,-0.0224,0.0330,0.708,0.409996048769,0.00282022249625,0.777953052507
0.75,-0.0524,0.0030,0.0801,0.497799525732,-0.00458998933916,0.646274400139
0.65,-0.0211,0.0344,0.639,0.296744078512,-0.00980960693017,0.326660964818
0.7,-0.0389,0.0165,0.428,0.395253246516,-0.00957648997779,0.33828909684
0.65,-0.0255,0.0299,0.876,0.306895916936,0.00147234639175,0.882961284521
0.7,-0.0289,0.0266,0.934,0.408400522753,-0.00101444238418,0.919207865945
0.65,-0.0282,0.0273,0.974,0.298366952467,-0.00413658938499,0.679160482773
0.7,-0.0368,0.0186,0.518,0.402422416245,-0.000472995455809,0.96227920059
0.65,-0.0170,0.0385,0.447,0.309311923885,0.006468857124,0.517753874941
0.7,-0.0261,0.0293,0.909,0.389404657243,-0.00240289578972,0.810128789186
0.65,-0.0359,0.0195,0.563,0.291800292419,-0.00417099356763,0.676642545251
0.65,-0.0446,0.0108,0.232,0.294993815011,-0.00660201650505,0.509172773621
0.7,-0.0377,0.0178,0.482,0.398633033798,0.00607804558557,0.543363782054
0.65,-0.0304,0.0251,0.851,0.319927725319,0.00229295427463,0.818661349884
0.7,-0.0269,0.0285,0.955,0.405605087717,0.00015953126829,0.987273377224
0.65,-0.0496,0.0058,0.121,0.301189027216,-0.00739501516693,0.459652497396
0.7,-0.0419,0.0136,0.317,0.385675658458,0.00885488808178,0.375943373695
0.65,-0.0285,0.0269,0.956,0.296626793296,-0.0051552732315,0.606227210573
0.7,-0.0313,0.0242,0.802,0.394411847291,0.00266619138028,0.789787718514
0.65,-0.0207,0.0347,0.622,0.28944779825,0.00362057195308,0.717342224684
0.7,-0.0309,0.0245,0.822,0.396875440875,-0.00900651686441,0.367823713584
0.65,-0.0293,0.0261,0.91,0.301800054324,-0.00121062349594,0.903653602086
0.7,-0.0261,0.0293,0.91,0.385009172769,-0.00816572629051,0.414223277959
0.65,-0.0377,0.0177,0.48,0.315921059318,0.00876285666992,0.380925150829
0.7,-0.0424,0.0130,0.298,0.399030498486,0.00260253022931,0.794693360388
0.65,-0.0211,0.0343,0.641,0.316125334924,0.00449467536385,0.653133308287
0.7,-0.0541,0.0013,0.0619,0.397144840344,-0.00665919808725,0.505510852278
0.65,-0.0315,0.0239,0.789,0.2992064267,0.0053259489394,0.594357520858
