p,lower,upper,pval,corr,protected_corr,protected_conf
0.7,-0.0190,0.0365,0.535,0.398572095515,0.00538644608886,0.590175875643
0.65,-0.0456,0.0098,0.205,0.303558657958,-0.00898115273598,0.369174294086
0.7,-0.0226,0.0328,0.718,0.400200297845,-0.00158909938704,0.873755402259
0.65,-0.0213,0.0341,0.652,0.308614077963,0.00559331803457,0.575980020254
0.7,-0.0206,0.0349,0.613,0.407359156399,0.00347450544836,0.728284704227
0.65,-0.0346,0.0208,0.626,0.287946253707,-0.00457077160902,0.647654937962
0.7,-0.0553,0.0001,0.0505,0.391662668519,-0.00899484839229,0.368444649887
0.65,-0.0285,0.0269,0.955,0.29300045682,-0.00460066364747,0.645508118687
0.65,-0.0278,0.0277,0.997,0.292861478211,0.000796039866668,0.936560129042
0.7,-0.0456,0.0178,0.648,0.40669997649,0.00203713677971,0.838596989162
0.7,-0.0221,0.0333,0.691,0.398820174917,-0.00260505943378,0.794498306994
0.65,-0.0089,0.0587,0.156,0.307469335717,0.00784523225094,0.432783603325
0.7,-0.0363,0.0191,0.544,0.415207418329,-0.00982459214207,0.325922473034
0.65,-0.0178,0.0376,0.485,0.30215251046,0.00296930149105,0.76654767747
0.65,-0.0101,0.0533,0.126,0.300406464053,-0.00937637571615,0.348480360973
0.7,-0.0337,0.0217,0.671,0.413282410853,-0.00802929793363,0.422065854094
0.65,-0.0361,0.0193,0.551,0.287296032659,-0.00188202568351,0.85073617068
0.7,-0.0221,0.0333,0.691,0.402335731886,-0.00224233476107,0.82259722729
0.65,-0.0238,0.0316,0.782,0.301893961202,-0.00452656638354,0.650835090813
0.7,-0.0233,0.0322,0.753,0.380434998259,0.00669579560957,0.50317443621
0.65,-0.0178,0.0376,0.483,0.312758589635,0.00534393228754,0.593113073414
0.7,-0.0046,0.0508,0.102,0.407968031898,-0.000606843448345,0.951616636862
0.65,-0.0135,0.0419,0.316,0.295899868203,0.00766539198914,0.443405834732
0.7,0.0039,0.0592,0.0256,0.413187903148,0.00780614635238,0.435079597837
0.7,-0.0191,0.0364,0.541,0.414076404171,0.00693877614981,0.487808127778
0.65,-0.0191,0.0364,0.541,0.294017859836,-0.000228085071253,0.981805296207
0.7,-0.0281,0.0273,0.979,0.390002992141,0.0067618601964,0.498971303198
0.65,-0.0312,0.0242,0.805,0.293397622651,-0.00681203940311,0.495791332157
0.65,-0.0314,0.0241,0.797,0.289066896744,-0.00346780709716,0.728787857235
0.7,-0.0378,0.0176,0.476,0.389465795021,0.00100000450003,0.920353872776
0.7,-0.0247,0.0307,0.833,0.418592049955,-0.00610138231283,0.541817003455
0.65,-0.0322,0.0233,0.753,0.292644251348,0.00169012095709,0.865803650806
0.7,-0.0049,0.0505,0.107,0.395322853052,0.00462342625594,0.643875305845
0.65,-0.0133,0.0421,0.308,0.295585065879,0.00236412520308,0.813135255782
0.7,-0.0395,0.0160,0.406,0.389484622817,-0.00281323913525,0.77848851453
0.65,-0.0266,0.0288,0.94,0.302856504648,-0.00214426886051,0.830234886218
0.7,-0.0141,0.0414,0.335,0.401008104644,0.00659881438543,0.509378248084
0.65,-0.0482,0.0072,0.147,0.305971544144,-0.00566977318195,0.570774651624
0.7,-0.0184,0.0370,0.512,0.401761837863,7.329510709e-05,0.994152679965
0.65,-0.0485,0.0069,0.14,0.305988227792,-0.00642125613064,0.520839445566
0.7,-0.0473,0.0081,0.165,0.403065074897,-0.00183646982269,0.854308292837
0.65,-0.0221,0.0334,0.689,0.306385229114,-0.00993924019191,0.320308405291
0.65,-0.0209,0.0345,0.631,0.29743035772,0.000196886005114,0.98429374772
0.7,-0.0191,0.0363,0.542,0.389544602605,0.00322428447718,0.747158031828
0.65,-0.0228,0.0327,0.727,0.298924396476,0.00741853502086,0.458226111413
0.7,-0.0408,0.0147,0.356,0.389044202481,-0.00623296324654,0.533137029315
0.65,-0.0274,0.0280,0.982,0.287673663738,-0.00441727113929,0.658725090943
0.7,-0.0157,0.0397,0.396,0.382191280409,0.00179553095275,0.857520939562
0.65,-0.0240,0.0315,0.791,0.284415985493,0.00868464219918,0.385190701643
0.7,-0.0115,0.0440,0.25,0.396592957414,0.00596034570531,0.551198371352
0.65,-0.0295,0.0259,0.9,0.305293244897,-0.00850291413603,0.395213630033
0.65,-0.0257,0.0298,0.884,0.30765169223,0.00848770186513,0.396059728906
0.65,-0.0173,0.0381,0.463,0.311570851449,0.0046624521494,0.641079889845
0.6,-0.0397,0.0157,0.396,0.201328692972,-0.00710680184822,0.477331946355
0.6,-0.0320,0.0234,0.76,0.18767098672,-0.00248915746711,0.803449726188
0.6,-0.0424,0.0210,0.898,0.204478448532,0.00998931739325,0.31787618619
0.55,-0.0262,0.0293,0.912,0.123803494916,-0.00359858360678,0.718985828596
0.6,-0.0181,0.0374,0.495,0.201153574588,-0.000349022519206,0.972161163163
0.55,-0.0221,0.0333,0.693,0.0997571933843,-0.00910245300234,0.362743215676
0.6,-0.0488,0.0066,0.136,0.202062249886,-0.00878816268298,0.379551280433
0.55,-0.0340,0.0214,0.655,0.10760014152,-0.00219952637864,0.825929247835
0.6,-0.0254,0.0300,0.869,0.215429303563,0.00651903549715,0.514511502626
0.5,-0.0297,0.0257,0.886,-0.0241460718147,-0.00479895796954,0.63134218525
0.55,-0.0421,0.0134,0.31,0.0998561349592,-0.00718271655778,0.472639446335
0.6,-0.0349,0.0205,0.612,0.207626608365,0.00840517422088,0.400668906435
0.5,-0.0492,0.0062,0.128,0.0222224859226,-0.00619445562636,0.535669959677
0.6,-0.0121,0.0433,0.269,0.18481656427,0.0016759027112,0.866922015495
0.5,-0.0258,0.0296,0.892,-0.0215829041758,-0.000784052576204,0.937513478088
0.55,-0.0089,0.0465,0.183,0.102032334429,0.00979833665717,0.327217094885
0.6,-0.0437,0.0117,0.259,0.189392665612,-0.00120770560359,0.903884692237
0.5,-0.0160,0.0394,0.409,0.0225984009002,0.00700658736235,0.483565321164
0.55,-0.0319,0.0235,0.767,0.0991377849414,-0.00782053782793,0.434233393342
0.6,-0.0427,0.0127,0.289,0.194011496357,-0.00928892094071,0.352994811808
0.55,-0.0152,0.0402,0.376,0.104746697272,-0.00855083797462,0.392555280483
0.6,-0.0205,0.0349,0.61,0.20717540278,0.00430629793195,0.666775271384
0.5,-0.0419,0.0135,0.315,-0.0213101805853,0.000342618226007,0.972671782645
0.55,-0.0145,0.0409,0.35,0.123131035406,0.0093678244543,0.348920155557
0.6,-0.0371,0.0184,0.508,0.195085583138,-0.00380188052826,0.703840084317
0.55,-0.0151,0.0403,0.374,0.100263714101,0.00571408500883,0.567768016696
0.6,-0.0305,0.0249,0.843,0.213439416781,-0.00556881463803,0.577653037073
0.5,-0.0126,0.0429,0.284,0.0224194421117,0.00134694173076,0.892866945392
0.55,-0.0069,0.0485,0.141,0.10373690363,0.00937803431559,0.348395099386
0.6,-0.0237,0.0317,0.776,0.198825028167,-0.00325645586783,0.744722667292
0.55,-0.0295,0.0260,0.902,0.109790849421,0.00998733103382,0.317972431371
0.6,-0.0568,-0.0014,0.0393,0.209170234687,-0.00580156235155,0.561854875956
0.5,-0.0194,0.0360,0.557,0.0212588313119,0.00174090337486,0.861811466048
0.55,-0.0325,0.0229,0.734,0.114167049298,0.00399387875999,0.689643034824
0.6,-0.0349,0.0205,0.61,0.189751462151,0.000404205781566,0.967761851657
0.55,-0.0413,0.0141,0.337,0.0952156701492,0.000183683177722,0.985346858563
0.5,-0.0314,0.0241,0.797,0.0211029782546,-0.000737047908208,0.941252610142
0.6,-0.0233,0.0321,0.756,0.198829025441,0.0029675295679,0.766682948347
0.55,-0.0286,0.0268,0.95,0.110632945592,-0.0028195912572,0.77800144959
0.5,-0.0536,0.0018,0.067,-0.0204952959514,0.0018323297906,0.854633069883
0.6,-0.0388,0.0246,0.614,0.195172741969,0.0039857112822,0.690244791291
0.55,-0.0549,0.0085,0.202,0.0865893820987,0.00512608637196,0.608267588469
0.5,-0.0029,0.0525,0.0796,-0.0331771379323,0.00704173927227,0.481373844759
0.6,-0.0320,0.0234,0.761,0.205796668709,0.00218276300053,0.827234895262
0.55,-0.0305,0.0249,0.844,0.0964784638615,0.00219021850749,0.826654149811
0.6,-0.0248,0.0306,0.838,0.203208923214,-0.00717857573201,0.472894745775
0.55,-0.0325,0.0230,0.737,0.114200002284,-0.00499763828194,0.617283181475
0.6,-0.0221,0.0333,0.693,0.206795497303,-0.00784499412321,0.432797570227
0.5,-0.0225,0.0329,0.712,-0.0230049329686,-0.00399300376346,0.689707492696
0.55,-0.0076,0.0479,0.154,0.0975531431812,0.00314566378969,0.753120179834
0.6,-0.0160,0.0394,0.408,0.20939725477,-0.00880399556814,0.378693260224
0.5,-0.0309,0.0245,0.821,-0.0288289693422,-0.00259720773968,0.795103875106
0.55,-0.0326,0.0228,0.729,0.106065119539,-0.00247520971295,0.804528713597
0.6,-0.0411,0.0143,0.342,0.196180292483,-0.00869442231926,0.384655736022
0.5,-0.0189,0.0365,0.532,0.0218487961378,-0.00664282634431,0.506557883863
0.6,-0.0320,0.0235,0.764,0.200756909716,-0.00129949078092,0.896619523682
0.55,-0.0120,0.0434,0.267,0.102220947644,-0.00117581734314,0.90641069322
0.6,-0.0353,0.0202,0.593,0.174301899157,-0.00261386000795,0.793819702917
0.5,-0.0157,0.0397,0.395,-0.0204496493954,0.00282441603094,0.777631556177
0.55,-0.0158,0.0396,0.401,0.102375412696,0.000854167320929,0.93193856766
0.6,-0.0461,0.0093,0.193,0.196471488983,-0.00503786287898,0.614453578592
0.55,-0.0249,0.0305,0.842,0.103594051933,-0.00159357842184,0.87340256581
0.6,-0.0420,0.0134,0.313,0.20419336876,-0.00174677600679,0.861350023352
0.55,-0.0305,0.0249,0.843,0.116996164447,-0.00560922998292,0.57489482742
0.55,-0.0301,0.0253,0.864,0.090957724136,0.00718033235659,0.472786433165
0.6,-0.0152,0.0402,0.377,0.205399255909,-0.00339837165546,0.734010413062
0.5,-0.0355,0.0199,0.583,0.0245281819647,-0.00914962275908,0.360261431515
0.55,-0.0349,0.0206,0.613,0.101654720199,-0.00514868991027,0.606687166154
0.6,-0.0232,0.0323,0.748,0.201822993074,-0.00652981514629,0.513816334457
0.5,-0.0351,0.0203,0.6,0.02059715165,0.00159380414748,0.873384784913
0.6,-0.0267,0.0287,0.943,0.196684721115,0.00513559195255,0.607602741952
0.55,-0.0162,0.0392,0.415,0.108051236289,-0.000310207879297,0.975256053263
0.5,-0.0445,0.0109,0.235,-0.0200147013202,-0.00939193604915,0.347680991257
0.6,-0.0261,0.0293,0.909,0.198207416635,-0.00263096949127,0.792500853562
0.6,-0.0290,0.0265,0.929,0.221948554081,-0.00280029034916,0.779481664577
0.55,-0.0365,0.0189,0.533,0.103176288339,-0.00306861290057,0.758977603966
0.5,-0.0343,0.0212,0.643,-0.0221914312351,-0.00977862080147,0.328191448301
0.6,-0.0229,0.0325,0.735,0.21134387568,0.00385674824175,0.699772159099
0.55,-0.0236,0.0318,0.772,0.0986649062136,0.00557578296325,0.577177028511
0.5,-0.0286,0.0269,0.953,0.0196557971378,0.0020519463729,0.837439930469
0.55,-0.0326,0.0229,0.731,0.10457144877,0.000394888213755,0.96850460019
0.6,-0.0210,0.0344,0.637,0.18242502847,-0.000374327874357,0.970143660325
0.5,-0.0321,0.0233,0.756,-0.0260221335341,0.00481013002537,0.630548016442
0.55,0.0012,0.0645,0.0402,0.0925948270644,0.00825257444398,0.409276030134
0.6,-0.0234,0.0320,0.762,0.205990915639,-0.00135651602944,0.892110066038
0.55,-0.0417,0.0137,0.322,0.102533934102,-0.00445203097139,0.656211610757
0.5,-0.0212,0.0343,0.643,-0.021788784474,0.00549562455389,0.582663801788
0.6,-0.0473,0.0081,0.166,0.202570801278,-0.00738332418752,0.460362432777
0.55,-0.0207,0.0347,0.622,0.101635014959,0.00115869144842,0.907767698607
0.6,-0.0217,0.0337,0.67,0.185241214788,0.00746442235728,0.455450385247
0.5,-0.0484,0.0070,0.144,0.0252546221685,-0.00839287117163,0.401358782302
0.55,-0.0249,0.0305,0.843,0.109747394531,0.00559320944406,0.575987429434
0.6,-0.0250,0.0304,0.85,0.199203022673,0.00660041333285,0.509275640974
0.5,-0.0197,0.0358,0.57,-0.0318743108887,0.00382093518625,0.70242639281
0.55,-0.0348,0.0206,0.615,0.0726012885736,-0.00659738071579,0.509470258246
0.6,-0.0245,0.0309,0.82,0.184639893187,0.00589306081206,0.555701944746
0.55,-0.0296,0.0259,0.896,0.108497613349,0.00287354037037,0.77386829873
0.6,-0.0480,0.0153,0.494,0.185233909918,-0.00119856786263,0.904608432214
0.5,-0.0217,0.0337,0.67,0.0273881811813,-0.000798775368585,0.936342587304
0.55,-0.0218,0.0337,0.675,0.11074581549,-0.00254932432663,0.798799580542
0.6,-0.0345,0.0210,0.633,0.199624133866,-0.00576651232156,0.564220550833
0.5,-0.0168,0.0386,0.439,0.021077262866,0.00243817460124,0.807395523068
0.55,-0.0357,0.0197,0.57,0.0967795846439,-0.00381519058124,0.702852484928
0.6,-0.0317,0.0237,0.776,0.196709695195,0.00593510168453,0.552885922128
0.5,-0.0327,0.0227,0.724,0.0202844015772,-0.0029868374728,0.765209342416
0.55,-0.0424,0.0130,0.297,0.117189839402,0.00121538022395,0.903276898016
0.6,-0.0279,0.0276,0.991,0.214470746388,-0.00494463101941,0.621020668962
0.55,-0.0276,0.0278,0.995,0.109022590211,-0.00662507156921,0.507694652548
0.5,-0.0324,0.0230,0.741,-0.0251978668391,-0.000347422763636,0.972288711909
0.6,-0.0397,0.0157,0.397,0.197007285464,-0.00300022328493,0.764188216946
0.55,-0.0088,0.0466,0.181,0.0995992133729,0.00900158571181,0.368086044722
0.5,-0.0085,0.0469,0.174,0.0245701905281,0.00638996306973,0.522873057237
0.6,-0.0264,0.0290,0.926,0.195424530916,0.000650349104425,0.948152672049
0.55,-0.0256,0.0298,0.883,0.0978039729008,0.00960331811608,0.33693750737
0.6,-0.0233,0.0321,0.756,0.178969086444,0.00446180571527,0.655505498783
0.5,-0.0141,0.0413,0.336,0.0227154008218,0.00692826063612,0.488467855654
0.55,-0.0265,0.0289,0.933,0.109559630373,0.000687287045504,0.945212401758
0.6,-0.0173,0.0381,0.462,0.186188324495,-0.00420843543503,0.673906390978
0.55,-0.0280,0.0275,0.986,0.109771721113,0.00669084391558,0.503490222437
0.5,-0.0334,0.0220,0.687,-0.0290110144799,-0.00242068122223,0.808750550911
0.6,-0.0285,0.0269,0.954,0.184621243196,-0.0075876444378,0.448043696872
0.55,-0.0205,0.0349,0.611,0.0943759771582,0.000589206469488,0.953021175285
0.5,-0.0183,0.0372,0.503,0.0291845081195,-0.00135138284254,0.892515848929
0.6,-0.0012,0.0542,0.0608,0.193985972951,0.00665857731283,0.505550532233
0.55,-0.0538,0.0016,0.0643,0.0899903426605,-0.000399004995574,0.968176428125
0.6,-0.0544,0.0010,0.059,0.198536078016,-0.00796888990439,0.425566019561
0.55,-0.0015,0.0539,0.0633,0.0942376465921,0.00522509083628,0.601358907818
0.5,-0.0430,0.0125,0.28,0.0219184636423,-0.00502219099042,0.615555340003
0.55,-0.0225,0.0329,0.712,0.0948003748004,-0.00119917060071,0.904560690872
0.5,-0.0102,0.0453,0.214,0.0200483189358,0.00309706939092,0.756812704909
0.5,-0.0118,0.0437,0.259,-0.0205985033275,0.00539836804568,0.5893534144
0.5,-0.0306,0.0249,0.839,-0.0262000131,-0.0084097757568,0.400411065036
0.5,-0.0096,0.0458,0.2,0.0211456774257,0.00109520200627,0.912800732691
0.5,-0.0318,0.0237,0.774,0.0198051497206,-0.000388129082299,0.969043420488
0.5,-0.0294,0.0261,0.908,0.0258069414348,-0.0075909391704,0.447846599283
0.5,-0.0451,0.0103,0.218,-0.0249231730781,-0.00410876897967,0.681199196087
0.5,-0.0181,0.0373,0.498,0.0210170751886,0.000410565156708,0.967254931016
0.5,-0.0174,0.0380,0.467,0.0197909396362,-0.00139481955549,0.889083037794
0.5,-0.0177,0.0377,0.479,0.020966048764,-0.00305066657502,0.760343888907
0.5,-0.0370,0.0184,0.511,0.0214665389396,0.00300304246467,0.763973210371
0.5,-0.0110,0.0445,0.236,0.0245763648964,-0.00701159482723,0.483252810365
0.5,-0.0313,0.0241,0.799,0.0238655261552,0.00219633721202,0.826177605159
0.5,-0.0475,0.0079,0.161,0.0209945832962,-0.00272432377786,0.785315374363
0.5,-0.0269,0.0285,0.956,-0.0218764001221,-0.00450098153038,0.652678594169
0.5,-0.0314,0.0320,0.984,-0.020989430464,-0.00765862998912,0.443808115091
0.45,-0.0500,0.0055,0.115,-0.0906626870957,-0.00691660410753,0.489199730818
0.45,-0.0382,0.0173,0.459,-0.097840408587,9.72015746737e-06,0.999224540873
0.4,-0.0389,0.0165,0.428,-0.195829744501,-0.0077924718467,0.435884526204
0.45,-0.0282,0.0272,0.973,-0.0774497282384,0.000838597938296,0.933176229996
0.45,-0.0290,0.0264,0.926,-0.0987635931779,0.00389132984056,0.69721266815
0.4,-0.0241,0.0313,0.8,-0.2002177735,0.00656536525224,0.511527213604
0.45,-0.0485,0.0069,0.142,-0.106666674975,-0.00954244190817,0.340009427965
0.4,-0.0230,0.0324,0.738,-0.194804179741,0.00441158352697,0.659136729848
0.45,-0.0239,0.0315,0.788,-0.116086983623,-0.0017672379315,0.859742596003
0.35,-0.0229,0.0325,0.734,-0.323321056589,0.00264194711953,0.791654977883
0.4,-0.0213,0.0342,0.648,-0.211206922687,0.00140144428842,0.888559665055
0.45,-0.0413,0.0141,0.336,-0.0911358014864,-0.00972929799634,0.330637203819
0.35,-0.0313,0.0242,0.801,-0.294210707866,0.00136510943222,0.891430813344
0.4,-0.0173,0.0382,0.459,-0.197290064545,-0.00778745720355,0.436179920334
0.45,-0.0302,0.0253,0.862,-0.0834034619545,-0.00199325347439,0.842027587722
0.35,-0.0228,0.0327,0.725,-0.315804265625,0.00227885497728,0.819757174339
0.3,-0.0249,0.0305,0.843,-0.402621085385,-0.000201600358849,0.983917718347
0.4,-0.0165,0.0389,0.429,-0.194184307131,-0.00221202765036,0.824955875629
0.35,-0.0269,0.0286,0.951,-0.293996789984,0.00120252312656,0.904295152178
0.45,-0.0249,0.0305,0.843,-0.0901973069098,-0.00559275592806,0.576018373521
0.3,-0.0388,0.0166,0.433,-0.403175405531,0.000393286449942,0.968632287316
0.4,-0.0565,-0.0012,0.0412,-0.19661842478,-0.00620040359623,0.535278322347
0.45,-0.0256,0.0299,0.879,-0.101917818231,-0.00986000508962,0.324181590643
0.35,-0.0424,0.0130,0.298,-0.298834911161,0.0031710158947,0.751195991545
0.3,-0.0409,0.0145,0.35,-0.411614243114,-0.00204134171506,0.838268426191
0.4,-0.0541,0.0013,0.0618,-0.200337580069,-0.00925216111253,0.354903360022
0.35,-0.0252,0.0303,0.857,-0.312826393809,-0.0048476749519,0.627882253957
0.45,-0.0110,0.0444,0.238,-0.096847369815,0.00309158484614,0.75722980763
0.3,-0.0284,0.0270,0.962,-0.411697933595,0.00920080160876,0.357580798985
0.4,-0.0153,0.0401,0.38,-0.198388278372,0.00991012324679,0.321728175538
0.35,-0.0252,0.0302,0.861,-0.29660607099,-0.00596581319095,0.550833206453
0.45,-0.0208,0.0346,0.627,-0.0915458212047,0.00642844182652,0.520373051437
0.3,-0.0369,0.0186,0.517,-0.402039391137,-0.00913124440305,0.361227118244
0.4,-0.0384,0.0250,0.67,-0.204893179716,0.00965625397916,0.334280821103
0.35,-0.0255,0.0300,0.874,-0.302364723506,0.00520729748139,0.602597942594
0.45,-0.0406,0.0149,0.364,-0.119227416995,-0.00580938515057,0.561327537189
0.3,-0.0065,0.0489,0.133,-0.405130465015,0.00823090876736,0.410506899303
0.4,-0.0260,0.0294,0.905,-0.19077601256,0.00242955525978,0.808063100736
0.35,-0.0233,0.0322,0.754,-0.306926413861,-0.00646405602694,0.518064660208
0.45,-0.0136,0.0418,0.319,-0.106512226703,0.00162407194384,0.87100110794
0.3,-0.0117,0.0437,0.257,-0.401205221594,0.00900964056418,0.367657596915
0.35,-0.0137,0.0417,0.322,-0.303454996434,0.00139362923862,0.889177081338
0.4,-0.0185,0.0369,0.516,-0.192809959516,-0.00580145125482,0.561862366766
0.45,-0.0212,0.0342,0.647,-0.0950607615837,0.00262213794925,0.793181540969
0.3,-0.0289,0.0265,0.932,-0.385410268488,-0.00301644590923,0.762951237125
0.4,-0.0173,0.0382,0.46,-0.202312103183,0.00944937745661,0.344740202716
0.35,-0.0101,0.0453,0.214,-0.30579907789,0.00601377013883,0.547635345507
0.45,0.0012,0.0566,0.0408,-0.0996397971459,0.00941526405357,0.346484764898
0.3,-0.0204,0.0350,0.606,-0.382091375434,0.00672795032503,0.501126369569
0.4,-0.0242,0.0313,0.802,-0.198597674087,0.00304694753343,0.760627119692
0.35,-0.0225,0.0329,0.714,-0.302049411886,0.00639486014811,0.522554546713
0.45,-0.0254,0.0300,0.872,-0.109879002252,0.00411070969997,0.681056901952
0.3,-0.0399,0.0155,0.388,-0.406590376435,-0.00333080843016,0.73910399179
0.4,-0.0142,0.0413,0.338,-0.192931162918,0.000235290376388,0.981230622095
0.45,-0.0298,0.0257,0.884,-0.107602560144,-0.00460378682543,0.645283984767
0.35,-0.0154,0.0400,0.385,-0.30675395472,0.00362353234423,0.717121038521
0.3,-0.0286,0.0268,0.95,-0.392472692072,-0.00505592508095,0.613184852234
0.4,-0.0094,0.0461,0.194,-0.196595059049,0.00588552230842,0.556207635383
0.45,-0.0489,0.0065,0.133,-0.110810485512,-0.00878918722821,0.37949572184
0.3,-0.0273,0.0281,0.977,-0.406856462345,-0.00441105850915,0.659174733033
0.35,-0.0409,0.0145,0.35,-0.304806242496,0.00380647986071,0.703498759534
0.4,-0.0273,0.0281,0.978,-0.200009696144,0.00505233638892,0.613436837314
0.3,-0.0217,0.0337,0.672,-0.389972665208,-0.000630876075325,0.949703017335
0.45,-0.0191,0.0364,0.54,-0.105850909904,5.45647232457e-05,0.995646930772
0.35,-0.0149,0.0405,0.365,-0.301781077071,0.00217047679188,0.828192133393
0.4,-0.0247,0.0307,0.831,-0.196131769056,0.00112408866836,0.910510338226
0.3,-0.0033,0.0522,0.0836,-0.402252195226,0.00540506561595,0.588891600441
0.45,-0.0481,0.0073,0.15,-0.100212388862,-0.00563119754314,0.573398233362
0.35,-0.0345,0.0289,0.843,-0.305226377834,-0.00720983590936,0.470969300653
0.4,-0.0209,0.0345,0.63,-0.194871536633,-0.00493575518334,0.621647455549
0.3,-0.0202,0.0353,0.594,-0.397979803961,0.000143608929652,0.988543491265
0.45,-0.0212,0.0342,0.645,-0.106993368087,0.00958716822838,0.337750714948
0.35,-0.0233,0.0321,0.755,-0.293185577202,0.00962183554317,0.336006635725
0.4,-0.0301,0.0253,0.864,-0.187320099115,-0.00378131341738,0.705367135931
0.3,-0.0223,0.0332,0.701,-0.394309314265,0.00955547995782,0.339349999101
0.45,-0.0096,0.0458,0.2,-0.111027303704,0.00156821099577,0.875401217966
0.35,-0.0340,0.0214,0.657,-0.311586501787,-0.00225565641459,0.821560976273
0.4,-0.0373,0.0182,0.5,-0.201226722639,-0.00840149511398,0.400875132394
0.45,-0.0150,0.0404,0.369,-0.0854622576344,0.0015605142186,0.876007790441
0.3,-0.0331,0.0223,0.701,-0.386553086673,-0.00762039626939,0.44608660644
0.35,-0.0297,0.0257,0.887,-0.290420911058,-0.00464596806334,0.642260023473
0.4,-0.0321,0.0233,0.755,-0.203004060579,0.00259738561034,0.795090155324
0.3,-0.0429,0.0125,0.283,-0.389477126379,-0.00400367534559,0.688921509156
0.45,-0.0106,0.0448,0.226,-0.0990451220152,0.000820718246186,0.934597745661
0.35,-0.0248,0.0306,0.838,-0.304341793424,0.00651054819594,0.515059183457
0.4,-0.0481,0.0073,0.15,-0.203399158018,0.00121112082041,0.903614215982
0.3,-0.0368,0.0186,0.519,-0.405782111925,-0.00386808474766,0.698932731798
0.25,-0.0174,0.0380,0.466,-0.499581984951,0.0082690861779,0.408339442293
0.45,-0.0122,0.0432,0.272,-0.099346093097,0.00998348099817,0.318159031715
0.4,-0.0568,-0.0014,0.0397,-0.203137501667,-0.00788694853071,0.43034084708
0.3,-0.0389,0.0165,0.427,-0.388599137308,-0.00561108371765,0.574768465854
0.25,-0.0181,0.0374,0.495,-0.508606254928,0.00175699007983,0.860547564244
0.35,-0.0231,0.0323,0.744,-0.297379796631,0.00484630486862,0.62797944751
0.45,-0.0058,0.0496,0.122,-0.106432967163,0.000621496595914,0.950449832921
0.4,-0.0312,0.0243,0.808,-0.195612210894,0.00240749974151,0.809771960627
0.3,-0.0184,0.0450,0.695,-0.390397672924,-0.00613657943062,0.539488270879
0.25,-0.0195,0.0359,0.562,-0.490179083597,0.00243336273439,0.807768190294
0.4,-0.0277,0.0277,0.999,-0.206771492045,0.00558648089223,0.576446609278
0.45,-0.0291,0.0263,0.921,-0.0959819669645,0.00283761184899,0.776620150513
0.35,-0.0377,0.0177,0.48,-0.28968690914,-0.00954613378714,0.339822619536
0.25,-0.0322,0.0232,0.752,-0.483589310127,-0.00585771340687,0.558075024007
0.3,-0.0164,0.0390,0.424,-0.39611621091,-0.00685991504965,0.492767454309
0.45,-0.0349,0.0205,0.611,-0.0975862622278,-0.00820435691961,0.41201835617
0.35,-0.0320,0.0234,0.762,-0.299776845917,-0.00398176739746,0.690535435607
0.4,-0.0157,0.0397,0.396,-0.205003092911,0.0049776742536,0.618689668491
0.25,-0.0153,0.0401,0.379,-0.489199231002,0.000994758696852,0.920770299414
0.3,-0.0153,0.0402,0.378,-0.397637768032,0.00464124170884,0.642598560892
0.45,-0.0365,0.0189,0.533,-0.103747254733,0.00717662975061,0.473014749974
0.4,-0.0288,0.0267,0.941,-0.193940093847,7.86619577098e-05,0.993724533128
0.35,-0.0120,0.0434,0.268,-0.29257757861,-0.00252752416162,0.800483645837
0.3,-0.0249,0.0305,0.842,-0.391248526615,-0.00700976481834,0.483367006649
0.25,-0.0340,0.0214,0.656,-0.50079099777,-0.0054764833573,0.583977590782
0.4,-0.0215,0.0339,0.662,-0.190363660685,-0.00314850685439,0.752904318716
0.45,-0.0419,0.0136,0.317,-0.110200622605,0.00259083259277,0.795595654183
0.35,-0.0301,0.0254,0.868,-0.299825336311,-0.00500002890025,0.61711485379
0.25,-0.0162,0.0393,0.414,-0.500398970134,-0.000185205441395,0.985225435336
0.3,-0.0149,0.0406,0.363,-0.408679821233,-0.00187495549449,0.851290358918
0.45,-0.0377,0.0177,0.479,-0.104576809455,-0.0057527866252,0.565148260918
0.4,-0.0320,0.0235,0.765,-0.187429996205,-0.00820447864257,0.412011419602
0.25,-0.0373,0.0181,0.496,-0.496412836706,-0.00538849200772,0.590034696068
0.3,-0.0444,0.0110,0.237,-0.40290610891,1.19601669643e-05,0.999045836325
0.35,-0.0172,0.0382,0.458,-0.284594974177,0.00378926282628,0.704776773002
0.45,-0.0273,0.0281,0.978,-0.112589003289,-0.00222457000747,0.82397957479
0.4,-0.0520,0.0034,0.0857,-0.181691363517,-0.00618354549134,0.536388700098
0.25,-0.0349,0.0205,0.61,-0.503790510344,-0.0075920759209,0.447778607994
0.3,-0.0249,0.0305,0.844,-0.410199775851,0.0044141453294,0.658951307526
0.35,-0.0310,0.0244,0.816,-0.304581667701,0.000648853479935,0.948271739322
0.4,-0.0287,0.0267,0.944,-0.184539217828,-0.00147618898955,0.882658040006
0.45,-0.0209,0.0346,0.628,-0.0903791655792,0.00576418439882,0.564377841845
0.25,-0.0300,0.0254,0.871,-0.488740831656,-0.00791439190083,0.428738234454
0.35,-0.0193,0.0362,0.55,-0.299597782681,0.00480080998569,0.631210504689
0.4,-0.0398,0.0157,0.394,-0.210489022501,-0.0022716059638,0.820320718727
