f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,protected
0.0,0.0217,0.0,0.0117,0.0131,0.0127,0.024,-0.0054,0.024,0.0156,0.0144
0.0,-0.0026,-0.0173,-0.0296,0.0441,-0.0166,-0.0245,0.057,0.0491,-0.0167,-0.0311
0.0,0.0117,0.0199,0.0198,0.0126,-0.0099,0.0,0.0187,-0.003,-0.0022,-0.0033
0.0,0.0166,0.0229,-0.0093,-0.0082,0.0233,0.0267,-0.0022,0.0,0.0236,0.022
0.0,0.011,0.0137,0.0075,0.0,0.0,0.013,-0.0033,0.0078,-0.0065,0.0
0.0,0.0273,-0.0085,-0.0235,-0.0061,0.0474,-0.0124,-0.01,0.0304,-0.023,0.0436
0.0,-0.0069,-0.0023,0.0158,-0.0004,0.0129,0.0191,-0.002,-0.0056,-0.001,-0.0115
0.0,-0.0008,-0.001,0.0,0.0,0.0061,0.0055,0.0069,-0.0008,-0.0014,0.0038
0.0,0.0193,0.0183,0.0191,-0.0051,-0.0002,-0.0002,0.0141,0.0181,0.0166,-0.0022
0.0,0.0307,0.02,0.0263,-0.0087,0.0,0.0218,-0.0029,0.0201,-0.0128,0.0177
0.0,-0.0068,0.011,-0.0101,-0.0033,0.016,0.0217,0.0217,0.0126,0.0,0.017
0.0,-0.0022,0.0104,0.0096,-0.0014,0.0104,-0.0022,0.0,-0.0049,0.0086,-0.0058
0.0,-0.0152,-0.0228,-0.0278,-0.0121,0.0392,-0.0011,0.0356,0.0545,-0.0204,0.0449
-0.4976,-0.503,-0.5002,0.4798,-0.5049,-0.5036,-0.4975,-0.4928,-0.5064,-0.4832,0.4904
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.0004,0.0014,0.0014,0.0,0.0014,0.0014,0.0,0.0014,0.0014,-0.0005
0.0,0.0,0.0141,-0.0093,-0.0022,0.0191,0.0151,0.013,0.0188,0.0117,0.0108
0.0,-0.0401,0.0619,-0.0197,-0.043,-0.0506,0.1052,0.0847,-0.0489,0.0736,0.061
0.0,0.0,0.0013,0.0004,0.0013,-0.0009,0.0,0.0013,0.0,0.0013,0.0013
0.0,-0.0026,0.0081,0.0077,0.0066,-0.0002,0.0,0.0042,0.0,0.0045,0.0074
-0.4966,-0.4693,-0.4818,-0.4958,-0.4752,0.4381,-0.4742,-0.4763,-0.4627,0.4377,-0.4774
-0.5043,0.4866,0.4826,-0.4858,0.4933,-0.4982,-0.4887,-0.4976,-0.4839,-0.4998,-0.5023
0.0,-0.0044,-0.0025,0.0342,-0.0227,0.0337,-0.0203,-0.0158,0.0532,-0.0224,-0.0244
0.0,0.0,0.0103,-0.0025,0.0063,0.0,-0.0015,-0.0022,-0.002,-0.004,0.0
0.0,0.0208,-0.0058,0.0172,0.0199,-0.0007,0.0144,-0.0019,-0.0106,0.0225,-0.0019
0.0,0.0287,-0.0029,-0.0195,-0.0217,0.0579,0.0416,0.0376,-0.0245,0.0404,-0.007
0.0,0.004,0.0024,0.0,0.0027,0.0031,0.0,0.0,0.0032,0.0,0.0
0.0,0.0436,-0.0098,0.0429,0.0514,-0.0223,0.0479,-0.0148,-0.0259,0.0,0.035
0.0,0.0,0.0263,-0.0011,0.0227,0.0253,0.0252,0.023,-0.0136,-0.0049,0.0222
0.0,0.0677,0.0738,-0.007,-0.0462,-0.0194,0.0858,0.068,0.0652,0.068,0.0763
0.0,-0.0043,-0.0194,-0.0192,0.0295,-0.015,-0.0007,0.0442,0.0314,-0.0108,-0.0195
0.0,-0.028,0.0576,-0.0241,-0.0032,0.0,0.0293,-0.0247,-0.0244,-0.025,-0.0279
0.0,-0.0074,0.0283,0.0173,-0.0113,-0.006,-0.0031,-0.0104,-0.0046,0.0282,-0.0087
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0092,-0.0039,0.0095,-0.0014,0.0,0.0096,0.0098,0.0096,0.0063,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.0029,-0.0093,-0.0059,0.023,0.011,0.023,-0.0062,0.0193,-0.0032,-0.0087
0.0,-0.0047,0.0102,-0.0056,0.0099,0.0078,0.0,0.0127,0.0,0.0,-0.0028
0.0,-0.0061,0.0498,0.0305,0.0269,-0.0131,-0.0067,-0.0209,0.041,-0.0223,-0.0066
0.0,-0.0103,-0.0004,0.0319,0.0386,-0.0109,0.0503,0.0285,0.0306,0.0285,-0.0182
0.0,0.0,-0.0098,0.0235,-0.012,0.0158,0.0,0.0167,0.0,0.013,0.0154
0.0,-0.0016,-0.0157,-0.0163,0.0351,0.0401,-0.0153,0.0373,0.0243,-0.0176,-0.0031
0.0,-0.0182,-0.0005,0.0447,0.0276,0.0327,-0.0117,0.0,0.026,0.0309,-0.027
0.0,0.0012,0.0,-0.0008,0.0012,0.0,0.0012,0.0,0.0,0.0,0.0
0.0,0.0218,0.0183,-0.003,-0.0057,0.0231,-0.0114,-0.0084,-0.0097,0.017,0.0
0.0,-0.0067,0.0329,-0.0105,0.037,0.0477,0.0357,-0.0184,-0.0192,0.0335,0.0
0.0,-0.0096,0.0,0.0199,0.0252,-0.0053,-0.0118,-0.0097,-0.0077,-0.0078,0.0
0.0,-0.0022,-0.0032,0.0149,0.015,-0.0057,0.0137,-0.0021,0.0159,-0.0021,0.023
0.0,0.0211,0.0256,-0.0075,-0.0076,-0.0039,0.0191,0.0208,0.0122,-0.0021,-0.0012
0.0,-0.0136,0.0427,0.049,-0.023,-0.0252,0.0686,-0.0187,0.0681,-0.0244,0.0448
0.0,0.0035,-0.0014,0.0,0.0,0.0,0.0,-0.0009,0.0035,0.0035,-0.0015
0.0,0.0655,-0.0517,0.1041,-0.0366,0.0712,-0.0394,-0.054,0.0613,0.0668,0.1126
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.0014,-0.0016,-0.0014,0.0,0.0159,0.0084,-0.005,0.011,-0.0032,0.0093
0.0,0.0414,-0.0078,0.0528,0.0517,-0.0134,0.0545,0.0463,-0.0244,-0.0112,0.0586
0.0,-0.001,0.0067,-0.0018,-0.0028,0.0,-0.0032,0.0079,-0.0001,0.0057,-0.0003
0.0,-0.0344,0.0405,0.0622,0.0548,-0.0325,0.0561,-0.0137,0.0415,0.0395,0.0
