protected,f0
0.2523,0.504
0.2518,0.4997
0.2538,0.5007
0.2511,0.5068
0.2443,0.4913
0.2513,0.5014
0.2481,0.4913
0.2571,0.5128
0.2543,0.4978
0.2437,0.4982
0.2474,0.5048
0.2551,0.4984
0.2468,0.4975
0.2554,0.4997
0.2526,0.5066
0.248,0.5015
0.247,0.4981
0.2532,0.5043
0.2498,0.504
0.2472,0.5004
0.2495,0.4999
0.2478,0.5018
0.2486,0.4954
0.246,0.4879
0.2501,0.4964
0.2401,0.4937
0.2489,0.4949
0.2461,0.4992
0.2463,0.498
0.2541,0.4983
0.2533,0.5007
0.2448,0.492
0.2486,0.5036
0.2554,0.5072
0.2448,0.4981
0.2451,0.5015
0.2499,0.499
0.2509,0.5058
0.2491,0.5009
0.2494,0.495
0.2511,0.5003
0.2471,0.498
0.2538,0.495
0.2484,0.5006
0.2454,0.4978
0.251,0.5008
0.2557,0.5051
0.2491,0.5017
0.2431,0.4921
0.2531,0.4989
0.2467,0.5046
0.2547,0.5033
0.2494,0.5076
0.253,0.4975
0.243,0.4892
0.249,0.4998
0.2461,0.5054
0.2404,0.4938
0.2495,0.5016
0.2524,0.497
0.2467,0.5045
0.2491,0.5076
0.2527,0.5082
0.2519,0.4985
0.243,0.4965
0.2505,0.5022
0.2466,0.4954
0.2512,0.4991
0.2456,0.5012
0.2495,0.4937
0.246,0.5008
0.2448,0.4948
0.2479,0.5014
0.2471,0.495
0.2536,0.5015
0.2442,0.4973
0.254,0.512
0.2513,0.5059
0.2437,0.4922
0.2582,0.5097
0.2518,0.4992
0.2493,0.4957
0.2461,0.4928
0.2498,0.4928
0.25,0.5016
0.2462,0.491
0.2477,0.4924
0.2448,0.4935
0.2566,0.5084
0.2524,0.4992
0.2447,0.4947
0.2514,0.5095
0.2544,0.5044
0.2487,0.4909
0.2432,0.4964
0.2476,0.4967
0.249,0.5112
0.2431,0.4961
0.2527,0.4948
0.2533,0.506
