protected,f0
-0.2541,0.5006
0.2511,0.5017
-0.2457,0.4993
0.2508,0.4976
0.2519,0.4971
0.2565,0.5035
0.2493,0.5039
0.2519,0.4999
0.2515,0.4939
0.2497,0.4996
0.2529,0.4965
0.2462,0.492
-0.2532,0.5074
0.2509,0.4973
0.2427,0.4952
0.2477,0.5007
0.2499,0.5103
0.2522,0.5043
0.2553,0.506
-0.2494,0.5028
-0.2424,0.4904
0.241,0.4926
0.2468,0.4935
0.2473,0.5059
0.2524,0.5011
0.2584,0.5049
0.2438,0.4967
0.2554,0.4996
0.2484,0.4976
-0.2474,0.499
0.2494,0.5003
0.2375,0.4929
0.2478,0.5028
-0.254,0.5039
0.2462,0.4995
0.2488,0.4915
0.2463,0.4944
0.2546,0.4975
0.2514,0.5006
0.2446,0.4976
0.2519,0.5027
-0.2445,0.4931
0.2526,0.5007
0.2511,0.4998
0.2473,0.4952
0.2456,0.5025
0.257,0.5085
0.2476,0.4949
0.2577,0.502
-0.253,0.5047
0.253,0.5026
0.2538,0.5096
0.2535,0.5001
0.2566,0.5061
0.2457,0.4968
0.2488,0.4978
0.2543,0.4979
0.2573,0.5097
0.251,0.4955
0.2462,0.4983
0.2455,0.499
0.2489,0.496
-0.2477,0.4947
0.2454,0.4976
-0.2429,0.4954
0.2429,0.4917
0.2521,0.4966
-0.2553,0.5064
0.2442,0.4928
-0.2491,0.4996
0.2482,0.4958
0.2565,0.5009
0.2529,0.5052
0.2521,0.4979
0.2512,0.4995
0.2535,0.5
-0.2504,0.5008
0.2431,0.4966
0.2411,0.4918
0.2496,0.5001
0.2539,0.4926
-0.2493,0.5006
-0.2508,0.4986
0.254,0.5063
-0.2556,0.4965
0.251,0.5008
-0.245,0.495
0.2521,0.5016
-0.2407,0.4979
-0.2522,0.5032
-0.2609,0.5096
0.2527,0.4987
0.2529,0.4975
0.2559,0.5024
0.2499,0.4969
0.2509,0.5052
0.2545,0.5024
0.2431,0.5038
-0.2506,0.494
0.2444,0.4927
