protected,f0
0.253,-0.495
0.247,-0.4978
0.2557,-0.5024
0.2571,-0.5048
0.2476,-0.4944
0.2502,-0.4999
0.254,-0.5001
0.2496,-0.4985
0.2458,-0.4956
0.2474,-0.4995
0.2526,-0.5011
0.2523,-0.502
0.2498,-0.4977
0.2552,-0.5043
0.2462,-0.4929
0.2531,-0.5041
0.2519,-0.5068
0.2564,-0.5031
0.2451,-0.4942
0.2403,-0.4964
0.2536,-0.4995
0.2512,-0.5065
0.2502,-0.5069
0.2463,-0.4928
0.2512,-0.5013
0.2507,-0.4975
0.2531,-0.4999
0.2492,-0.496
0.2501,-0.5005
0.2469,-0.494
0.2544,-0.501
0.2539,-0.506
0.2479,-0.4942
0.2398,-0.4978
0.2482,-0.497
0.2425,-0.4946
0.2449,-0.4943
0.2398,-0.4962
0.2507,-0.5052
0.2472,-0.4919
0.25,-0.5082
0.2485,-0.4966
0.2483,-0.4989
0.2494,-0.4956
0.2475,-0.4967
0.2468,-0.5077
0.2494,-0.5038
0.2444,-0.4989
0.2487,-0.4992
0.245,-0.4929
0.2594,-0.5054
0.2511,-0.4986
0.2538,-0.5033
0.2548,-0.5004
0.2496,-0.5079
0.2585,-0.5096
0.2508,-0.5
0.2523,-0.5003
0.2532,-0.5013
0.2432,-0.4935
0.2439,-0.4872
0.2459,-0.4944
0.2496,-0.5039
0.2531,-0.5005
0.2497,-0.5045
0.2532,-0.5023
0.2444,-0.4937
0.2481,-0.4929
0.2475,-0.4966
0.2554,-0.5037
0.2496,-0.5001
0.2523,-0.4984
0.2451,-0.4998
0.2493,-0.5072
0.2425,-0.4909
0.2458,-0.4987
0.2476,-0.4979
0.2474,-0.4904
0.2507,-0.5025
0.2507,-0.5015
0.2511,-0.4959
0.2556,-0.5015
0.2553,-0.5064
0.2522,-0.5057
0.2512,-0.4973
0.2517,-0.494
0.249,-0.5025
0.2546,-0.5013
0.2427,-0.4992
0.256,-0.5083
0.2507,-0.4983
0.2473,-0.499
0.2537,-0.5134
0.2537,-0.5054
0.2485,-0.5012
0.2492,-0.5054
0.2557,-0.4983
0.2538,-0.5033
0.2486,-0.4995
0.2476,-0.4955
