protected,f0
0.2478,-0.4964
0.2449,-0.4988
0.2396,-0.4941
0.2485,-0.5027
0.2561,-0.5
0.2462,-0.5042
0.2469,-0.5057
0.2494,-0.5063
0.2432,-0.4923
0.2536,-0.4986
0.2488,-0.5046
0.2457,-0.5007
0.2569,-0.5049
0.2475,-0.4939
0.2436,-0.4951
0.2431,-0.4953
0.2461,-0.4882
0.2515,-0.5033
0.2452,-0.4969
0.2534,-0.4979
0.2538,-0.4984
0.2471,-0.4985
0.2452,-0.4988
0.245,-0.4952
0.248,-0.4958
0.2477,-0.4972
0.2483,-0.4893
0.2496,-0.5007
0.2426,-0.4951
0.2475,-0.4952
0.2493,-0.5028
0.2472,-0.5028
0.2469,-0.4948
0.2474,-0.4999
0.2476,-0.5039
0.2488,-0.4979
0.2459,-0.4974
0.247,-0.4977
0.2525,-0.5082
0.2503,-0.504
0.2438,-0.4943
0.249,-0.5014
0.2423,-0.492
0.2522,-0.5031
0.2603,-0.5104
0.2584,-0.5035
0.2479,-0.4962
0.2511,-0.5017
0.2505,-0.5043
0.2386,-0.4953
0.256,-0.4974
0.2456,-0.4998
0.2469,-0.5001
0.2427,-0.4974
0.2548,-0.5016
0.2492,-0.4953
0.2443,-0.4984
0.2565,-0.5021
0.2469,-0.5004
0.2569,-0.5053
0.248,-0.493
0.2506,-0.4991
0.2484,-0.4991
0.2525,-0.4995
0.2474,-0.4942
0.2486,-0.5024
0.2493,-0.4946
0.2596,-0.5022
0.2475,-0.4931
0.2575,-0.5063
0.2545,-0.4986
0.2581,-0.5138
0.252,-0.4935
0.2509,-0.5059
0.2515,-0.5019
0.2452,-0.4955
0.2496,-0.499
0.2517,-0.5074
0.2511,-0.5015
0.2547,-0.502
0.249,-0.4986
0.2539,-0.4998
0.2504,-0.497
0.255,-0.5062
0.2549,-0.5048
0.2526,-0.5108
0.245,-0.4933
0.2407,-0.4908
0.2521,-0.5008
0.2565,-0.503
0.2485,-0.5037
0.2551,-0.5064
0.2519,-0.502
0.2436,-0.492
0.2498,-0.5036
0.2545,-0.4916
0.2499,-0.497
0.248,-0.4974
0.2481,-0.5026
0.2545,-0.5049
