protected,f0
0.2453,-0.4902
0.0,0.0
0.0,-0.2482
0.0,-0.2481
0.0,-0.2501
-0.2541,-0.2541
0.0,-0.2499
0.2438,-0.4988
0.0,-0.2543
0.2427,-0.4899
0.2446,-0.4932
0.0,-0.2577
0.0,-0.2484
0.2401,-0.4855
0.252,-0.4962
0.2427,-0.4995
0.0,-0.2469
0.0,-0.2497
0.0,-0.2517
0.0,-0.2486
0.2578,-0.5045
0.0,-0.254
0.0,-0.2534
0.0,-0.2498
0.0,-0.2484
0.2584,-0.5111
0.0,-0.245
0.0,-0.2479
0.0,-0.2483
0.0,0.0
0.0,-0.2501
0.2456,-0.4978
0.0,-0.2364
0.0,-0.2559
0.2489,-0.4983
0.0,0.0
0.0,-0.254
0.0,-0.2546
0.0,-0.2527
0.0,-0.2472
0.0,-0.2432
0.0,-0.2475
0.0,-0.2485
0.0,-0.2453
0.2529,-0.4941
0.2449,-0.4951
0.0,-0.2516
0.0,-0.2498
0.2438,-0.5042
0.252,-0.5035
0.248,-0.5027
0.0,-0.2506
0.0,-0.2518
0.0,-0.2545
0.0,-0.2523
0.0,-0.2501
0.2519,-0.5038
0.0,-0.2461
0.0,-0.2442
0.2539,-0.5019
0.0,-0.2494
0.2528,-0.5014
0.2472,-0.5037
0.2499,-0.4982
0.0,-0.2419
0.2494,-0.5006
0.2567,-0.4957
0.0,-0.2545
0.252,-0.496
0.0,0.0
0.0,-0.2577
0.0,0.0
0.2496,-0.5032
0.2481,-0.4934
0.2405,-0.4952
0.0,-0.2497
0.0,-0.249
0.0,-0.2515
0.0,-0.2491
0.0,-0.2524
0.2495,-0.4989
0.2536,-0.5037
0.0,-0.2542
0.0,-0.2468
0.0,-0.2574
0.0,-0.2483
0.2448,-0.4993
0.0,-0.2459
0.0,-0.247
0.0,-0.2495
0.2523,-0.4989
0.2508,-0.4961
0.0,-0.2404
0.0,-0.2481
0.2542,-0.4987
0.2529,-0.5019
0.2501,-0.493
0.2458,-0.5017
0.2446,-0.4938
0.0,0.0
