protected,f0
0.2554,0.4944
0.2488,0.5039
0.2501,0.4994
0.2455,0.4994
0.2481,0.4931
0.2518,0.5002
0.2563,0.5026
0.2564,0.4982
0.2523,0.4965
0.2598,0.5019
0.2509,0.5006
0.2492,0.4991
0.2431,0.4939
0.2487,0.505
0.2515,0.5016
0.2478,0.4977
0.2559,0.493
0.2507,0.4998
0.2476,0.4996
0.2523,0.4956
0.2485,0.4942
0.2532,0.5066
0.2499,0.4989
0.2484,0.499
0.2537,0.4983
0.2499,0.5026
0.2496,0.4983
0.2441,0.5029
0.2515,0.5067
0.2535,0.4984
0.2503,0.498
0.2451,0.4957
0.2534,0.5003
0.2578,0.5033
0.2497,0.5063
0.2474,0.4982
0.2482,0.5035
0.2404,0.4832
0.2475,0.4949
0.2533,0.5022
0.2491,0.4914
0.2529,0.5029
0.2451,0.4944
0.2562,0.5079
0.2482,0.4999
0.2526,0.5087
0.2523,0.4969
0.2492,0.5031
0.2461,0.4951
0.2533,0.4991
0.2528,0.5016
0.2493,0.4963
0.2534,0.5057
0.2547,0.5026
0.2532,0.5126
0.2469,0.4987
0.2539,0.5023
0.2496,0.4954
0.2492,0.4965
0.2468,0.5059
0.245,0.5013
0.2501,0.5028
0.2526,0.5059
0.2478,0.5006
0.2487,0.4974
0.255,0.5039
0.2496,0.5057
0.2417,0.4908
0.2482,0.4948
0.2493,0.495
0.2524,0.5
0.2492,0.4984
0.2539,0.4991
0.2514,0.5079
0.2508,0.4986
0.2501,0.5018
0.266,0.5053
0.2481,0.5061
0.2575,0.5057
0.25,0.5017
0.2523,0.4953
0.2486,0.4994
0.2441,0.4957
0.2474,0.5042
0.251,0.5011
0.2537,0.5008
0.2514,0.5041
0.2525,0.5027
0.2409,0.4958
0.2456,0.4995
0.2534,0.506
0.2549,0.5032
0.2516,0.5012
0.2491,0.4945
0.2546,0.4966
0.2505,0.5075
0.2479,0.4908
0.2507,0.5034
0.2427,0.501
0.2511,0.4931
