protected,f0
0.2542,-0.5056
0.2557,-0.5053
0.2506,-0.5112
0.2469,-0.4959
0.2433,-0.4867
0.2452,-0.4974
0.2516,-0.5024
0.2522,-0.4992
0.2472,-0.4921
0.2538,-0.5064
0.2456,-0.5058
0.2491,-0.4928
0.2484,-0.4955
0.2525,-0.5062
0.2506,-0.5006
0.2523,-0.5026
0.2441,-0.4995
0.2457,-0.5016
0.2475,-0.5054
0.2463,-0.4967
0.2474,-0.5011
0.2474,-0.497
0.2422,-0.49
0.2564,-0.5045
0.2409,-0.4951
0.2504,-0.4958
0.2437,-0.4913
0.2443,-0.4958
0.2508,-0.4983
0.247,-0.494
0.2485,-0.5004
0.2497,-0.5032
0.2506,-0.5107
0.2493,-0.4976
0.244,-0.4887
0.2534,-0.5053
0.2571,-0.5028
0.2564,-0.5006
0.2535,-0.5003
0.2443,-0.4926
0.2558,-0.4984
0.2584,-0.5071
0.2484,-0.4996
0.2579,-0.5073
0.2532,-0.5047
0.26,-0.5103
0.2473,-0.4915
0.2515,-0.4912
0.2457,-0.4934
0.2549,-0.5042
0.2501,-0.5019
0.2483,-0.5001
0.2545,-0.5004
0.2513,-0.5053
0.2453,-0.4985
0.2489,-0.4976
0.2474,-0.4982
0.246,-0.4943
0.2611,-0.5143
0.2514,-0.5011
0.2482,-0.5006
0.2507,-0.4973
0.2426,-0.4992
0.2537,-0.5
0.2537,-0.5055
0.2486,-0.5015
0.25,-0.4953
0.2525,-0.5026
0.2502,-0.4967
0.2497,-0.509
0.2446,-0.4994
0.2477,-0.5041
0.2479,-0.5037
0.2532,-0.4997
0.2436,-0.4997
0.2526,-0.4983
0.2556,-0.5041
0.2545,-0.5055
0.253,-0.4988
0.2573,-0.4951
0.2518,-0.4941
0.2413,-0.4899
0.2527,-0.5032
0.2526,-0.5023
0.2479,-0.4939
0.2599,-0.5071
0.2459,-0.4902
0.2551,-0.4996
0.2522,-0.4985
0.2473,-0.4957
0.2578,-0.5051
0.2497,-0.5018
0.2497,-0.4932
0.2381,-0.4946
0.2537,-0.5051
0.2467,-0.5017
0.2502,-0.4968
0.2494,-0.4971
0.2456,-0.5009
0.2526,-0.4995
