protected,f0,accuracy
0.2509,-0.4999,0.695
0.2508,-0.4956,0.7063
0.2497,-0.501,0.7037
0.2413,-0.4939,0.7011
0.2543,-0.5126,0.6956
0.257,-0.5054,0.6961
0.2447,-0.4974,0.6969
0.2464,-0.4958,0.6982
0.2562,-0.5109,0.699
0.2536,-0.5055,0.7022
0.2487,-0.4968,0.697
0.2534,-0.5047,0.6945
0.2563,-0.5085,0.6955
0.246,-0.507,0.7025
0.2413,-0.4956,0.7061
0.244,-0.4942,0.6973
0.2504,-0.498,0.6941
0.2507,-0.5005,0.6932
0.258,-0.4977,0.7002
0.2483,-0.4953,0.6978
0.2531,-0.506,0.6995
0.2492,-0.497,0.6988
0.2454,-0.4905,0.6998
0.2542,-0.5059,0.7048
0.2494,-0.5055,0.7004
0.2504,-0.5023,0.6965
0.2475,-0.4982,0.6939
0.2536,-0.5032,0.6932
0.2509,-0.5041,0.6943
0.253,-0.5051,0.7004
0.2485,-0.5032,0.7082
0.2466,-0.5035,0.7075
0.2572,-0.5051,0.6949
0.2483,-0.4983,0.6974
0.2493,-0.4937,0.7001
0.2422,-0.4944,0.6989
0.2464,-0.5036,0.6974
0.2531,-0.5054,0.7025
0.2492,-0.4962,0.7032
0.2507,-0.4961,0.6946
0.2506,-0.4977,0.7031
0.2486,-0.4911,0.6997
0.2576,-0.5059,0.696
0.2503,-0.4924,0.6943
0.2512,-0.4981,0.6956
0.2511,-0.5029,0.6943
0.2486,-0.4951,0.6902
0.2531,-0.5002,0.7059
0.253,-0.4994,0.7119
0.2544,-0.504,0.7057
0.2586,-0.5043,0.6986
0.2501,-0.5018,0.6935
0.2553,-0.5027,0.7074
0.249,-0.5031,0.6997
0.2546,-0.5054,0.7026
0.2497,-0.497,0.6989
0.2525,-0.4979,0.7025
0.262,-0.5139,0.7048
0.2503,-0.5006,0.7099
0.2566,-0.5022,0.692
0.2553,-0.5005,0.7022
0.2465,-0.499,0.6983
0.2497,-0.5025,0.7019
0.2545,-0.5102,0.6947
0.2536,-0.508,0.6915
0.2551,-0.5036,0.6937
0.2555,-0.5036,0.6927
0.2455,-0.4969,0.6992
0.2443,-0.4971,0.6939
0.2531,-0.5045,0.6961
0.2507,-0.5005,0.6946
0.2465,-0.4985,0.7042
0.2493,-0.496,0.6979
0.2546,-0.4979,0.7002
0.2608,-0.5088,0.6965
0.2481,-0.4993,0.6988
0.2476,-0.4973,0.6977
0.253,-0.5006,0.7036
0.2461,-0.4998,0.6985
0.2533,-0.5011,0.704
0.2514,-0.5027,0.6995
0.2491,-0.4968,0.6987
0.2516,-0.5031,0.6968
0.2452,-0.4934,0.6967
0.2561,-0.5038,0.6901
0.252,-0.5037,0.7074
0.2506,-0.4995,0.706
0.2455,-0.4975,0.697
0.2489,-0.5014,0.7058
0.2488,-0.494,0.7062
0.2499,-0.506,0.7017
0.2502,-0.4994,0.6898
0.2478,-0.5023,0.6951
0.2503,-0.4962,0.703
0.243,-0.4979,0.703
0.2582,-0.508,0.71
0.2533,-0.5015,0.7045
0.2552,-0.5118,0.7023
0.2523,-0.5077,0.6963
0.2548,-0.5006,0.7044
