protected,f0,accuracy
-0.254,0.5003,0.7535
0.2503,0.4994,0.7506
0.2471,0.4972,0.7547
0.2538,0.496,0.7479
0.2499,0.5014,0.7378
-0.2455,0.4924,0.7429
0.2493,0.4965,0.7473
0.2529,0.5077,0.7541
0.2479,0.504,0.7524
0.245,0.4968,0.7513
0.2535,0.4997,0.749
0.2499,0.508,0.756
0.2484,0.4974,0.7433
0.2486,0.4927,0.7509
-0.2488,0.5015,0.7483
0.2494,0.4989,0.7538
0.2541,0.5074,0.7516
0.2503,0.5002,0.7578
0.2545,0.5043,0.7547
0.2473,0.5011,0.7506
0.2458,0.4993,0.7525
0.2527,0.5017,0.756
0.258,0.5016,0.747
0.2526,0.4969,0.7474
0.2453,0.497,0.748
-0.248,0.4982,0.751
-0.2486,0.5042,0.7523
0.2539,0.5067,0.7564
0.249,0.4966,0.745
-0.2549,0.5091,0.744
0.2535,0.4973,0.7518
0.2506,0.4992,0.7516
0.2522,0.5108,0.7521
0.2476,0.4955,0.7541
0.255,0.5031,0.7469
0.2472,0.499,0.7461
0.243,0.5024,0.7542
0.2416,0.4919,0.7453
0.2496,0.4988,0.758
0.2544,0.5046,0.7529
-0.2476,0.4924,0.7538
-0.2539,0.4976,0.7524
0.2534,0.4997,0.7555
-0.2451,0.4947,0.7462
-0.2493,0.4976,0.7525
0.2468,0.5031,0.7515
0.2491,0.4978,0.7451
0.2555,0.5001,0.7521
0.247,0.4999,0.7526
0.2466,0.4953,0.747
0.2519,0.5013,0.7425
0.2454,0.4948,0.7455
0.2383,0.4897,0.7511
0.2439,0.4908,0.7498
-0.2503,0.5022,0.7503
0.2483,0.4965,0.7465
0.2473,0.4929,0.7526
0.2477,0.4942,0.7534
0.2429,0.4915,0.752
0.2537,0.498,0.7436
0.2605,0.5122,0.7438
0.2403,0.4835,0.7386
0.2441,0.501,0.7539
0.2548,0.5029,0.7476
0.2445,0.4986,0.7498
0.2463,0.5017,0.7575
0.2578,0.5027,0.7487
0.2508,0.4892,0.7589
0.2489,0.4966,0.7511
0.2468,0.4926,0.7533
-0.2448,0.4993,0.7453
0.2523,0.4997,0.7481
0.2549,0.5094,0.7537
0.2501,0.5056,0.747
0.258,0.5114,0.7496
0.2496,0.5021,0.7511
-0.248,0.4996,0.75
0.2505,0.501,0.7548
-0.2442,0.4994,0.7498
0.2519,0.5038,0.7561
0.2544,0.5002,0.7444
0.2534,0.5067,0.7474
0.2498,0.5003,0.7506
0.2483,0.5002,0.7531
0.2497,0.5012,0.7485
0.2491,0.5043,0.7494
0.2477,0.4979,0.7457
-0.2513,0.5028,0.7448
-0.2504,0.4966,0.7504
0.2539,0.5097,0.7513
0.2439,0.495,0.7464
0.251,0.5016,0.7513
0.2476,0.4985,0.752
0.2453,0.4979,0.7497
0.2547,0.4974,0.7445
0.2563,0.5016,0.7527
0.2409,0.4867,0.7575
-0.244,0.4968,0.7537
0.2543,0.4984,0.751
0.2512,0.5045,0.7484
