protected,f0
0.2492,-0.5013
0.2441,-0.4992
0.2572,-0.5054
0.2506,-0.4918
0.2515,-0.5012
0.2509,-0.5052
0.2543,-0.5024
0.2522,-0.4958
0.2499,-0.5054
0.2519,-0.5011
0.2466,-0.4965
0.2504,-0.4969
0.2509,-0.5073
0.2516,-0.4995
0.2565,-0.5037
0.2476,-0.5049
0.2436,-0.4967
0.2468,-0.4916
0.2482,-0.4985
0.256,-0.5029
0.2443,-0.4932
0.2492,-0.508
0.2489,-0.5025
0.2477,-0.5024
0.2553,-0.498
0.2498,-0.504
0.2535,-0.5048
0.2531,-0.5024
0.245,-0.4988
0.2453,-0.503
0.2512,-0.4991
0.2484,-0.5078
0.2498,-0.5012
0.2492,-0.4954
0.2456,-0.4924
0.2468,-0.4928
0.249,-0.5005
0.2539,-0.5075
0.2438,-0.4928
0.2465,-0.5016
0.2453,-0.4974
0.251,-0.4961
0.2482,-0.5002
0.2445,-0.4988
0.2558,-0.5069
0.2531,-0.5019
0.2546,-0.5086
0.249,-0.5066
0.2527,-0.5027
0.2555,-0.5039
0.2504,-0.4969
0.2448,-0.4967
0.2469,-0.5015
0.2505,-0.4966
0.2528,-0.5024
0.2498,-0.5011
0.2491,-0.5044
0.245,-0.4897
0.2511,-0.502
0.2538,-0.5045
0.244,-0.4946
0.2456,-0.5047
0.251,-0.5014
0.2548,-0.5051
0.2517,-0.5117
0.2493,-0.5018
0.2429,-0.4928
0.2502,-0.5046
0.2501,-0.5058
0.2563,-0.5078
0.2493,-0.4991
0.2526,-0.5042
0.2432,-0.4931
0.2497,-0.5039
0.2509,-0.5039
0.2475,-0.4939
0.252,-0.5015
0.2397,-0.5001
0.2468,-0.4936
0.2483,-0.4993
0.2585,-0.5063
0.2515,-0.4978
0.253,-0.5042
0.2523,-0.4996
0.242,-0.4953
0.2587,-0.5107
0.2411,-0.4896
0.2533,-0.4996
0.2437,-0.4921
0.2501,-0.4959
0.2547,-0.5029
0.2539,-0.5059
0.2518,-0.4939
0.25,-0.5006
0.2511,-0.5082
0.2476,-0.4949
0.2482,-0.5008
0.2489,-0.496
0.2496,-0.4956
0.25,-0.506
