protected,f0
0.2544,0.4991
0.2509,0.5027
0.2471,0.4986
0.2566,0.5033
0.2534,0.5065
0.2518,0.5025
0.2538,0.4995
0.2517,0.5057
0.2491,0.4973
0.2445,0.4948
0.2492,0.4996
0.257,0.5037
0.2499,0.4944
0.2486,0.4989
0.2478,0.4972
0.2448,0.4967
0.2488,0.5029
0.2457,0.4866
0.2433,0.497
0.2497,0.4924
0.252,0.5051
0.2505,0.5019
0.2495,0.4992
0.2507,0.5074
0.2497,0.5043
0.2567,0.5072
0.2511,0.4962
0.2544,0.4979
0.2484,0.5074
0.2565,0.5085
0.2487,0.4958
0.2456,0.5022
0.2487,0.5012
0.2594,0.5022
0.2482,0.4954
0.2482,0.5046
0.2539,0.507
0.2577,0.5081
0.2496,0.502
0.2481,0.5074
0.2519,0.5005
0.2539,0.5011
0.2479,0.5018
0.2509,0.4993
0.2554,0.505
0.2496,0.4916
0.2454,0.4989
0.2477,0.4994
0.2455,0.4972
0.2511,0.5112
0.2456,0.4967
0.2499,0.4981
0.2582,0.5091
0.2418,0.4903
0.2483,0.4968
0.2558,0.4998
0.2489,0.4972
0.2524,0.4988
0.245,0.4916
0.2548,0.5035
0.2541,0.5098
0.2543,0.5098
0.2493,0.4919
0.2488,0.4982
0.2464,0.4936
0.2513,0.5018
0.2543,0.4988
0.2434,0.4918
0.2527,0.5044
0.2489,0.5049
0.2536,0.5012
0.2497,0.4968
0.2529,0.499
0.2515,0.5049
0.2487,0.4973
0.2518,0.5061
0.2473,0.4967
0.2456,0.5025
0.2442,0.4896
0.247,0.5049
0.2521,0.499
0.2525,0.5046
0.2473,0.4992
0.2448,0.4924
0.2486,0.5022
0.2534,0.5062
0.2547,0.5012
0.2497,0.4985
0.2536,0.5047
0.2518,0.5017
0.2565,0.5057
0.2508,0.5048
0.256,0.4947
0.248,0.4975
0.2615,0.5037
0.2526,0.5053
0.2455,0.4925
0.246,0.5019
0.249,0.5001
0.2453,0.502
