f0,f1,f2,f3,f4,f5,f6,protected
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.503,-0.5075,-0.5097,0.4838,-0.4968,-0.4782,0.4857,-0.493
0.0,0.0389,0.0236,-0.0035,0.0,-0.0151,0.0237,-0.0041
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.0064,0.0206,0.0235,0.0,0.0393,0.0223,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.0361,0.0855,0.0575,-0.037,0.0574,0.0751,0.0664
0.0,0.0289,-0.0101,0.0494,-0.011,-0.0091,0.0495,0.0503
0.0,0.0442,-0.0109,0.0466,0.0356,-0.0169,0.0,-0.0123
0.0,0.0522,-0.0158,0.0348,0.0522,-0.0042,0.0286,-0.0243
0.0,0.0432,-0.0206,0.0483,0.0,0.0602,0.0376,0.0346
0.0,0.0,0.0457,0.0606,-0.0148,0.0584,0.0744,0.0448
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0196,-0.0084,0.0399,-0.0086,-0.0062,-0.0091
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0038,0.0,0.0,0.0,0.0038,0.0,0.0038
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0046,0.0046,0.0046,0.0,0.0,0.0046,0.0
0.0,0.0,0.0,0.0,0.0087,0.0,0.0165,0.0086
0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0
0.0,0.0138,0.0,0.0,0.0071,0.0,0.0138,0.0074
0.0,0.0221,0.0,-0.0067,0.0182,-0.0034,0.0,0.0152
0.0,0.0519,-0.0194,-0.0039,-0.0195,0.0,-0.021,-0.0207
0.0,0.0,0.0,0.0086,-0.0081,0.0,0.0,0.0172
0.0,0.0,0.0,-0.0054,0.0,0.0119,0.0159,0.0122
0.0,0.0,0.0611,0.031,0.0328,0.0298,0.0296,0.0
0.0,0.0168,0.0,0.0119,0.0,0.0,-0.0082,0.0256
0.0,0.0474,-0.0055,0.0317,0.0423,-0.0254,-0.0086,0.0611
0.0,0.0357,0.0,0.0258,0.0257,0.0358,0.0253,-0.0037
0.0,0.0096,0.0084,0.0,0.0135,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.0167,0.0455,-0.012,0.0412,0.0,-0.0166,0.0334
0.0,0.0,0.0031,0.0,0.0,0.0031,0.0031,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0465,0.0414,-0.0388,0.0,-0.0323,0.0609,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0796,0.0496,-0.0164,0.0471,0.0642,0.0643,0.0
0.0,0.0321,0.0305,0.0,-0.017,-0.015,-0.0129,0.0592
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.008,0.0126,0.0126,0.0,-0.0041,0.0126,0.0
0.0,0.0069,0.0106,0.0072,0.0,0.0,0.0,0.0
0.0,-0.0133,0.047,-0.0293,0.0681,-0.021,-0.029,0.0
0.0,0.0217,0.0,0.0387,-0.0188,-0.0166,0.0,0.034
0.0,0.0487,-0.0245,0.0,0.0657,0.0834,-0.0235,-0.0432
0.0,0.0,0.0,0.0396,-0.0162,0.0317,-0.016,0.0202
0.0,0.0153,-0.0041,-0.0039,0.0155,0.0186,0.0186,0.0
0.0,0.0362,-0.0171,-0.0081,-0.0032,-0.0043,0.0369,0.0404
0.0,0.0,0.0,0.0195,-0.0035,0.0187,0.0199,0.0177
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.0035,0.0214,0.0262,-0.0066,-0.004,0.0,0.0191
0.0,0.0041,0.0084,0.0084,0.0,0.0084,0.0,0.0084
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.004,-0.0113,-0.0046,0.032,0.0287,-0.0085
0.0,-0.0283,-0.0295,0.0,0.0305,0.0,0.0593,-0.0267
0.0,-0.0301,0.0,0.0524,0.0429,0.0,-0.0242,0.046
0.0,0.0154,0.0,0.0,-0.0048,-0.0029,-0.0031,0.0
0.0,0.0402,-0.0037,0.0362,0.0354,-0.0176,-0.0039,0.0416
0.0,0.0,0.0084,0.0169,0.0,0.0087,0.0,0.0169
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.0108,-0.0246,-0.015,-0.0101,-0.0238,0.0607,0.0489
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0064,0.0,0.0,0.0026,0.0,0.0064
0.0,0.0,0.0079,0.0,0.0,0.0,0.004,0.0
0.0,-0.036,0.0832,0.1114,-0.0257,-0.0342,0.0792,-0.0484
0.0,0.0183,-0.004,0.0215,0.0176,-0.0038,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0029,0.0029,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5057,-0.4892,-0.4891,-0.49,-0.4876,-0.4971,-0.499,-0.4981
-0.5072,-0.4704,-0.4572,-0.4856,0.412,0.4337,-0.5003,-0.442
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5067,-0.4891,0.4824,-0.4938,-0.5038,-0.5016,0.4716,0.4695
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0152,0.0152,0.0152,0.0085,0.0,0.0,-0.0078
-0.5043,-0.501,-0.4965,-0.4939,-0.4987,0.4782,-0.4845,0.4665
0.0,0.0,0.0295,-0.0111,0.0,0.0295,0.016,0.0163
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0116,0.0,0.0116,0.0075,0.0,0.0074
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0084,0.0,0.0,0.0038,0.0084,0.0084
0.0,-0.0401,0.0,-0.0314,-0.0396,0.0,0.0592,0.0531
0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0275,0.0407,0.0407,-0.0159,0.0243,-0.0119,0.0407
0.0,0.0543,-0.0133,0.0504,0.0378,0.0572,0.0412,0.0502
