protected,f0,accuracy
0.0,0.0,0.8057
0.0,0.0,0.8027
0.0,0.0,0.7929
0.0,0.0,0.7989
0.0,0.0,0.7995
0.0,0.0,0.7992
0.0,0.0,0.7986
0.0,0.0,0.7994
0.0,0.0,0.8002
0.0,0.0,0.8037
0.0,0.0,0.7961
0.0,0.0,0.7966
0.0,0.0,0.8021
0.0,0.0,0.8021
0.0,0.0,0.8012
0.0,0.0,0.8012
0.0,0.0,0.8016
0.0,0.0,0.7993
0.0,0.0,0.7961
0.0,0.0,0.8032
0.0,0.0,0.7926
0.0,0.0,0.7952
0.0,0.0,0.7936
0.0,0.0,0.7936
0.0,0.0,0.8022
0.0,0.0,0.7979
0.0,0.0,0.8008
0.0,0.0,0.7962
0.0,0.0,0.7994
0.0,0.0,0.8013
0.0,0.0,0.8014
0.0,0.0,0.7991
0.0,0.0,0.8006
0.0,0.0,0.7995
0.0,0.0,0.798
0.0,0.0,0.8014
0.0,0.0,0.8006
0.0,0.0,0.8
0.0,0.0,0.7954
0.0,0.0,0.7961
0.0,0.0,0.7986
0.0,0.0,0.8056
0.0,0.0,0.7951
0.0,0.0,0.7975
