protected,f0,accuracy
0.0,-0.5047,0.4987
0.0,0.0,0.498
0.0,0.0,0.4998
0.4935,0.2438,0.5016
0.0,0.247,0.5124
0.2474,0.2492,0.5143
0.0,0.0,0.5141
0.0,0.0,0.5085
-0.2486,-0.2492,0.5102
0.0,0.0,0.5116
0.0,0.0,0.5106
0.0,-0.5023,0.4998
0.0,0.0,0.5069
-0.4957,-0.2531,0.5129
0.2503,0.4977,0.5048
0.0,0.0,0.5196
0.0,0.0,0.5147
0.0,0.0,0.5127
-0.2503,0.0,0.486
0.2523,0.0,0.5133
0.0,0.0,0.5099
0.2517,0.2517,0.5016
0.0,0.0,0.5076
0.0,0.0,0.515
0.0,0.0,0.5101
0.0,0.0,0.5078
0.0,0.0,0.5117
-0.2487,-0.2539,0.5009
0.0,0.0,0.5117
0.0,0.0,0.5163
0.0,0.0,0.5057
0.0,0.0,0.5184
0.2488,0.2488,0.502
0.0,0.0,0.5179
0.0,0.0,0.5026
0.0,0.0,0.4962
0.0,0.0,0.5114
0.0,0.0,0.5073
0.0,0.2453,0.5158
0.0,0.0,0.5071
0.2476,0.2476,0.4996
0.0,0.2414,0.5126
-0.2503,0.0,0.5026
0.0,0.0,0.5091
0.2509,0.2522,0.5007
0.0,0.0,0.5101
0.0,0.0,0.5126
-0.2517,-0.5039,0.5024
0.0,0.0,0.5164
-0.2471,0.0,0.505
0.2459,0.0,0.5086
0.0,0.0,0.5119
0.0,0.0,0.5119
0.0,0.0,0.51
0.0,-0.2519,0.5019
0.0,0.2519,0.5093
0.0,0.0,0.5123
0.0,0.0,0.5028
0.0,0.0,0.5053
0.0,0.0,0.5067
0.0,0.0,0.5027
0.0,0.0,0.5072
0.0,0.0,0.5086
0.0,0.0,0.5063
0.0,0.0,0.5004
0.0,0.0,0.5023
0.0,0.2434,0.5067
0.2491,0.0,0.517
0.2514,-0.2529,0.4976
0.0,0.2482,0.5253
0.2491,0.2515,0.5091
0.0,0.0,0.5018
0.5031,0.2525,0.4914
0.4991,0.2465,0.4929
0.0,0.0,0.4974
0.0,0.0,0.5141
0.0,0.5017,0.491
0.0,-0.2435,0.4971
0.0,0.0,0.503
0.0,0.0,0.5129
0.2482,0.257,0.5047
0.0,0.2483,0.5188
-0.2453,-0.2489,0.4949
0.0,0.0,0.5113
0.0,0.2518,0.5074
0.0,0.0,0.5126
0.0,0.0,0.5128
0.0,0.0,0.511
0.0,0.0,0.499
0.0,0.0,0.504
0.0,0.0,0.5109
0.245,0.0,0.509
0.0,0.2552,0.5107
-0.2486,0.0,0.4923
0.0,0.2553,0.5076
0.2493,0.0,0.5089
0.0,0.0,0.5097
0.2434,0.0,0.5029
0.0,0.0,0.5159
0.0,0.2557,0.5085
