protected,f0,accuracy
0.4829,0.2607,0.5027
0.0,0.0,0.5013
0.0,0.0,0.516
0.0,0.0,0.5072
0.0,0.0,0.5075
0.0,0.0,0.5226
0.2457,-0.2479,0.5099
0.0,0.0,0.5202
0.0,0.0,0.5065
0.0,0.0,0.5161
-0.2459,-0.2459,0.5095
0.0,0.0,0.5136
0.0,0.0,0.5084
0.0,-0.2519,0.5107
0.0,0.0,0.5075
0.0,0.0,0.5195
0.0,0.0,0.5102
0.5017,0.0,0.5038
0.0,0.0,0.5093
0.0,0.0,0.4971
0.0,0.0,0.5098
0.0,0.0,0.5071
0.2548,0.2548,0.491
0.0,0.0,0.5032
0.2463,0.0,0.5055
0.0,0.0,0.5181
0.0,0.2516,0.4914
0.2511,0.2417,0.5116
0.4979,0.2426,0.5014
0.2588,0.2588,0.4822
0.0,0.2529,0.4975
0.0,0.0,0.5084
0.2455,0.25,0.5058
0.0,0.0,0.5101
0.2492,0.2546,0.4993
0.0,0.0,0.5143
0.0,-0.2485,0.5105
0.0,0.0,0.4971
0.0,0.0,0.5119
-0.2525,0.0,0.5114
0.0,0.0,0.5115
0.0,0.0,0.5113
0.0,0.0,0.5054
0.2445,0.0,0.5178
-0.2492,0.0,0.5088
0.2442,-0.4947,0.4941
0.0,0.0,0.5043
0.0,0.2418,0.5005
0.0,0.0,0.5105
0.0,-0.2483,0.503
0.0,0.0,0.509
0.0,0.0,0.5159
0.0,0.0,0.5198
0.244,0.252,0.5051
0.0,0.0,0.5091
0.0,0.0,0.5074
0.0,0.0,0.5011
0.0,0.0,0.5074
0.0,0.0,0.5089
0.0,0.0,0.504
0.0,0.0,0.5097
0.0,0.0,0.5173
0.0,0.0,0.5196
0.0,0.0,0.5119
0.2425,0.2523,0.5086
0.0,0.0,0.5193
0.2513,-0.5064,0.4958
0.0,-0.2533,0.5042
0.4985,0.2534,0.5008
0.2533,0.0,0.5016
0.0,0.0,0.5087
0.0,0.0,0.5126
-0.2458,0.0,0.5064
0.0,0.0,0.5128
0.0,0.0,0.5127
0.0,0.0,0.5114
0.0,0.2474,0.5147
0.0,0.0,0.5158
0.0,0.0,0.5115
0.0,0.0,0.5017
0.0,0.0,0.507
0.2476,0.0,0.5089
0.0,0.0,0.5155
0.0,0.0,0.5068
0.0,0.0,0.5079
0.0,0.0,0.5118
0.0,0.0,0.5095
0.2469,-0.4947,0.4989
0.0,0.0,0.5101
0.2555,-0.4984,0.5046
0.0,0.0,0.5121
0.0,0.0,0.5092
-0.2542,0.0,0.5072
0.0,0.0,0.5175
0.0,0.0,0.5084
0.0,0.0,0.5136
0.2508,0.2506,0.5028
-0.509,0.2525,0.5007
0.0,0.0,0.5079
0.0,0.0,0.5091
