protected,f0,accuracy
0.0,0.0,0.7006
0.0,0.0,0.6986
0.0,0.0,0.699
0.0,0.0,0.7048
0.0,0.0,0.6968
0.0,0.0,0.7037
0.0,0.0,0.6982
0.0,0.0,0.7006
0.0,0.0,0.7063
0.0,0.0,0.7005
0.0,0.0,0.7062
0.0,0.0,0.6933
0.0,0.0,0.6985
0.0,0.0,0.6944
0.0,0.0,0.6989
0.0,0.0,0.7037
0.0,0.0,0.7057
0.0,0.0,0.6856
0.0,0.0,0.7018
0.0,0.0,0.7007
0.0,0.0,0.7046
0.0,0.0,0.692
0.0,0.0,0.6982
0.0,0.0,0.7068
0.0,0.0,0.7005
0.0,0.0,0.6963
0.0,0.0,0.695
0.0,0.0,0.6969
0.0,0.0,0.703
0.0,0.0,0.6972
0.0,0.0,0.7025
0.0,0.0,0.7003
0.0,0.0,0.7002
0.0,0.0,0.7061
0.0,0.0,0.6992
0.0,0.0,0.703
0.0,0.0,0.6933
0.0,0.0,0.7013
0.0,0.0,0.7027
0.0,0.0,0.7053
0.0,0.0,0.6996
0.0,0.0,0.6923
0.0,0.0,0.6969
0.0,0.0,0.7109
0.0,0.0,0.7059
