protected,f0,accuracy
0.0,0.0,0.9025
0.0,0.0,0.9007
0.0,0.0,0.9015
0.0,0.0,0.8953
0.0,0.0,0.9047
0.0,0.0,0.901
0.0,0.0,0.899
0.0,0.0,0.8968
0.0,0.0,0.9065
0.0,0.0,0.8974
0.0,0.0,0.902
0.0,0.0,0.9061
0.0,0.0,0.9019
0.0,0.0,0.9019
0.0,0.0,0.8955
0.0,0.0,0.9022
0.0,0.0,0.9056
0.0,0.0,0.8978
0.0,0.0,0.8977
0.0,0.0,0.9014
0.0,0.0,0.9027
0.0,0.0,0.8929
0.0,0.0,0.9007
0.0,0.0,0.9064
0.0,0.0,0.8964
0.0,0.0,0.9021
0.0,0.0,0.8993
0.0,0.0,0.9006
0.0,0.0,0.8999
0.0,0.0,0.9014
0.0,0.0,0.8942
0.0,0.0,0.9005
0.0,0.0,0.8978
0.0,0.0,0.9008
0.0,0.0,0.8966
0.0,0.0,0.895
0.0,0.0,0.899
0.0,0.0,0.8986
0.0,0.0,0.8995
0.0,0.0,0.8992
0.0,0.0,0.9034
0.0,0.0,0.8939
0.0,0.0,0.9021
0.0,0.0,0.8958
0.0,0.0,0.8938
