protected,f0,accuracy
0.0,0.0,0.4982
0.0,0.0,0.4986
0.2484,0.2484,0.4995
0.0,0.0,0.5006
0.4976,0.0,0.508
0.5062,0.0,0.5055
-0.4929,0.0,0.4987
0.2503,0.0,0.5039
0.2502,0.2502,0.5094
0.0,0.249,0.4965
-0.4988,0.0,0.5038
0.0,-0.2502,0.5066
-0.5057,0.0,0.5013
-0.2466,-0.2439,0.4934
-0.254,-0.254,0.495
0.0,0.0,0.4969
-0.5028,0.2534,0.4974
-0.2518,0.0,0.4987
-0.5016,0.2592,0.4992
0.0,0.0,0.5016
0.0,0.2568,0.5064
-0.254,-0.2461,0.4981
0.0,-0.5028,0.5013
-0.2556,0.0,0.5042
0.5017,0.2544,0.4946
0.2475,0.2509,0.5039
0.0,0.2545,0.5027
0.5018,0.2541,0.5088
0.0,0.0,0.5045
0.0,0.0,0.5042
0.2494,0.0,0.5056
0.0,0.0,0.5046
0.5035,0.2542,0.4968
0.0,0.0,0.505
0.0,0.0,0.5045
0.2507,0.2507,0.4909
0.0,0.5022,0.5011
0.0,0.0,0.505
0.4935,0.0,0.4973
0.0,0.0,0.5004
0.0,0.2482,0.493
0.2525,0.2525,0.4979
0.0,0.0,0.5089
-0.4939,0.0,0.4933
0.5066,0.2478,0.5046
0.0,0.2437,0.4987
0.4941,0.0,0.4937
0.2475,0.0,0.5097
0.0,0.0,0.5039
0.0,0.248,0.4965
0.0,0.4998,0.504
0.0,0.0,0.5018
0.0,0.0,0.4991
0.0,0.0,0.4982
0.4981,0.2487,0.5065
0.25,0.4997,0.499
0.0,0.2522,0.491
0.2533,0.2533,0.4899
-0.2535,0.0,0.4943
0.247,0.0,0.5002
-0.2493,0.0,0.4968
0.0,0.2567,0.4993
0.2481,0.2481,0.4982
0.244,0.4949,0.503
0.0,-0.5005,0.5108
0.2425,-0.4953,0.4941
0.2505,0.496,0.5072
0.2465,0.2513,0.5042
0.247,0.2525,0.5002
0.4974,-0.2524,0.4953
-0.2585,0.0,0.4949
-0.2465,-0.2465,0.4975
0.2601,0.0,0.5074
0.0,0.5022,0.4987
0.2479,0.252,0.4938
-0.503,-0.4968,0.5
0.0,-0.5018,0.5019
-0.4978,0.2502,0.4989
0.2477,-0.5039,0.4949
0.0,-0.2482,0.4985
0.255,0.502,0.4985
-0.2541,0.2516,0.5019
0.0,0.0,0.4993
0.5026,0.2529,0.5037
0.2462,0.0,0.496
-0.2443,-0.2507,0.5046
0.2467,0.4962,0.5087
-0.247,-0.248,0.4954
-0.2534,-0.2534,0.5052
0.0,0.0,0.5038
0.2451,0.2575,0.5032
0.0,0.2425,0.5025
-0.2507,0.0,0.494
-0.2564,0.0,0.5071
-0.248,-0.248,0.5027
0.0,0.0,0.5036
0.0,0.249,0.4938
0.2512,0.2512,0.4988
0.248,0.2473,0.5036
0.0,0.2583,0.4935
