protected,f0,accuracy
-0.2553,-0.2534,0.496
0.0,0.2465,0.4962
0.0,0.0,0.5009
0.2492,0.0,0.5022
0.0,0.0,0.509
0.0,-0.248,0.5053
0.0,0.0,0.503
0.0,0.5007,0.4962
0.0,-0.2501,0.5004
0.0,-0.254,0.4969
0.2506,0.2506,0.4936
-0.2503,-0.2492,0.4975
0.25,0.0,0.5021
0.0,0.0,0.5025
0.2492,-0.4995,0.5027
-0.5123,-0.5012,0.5085
0.0,-0.2485,0.4964
-0.2605,-0.4906,0.4964
0.0,0.0,0.4939
0.2525,0.2435,0.4998
0.2454,0.2454,0.5033
-0.5064,-0.2465,0.4955
0.2487,0.2495,0.4913
0.0,0.0,0.4977
0.2487,0.4938,0.5008
0.0,0.0,0.4929
0.0,0.0,0.5018
0.0,0.0,0.5052
-0.499,0.0,0.5099
0.0,0.5071,0.4922
-0.507,0.2601,0.499
0.0,0.0,0.5041
0.246,0.2464,0.4968
-0.4978,0.0,0.4998
0.4975,0.2468,0.5042
0.249,0.4963,0.5057
0.5031,0.0,0.5017
0.0,0.0,0.502
0.2507,0.4999,0.4983
-0.2504,-0.2444,0.5013
0.2501,0.0,0.497
0.248,0.0,0.5027
0.0,0.0,0.495
0.2413,0.2413,0.5056
0.0,0.0,0.4988
0.5004,0.2476,0.4972
0.5035,0.2521,0.4939
0.0,0.2495,0.4926
0.5034,0.0,0.5009
0.0,0.0,0.5013
0.0,-0.5083,0.5038
0.5081,0.0,0.498
-0.5028,0.0,0.4959
-0.2493,-0.2477,0.4979
-0.2507,-0.2507,0.498
-0.2493,0.494,0.5049
0.0,-0.2495,0.5041
0.4974,0.2547,0.4973
-0.5121,0.2544,0.4952
0.0,0.0,0.4991
-0.5037,0.2499,0.4868
0.0,0.0,0.4976
0.0,0.0,0.5022
-0.2478,-0.2478,0.4981
0.2547,0.0,0.4996
0.2469,0.0,0.5064
0.2493,0.2493,0.5012
0.0,0.2554,0.4968
0.0,0.2528,0.5065
0.0,0.0,0.5067
0.4968,0.0,0.51
0.4975,0.2379,0.4998
-0.4953,-0.4971,0.4971
0.0,-0.4946,0.4998
0.0,0.0,0.4913
0.0,0.2515,0.5003
0.0,0.2537,0.4912
0.2495,0.0,0.5036
-0.2497,0.0,0.4939
0.0,-0.501,0.5048
0.0,0.2534,0.5031
-0.2506,0.0,0.494
0.0,0.0,0.4971
0.0,0.0,0.4913
-0.2518,-0.2518,0.4982
0.5016,0.2509,0.4993
0.0,-0.2535,0.4932
0.0,0.0,0.5069
-0.508,0.0,0.5096
0.504,0.0,0.5008
-0.2456,-0.2456,0.5042
0.2482,0.25,0.494
0.0,0.491,0.5015
0.2491,0.2491,0.4955
0.2463,0.2407,0.502
-0.5107,-0.4911,0.5054
0.2449,-0.4896,0.4921
-0.2559,0.0,0.4883
0.261,-0.5079,0.4855
-0.2521,-0.2521,0.5075
-0.2537,-0.5044,0.4943
0.0,0.0,0.4946
0.0,0.0,0.5052
0.2435,0.2435,0.5074
-0.5073,0.0,0.4996
0.2511,0.2493,0.4985
0.0,0.4905,0.4971
-0.5054,-0.509,0.4936
0.2474,-0.4941,0.5042
0.0,-0.4998,0.5009
0.0,0.4975,0.5021
0.0,-0.4962,0.5036
-0.5045,0.2474,0.5025
0.0,0.0,0.4912
0.2518,-0.4971,0.5033
-0.4968,0.0,0.5013
0.0,0.0,0.5002
0.0,0.2514,0.4992
0.0,0.4975,0.5052
0.0,0.0,0.5031
0.0,0.0,0.5032
0.0,-0.5027,0.5068
-0.247,-0.2514,0.4949
-0.2486,0.0,0.4992
0.2493,0.0,0.5102
0.2461,-0.5002,0.4975
0.2469,0.0,0.4926
-0.2543,-0.2518,0.5097
0.2434,0.0,0.4956
0.2561,0.2561,0.4958
0.0,-0.2512,0.4937
0.2511,0.4961,0.4961
0.0,0.0,0.5003
0.493,0.2498,0.4858
0.0,0.0,0.5002
0.0,0.0,0.5119
0.0,0.5042,0.5028
0.0,0.2545,0.5013
0.4972,0.2468,0.4976
-0.4996,0.0,0.5008
-0.2476,0.0,0.5007
0.0,0.0,0.5051
0.4926,0.2461,0.4995
0.0,0.5008,0.5054
0.0,-0.5048,0.5009
-0.4933,0.2485,0.5081
-0.5053,0.2514,0.5044
0.5043,0.2565,0.5092
-0.2527,0.0,0.496
0.0,0.2514,0.4947
-0.4999,-0.2465,0.4929
-0.2501,-0.2501,0.4915
-0.2506,0.0,0.4983
0.4983,0.2443,0.5046
0.0,0.4951,0.5011
0.2522,0.5029,0.5026
0.506,0.0,0.4966
0.0,0.2492,0.4997
-0.2579,0.0,0.5013
0.0,0.0,0.5003
0.0,0.5046,0.4936
0.0,0.2445,0.5034
-0.5037,0.0,0.5006
0.0,-0.5015,0.5031
0.2495,0.0,0.4969
-0.5045,0.0,0.4918
-0.2521,-0.4927,0.5008
0.0,0.0,0.5042
0.5072,0.2546,0.4979
0.4936,0.2516,0.4938
0.0,0.2514,0.5084
0.0,-0.5028,0.5025
-0.247,-0.247,0.4972
0.4936,0.2459,0.5002
0.2614,0.0,0.5005
0.0,0.0,0.4998
0.0,0.0,0.4975
0.0,-0.2505,0.4927
-0.2496,-0.2511,0.504
0.2502,0.4956,0.5097
0.0,0.2518,0.5067
0.0,0.0,0.5015
0.2525,0.2521,0.493
0.0,-0.5021,0.4976
0.4997,0.5015,0.503
0.5109,0.0,0.5003
-0.4942,0.0,0.5003
-0.2519,-0.2519,0.5027
0.5069,0.2534,0.5079
0.5047,0.0,0.5079
0.0,-0.2492,0.492
0.2485,0.498,0.5038
0.0,-0.2487,0.5028
0.0,0.2529,0.4955
0.0,-0.5027,0.5123
0.0,0.0,0.4994
0.0,0.0,0.496
0.2546,0.499,0.5043
0.0,-0.4987,0.5018
0.4954,0.2459,0.4983
0.0,0.0,0.5039
0.0,-0.2513,0.4966
0.2512,0.2512,0.4952
0.4989,0.2518,0.5002
-0.2455,0.4953,0.4921
0.2519,0.0,0.5067
0.0,0.0,0.5042
0.0,0.2529,0.5015
0.2441,0.2441,0.5014
0.2522,0.0,0.5018
0.0,0.4972,0.504
0.2468,0.4946,0.5001
-0.2454,0.0,0.5048
0.2453,0.0,0.4971
0.5018,0.5027,0.5028
0.0,0.0,0.5024
0.5076,0.2562,0.5009
0.2437,0.0,0.5012
0.5026,0.0,0.504
0.2504,0.2504,0.5072
-0.506,0.0,0.512
-0.5018,0.2553,0.4955
-0.2549,-0.2511,0.4961
0.0,0.0,0.4995
0.0,0.0,0.5143
0.0,0.0,0.4981
0.2525,0.4956,0.4986
0.0,0.0,0.4923
0.0,0.0,0.5005
0.0,-0.2519,0.4938
0.0,0.0,0.4884
0.0,-0.25,0.488
0.2523,-0.2457,0.5007
0.2413,0.4917,0.5059
-0.2403,-0.4937,0.4968
0.0,0.0,0.5001
0.0,0.0,0.5
0.2575,0.4964,0.5093
0.0,0.0,0.4903
-0.2459,0.0,0.4918
0.5004,0.0,0.4983
0.0,-0.2536,0.4957
0.2527,0.2527,0.503
0.2481,-0.2508,0.4912
-0.2426,-0.2426,0.5035
0.2519,0.0,0.5011
0.2525,0.2419,0.497
0.0,0.0,0.4913
0.4909,0.2476,0.501
0.2509,-0.5009,0.4958
0.2511,0.0,0.5021
0.0,0.2486,0.4922
0.0,0.0,0.4952
0.0,-0.4962,0.4987
0.0,0.0,0.5038
-0.2522,-0.251,0.5069
0.0,-0.2525,0.493
0.0,0.4933,0.5069
0.0,0.2524,0.5054
-0.2483,-0.2476,0.5006
0.0,-0.4982,0.5082
0.4952,-0.2459,0.4987
0.4991,0.252,0.4869
0.2469,0.0,0.4985
-0.259,0.0,0.4989
0.2524,0.5076,0.5051
-0.248,0.2476,0.4963
0.0,0.0,0.5012
0.0,0.0,0.4985
0.0,0.0,0.4941
0.0,0.0,0.508
0.0,0.0,0.5001
0.2462,0.2491,0.4935
0.0,0.0,0.499
0.0,0.0,0.499
0.0,0.0,0.4997
0.2596,0.0,0.5031
-0.505,0.0,0.504
0.2522,0.503,0.4983
0.0,0.2458,0.4948
0.0,0.0,0.5039
0.0,0.2427,0.4929
-0.5026,0.2484,0.507
-0.4995,-0.2561,0.5018
-0.498,0.2437,0.4914
0.0,0.2542,0.4964
0.0,0.2517,0.5039
0.0,0.0,0.4952
-0.5006,0.0,0.5025
0.0,0.0,0.4935
