protected,f0,accuracy
0.0,0.0,0.7972
0.0,0.0,0.7996
0.0,0.0,0.8042
0.0,0.0,0.7978
0.0,0.0,0.7984
0.0,0.0,0.803
0.0,0.0,0.7996
0.0,0.0,0.7989
0.0,0.0,0.7981
0.0,0.0,0.8017
0.0,0.0,0.8048
0.0,0.0,0.7954
0.0,0.0,0.8035
0.0,0.0,0.8065
0.0,0.0,0.805
0.0,0.0,0.8031
0.0,0.0,0.8057
0.0,0.0,0.8015
0.0,0.0,0.7982
0.0,0.0,0.8073
0.0,0.0,0.7905
0.0,0.0,0.7957
0.0,0.0,0.7987
0.0,0.0,0.7984
0.0,0.0,0.8056
0.0,0.0,0.7997
0.0,0.0,0.7996
0.0,0.0,0.7984
0.0,0.0,0.8001
0.0,0.0,0.794
0.0,0.0,0.8028
0.0,0.0,0.8046
0.0,0.0,0.798
0.0,0.0,0.7971
0.0,0.0,0.7992
0.0,0.0,0.7883
0.0,0.0,0.8015
0.0,0.0,0.8008
0.0,0.0,0.8034
0.0,0.0,0.7986
0.0,0.0,0.8016
0.0,0.0,0.7962
0.0,0.0,0.7978
0.0,0.0,0.8015
0.0,0.0,0.8019
0.0,0.0,0.803
0.0,0.0,0.797
0.0,0.0,0.7969
