protected,f0,accuracy
0.0,0.0,0.5214
0.0,0.0,0.5208
0.0,0.0,0.5282
0.0,0.0,0.5195
0.0,0.0,0.5175
0.2519,0.2519,0.5173
0.0,0.2527,0.5257
0.0,0.0,0.5259
0.0,0.0,0.5205
0.0,0.0,0.5188
0.0,0.0,0.5207
0.2458,0.0,0.5222
0.2562,0.2487,0.5306
0.0,0.0,0.5117
0.0,0.0,0.5198
0.0,0.0,0.5224
0.0,0.0,0.5155
0.0,0.0,0.5201
0.0,0.0,0.5177
0.0,0.0,0.5285
0.0,0.0,0.5189
0.0,0.0,0.5266
0.0,0.0,0.5217
0.0,0.0,0.5216
0.0,0.0,0.5168
0.0,0.0,0.5179
0.0,0.0,0.5272
0.0,0.0,0.5289
0.0,0.0,0.5188
0.0,0.0,0.5319
0.0,0.0,0.5088
0.0,0.0,0.5257
0.0,0.0,0.5133
0.0,0.0,0.5204
0.0,0.0,0.5247
0.0,0.0,0.517
0.0,0.0,0.526
0.2469,0.0,0.5243
0.0,0.0,0.516
0.0,0.0,0.5217
0.0,0.0,0.5224
0.0,0.0,0.5171
0.0,0.0,0.5183
0.0,0.0,0.5253
0.0,0.0,0.5187
0.0,0.0,0.5233
0.0,0.0,0.5232
0.0,0.0,0.5206
0.0,0.0,0.5296
0.0,0.0,0.5238
0.0,0.0,0.526
0.0,0.0,0.5171
0.0,0.0,0.5171
0.0,0.0,0.5235
0.0,0.0,0.5189
0.0,0.0,0.5193
0.0,0.0,0.5169
0.0,0.0,0.5183
0.0,0.0,0.518
0.0,0.0,0.5151
0.0,0.0,0.5044
0.0,0.0,0.5165
0.0,0.0,0.5259
0.0,0.0,0.5213
0.0,0.0,0.5203
0.0,0.0,0.5305
0.0,0.0,0.5181
0.0,0.0,0.5194
0.0,0.0,0.5154
0.0,0.0,0.5265
0.0,0.0,0.5176
0.0,0.0,0.5218
0.0,0.0,0.5202
0.0,0.0,0.526
0.2441,0.246,0.5232
0.0,0.2413,0.5289
0.0,0.0,0.5212
0.0,0.0,0.5168
0.0,0.0,0.5262
0.0,0.0,0.5209
0.0,0.0,0.5218
0.0,0.0,0.5244
0.0,0.2481,0.5225
0.0,0.0,0.5222
0.0,0.0,0.5138
0.0,0.0,0.5202
0.0,0.0,0.5209
0.0,0.0,0.5253
0.0,0.0,0.5203
0.0,0.0,0.5202
0.0,0.0,0.5238
0.0,0.0,0.5143
0.0,0.0,0.5113
0.0,0.0,0.5177
0.0,0.0,0.513
0.0,0.0,0.5225
0.0,0.0,0.5213
0.0,0.0,0.524
0.0,0.0,0.5101
0.0,0.0,0.5133
