protected,f0,accuracy
0.0,0.0,0.5359
0.0,0.0,0.5241
0.0,0.0,0.5266
0.0,0.0,0.5331
0.0,0.0,0.5393
0.0,0.0,0.5356
0.0,0.0,0.5385
0.0,0.0,0.532
0.0,0.0,0.5279
0.0,0.0,0.531
0.0,0.0,0.5252
0.0,0.0,0.5282
0.0,0.0,0.5367
0.0,0.0,0.5223
0.0,0.0,0.5243
0.0,0.0,0.5272
0.0,0.0,0.5403
0.0,0.0,0.5337
0.0,0.0,0.5266
0.0,0.0,0.5312
0.0,0.0,0.5275
0.0,0.0,0.5333
0.0,0.0,0.5311
0.0,0.0,0.528
0.0,0.0,0.5265
0.0,0.0,0.5262
0.0,0.0,0.5318
0.0,0.0,0.5303
0.0,0.0,0.5253
0.0,0.0,0.5304
0.0,0.0,0.5308
0.0,0.0,0.5387
0.0,0.0,0.5233
0.0,0.0,0.5207
0.0,0.0,0.5298
0.0,0.0,0.5292
0.0,0.0,0.5301
0.0,0.0,0.5297
0.0,0.0,0.5293
0.0,0.0,0.5318
0.0,0.0,0.5332
0.0,0.0,0.5338
0.0,0.0,0.5295
0.0,0.0,0.5298
0.0,0.0,0.526
0.0,0.0,0.5298
0.0,0.0,0.5256
0.0,0.0,0.5289
0.0,0.0,0.5254
0.0,0.0,0.5248
0.0,0.0,0.5333
0.0,0.0,0.527
0.0,0.0,0.5205
0.0,0.0,0.5359
0.0,0.0,0.5226
0.0,0.0,0.5326
0.0,0.0,0.5273
0.0,0.0,0.5232
0.0,0.0,0.524
0.0,0.0,0.5278
0.0,0.0,0.521
0.0,0.0,0.538
0.0,0.0,0.5246
0.0,0.0,0.5316
0.0,0.0,0.533
0.0,0.0,0.5317
0.0,0.0,0.538
0.0,0.0,0.5289
0.0,0.0,0.533
0.0,0.0,0.5303
0.0,0.0,0.52
0.0,0.0,0.5345
0.0,0.0,0.5384
0.0,0.0,0.5352
0.0,0.0,0.534
0.0,0.0,0.5265
0.0,0.0,0.5303
0.0,0.0,0.5206
0.0,0.0,0.5323
0.0,0.0,0.5325
0.0,0.0,0.5355
0.0,0.0,0.5333
0.0,0.0,0.5378
0.0,0.0,0.5332
0.0,0.0,0.546
0.0,0.0,0.5219
0.0,0.0,0.5313
0.0,0.0,0.5235
0.0,0.0,0.5235
0.0,0.0,0.5284
0.0,0.0,0.5468
0.0,0.0,0.5299
0.0,0.0,0.5261
0.0,0.0,0.5206
0.0,0.0,0.5278
0.0,0.0,0.5338
0.0,0.0,0.5328
0.0,0.0,0.5296
0.0,0.0,0.5403
0.0,0.0,0.5336
