protected,f0
0.2453,0.4963
0.2546,0.5071
0.2523,0.502
0.2521,0.5007
0.2494,0.5005
0.2487,0.4972
0.2518,0.4946
0.2519,0.5008
0.2566,0.5045
0.2492,0.4987
0.2521,0.4956
0.2552,0.4989
0.2587,0.5038
0.252,0.5075
0.2492,0.4981
0.2528,0.4956
0.2495,0.5066
0.2539,0.501
0.2478,0.498
0.2505,0.4949
0.2535,0.5105
0.2483,0.4957
0.2465,0.4991
0.245,0.5021
0.2417,0.4909
0.2534,0.5061
0.2451,0.4949
0.2511,0.5002
0.2487,0.4967
0.2451,0.4988
0.2479,0.4973
0.2461,0.4888
0.2444,0.4937
0.2522,0.5058
0.2466,0.497
0.243,0.4932
0.2417,0.5001
0.2541,0.5031
0.2543,0.5113
0.2442,0.4944
0.255,0.5039
0.2469,0.4893
0.2511,0.5007
0.2468,0.5001
0.2521,0.5047
0.2574,0.5061
0.2494,0.5005
0.2549,0.5086
0.2442,0.5041
0.2476,0.4924
0.2453,0.4961
0.2516,0.4981
0.2504,0.5023
0.2492,0.5029
0.2484,0.4908
0.2594,0.507
0.2482,0.495
0.2578,0.5005
0.2573,0.5064
0.2506,0.5023
0.2491,0.4982
0.2502,0.5025
0.2493,0.4985
0.2551,0.5034
0.2523,0.5037
0.2535,0.5027
0.2479,0.4967
0.2506,0.5101
0.2512,0.5029
0.2458,0.5055
0.2482,0.4993
0.249,0.4886
0.2525,0.5046
0.2428,0.4927
0.2572,0.5017
0.2492,0.5002
0.2539,0.5023
0.2537,0.5041
0.2462,0.4959
0.2559,0.501
0.2512,0.5057
0.2458,0.5028
0.2517,0.502
0.2463,0.5
0.2589,0.5093
0.2527,0.5098
0.2588,0.5014
0.2436,0.5025
0.235,0.4986
0.2569,0.5031
0.253,0.5062
0.2447,0.4932
0.248,0.4963
0.2515,0.5047
0.2508,0.4973
0.2409,0.4931
0.2484,0.4998
0.2536,0.5035
0.2504,0.5018
0.2519,0.5055
