protected,f0
0.258,-0.5001
0.2465,-0.5025
0.2564,-0.5102
0.2501,-0.5009
0.2534,-0.507
0.2469,-0.4961
0.2549,-0.5017
0.2537,-0.5025
0.2505,-0.4988
0.2486,-0.4975
0.2502,-0.4971
0.2511,-0.5062
0.2559,-0.4998
0.2481,-0.5073
0.2408,-0.4972
0.2548,-0.507
0.2468,-0.4975
0.2595,-0.5094
0.2606,-0.5074
0.2507,-0.5071
0.2496,-0.4983
0.2463,-0.497
0.2496,-0.4957
0.2517,-0.4986
0.2494,-0.4996
0.2485,-0.502
0.2486,-0.4902
0.2527,-0.5093
0.2486,-0.4978
0.2585,-0.5094
0.2439,-0.4946
0.2423,-0.4971
0.2428,-0.4861
0.2494,-0.4979
0.2568,-0.5009
0.2563,-0.5017
0.246,-0.5002
0.2556,-0.5082
0.2474,-0.4886
0.2385,-0.4956
0.2539,-0.4975
0.2491,-0.4949
0.2523,-0.4985
0.2421,-0.4938
0.2468,-0.4949
0.2462,-0.5023
0.2503,-0.4955
0.2502,-0.5032
0.2517,-0.501
0.2489,-0.4952
0.2536,-0.5047
0.2533,-0.4971
0.2537,-0.5065
0.2446,-0.4946
0.2421,-0.4989
0.2452,-0.4951
0.2451,-0.4987
0.2564,-0.5051
0.2489,-0.4983
0.2479,-0.4959
0.2485,-0.4946
0.2487,-0.5021
0.2459,-0.4897
0.2488,-0.4991
0.2507,-0.5024
0.2506,-0.5023
0.2429,-0.4943
0.2581,-0.5052
0.2538,-0.5056
0.252,-0.4969
0.252,-0.5102
0.2431,-0.4999
0.2551,-0.5054
0.2551,-0.5052
0.2505,-0.5076
0.2509,-0.5022
0.2504,-0.4995
0.2505,-0.496
0.2512,-0.5039
0.2544,-0.5061
0.2493,-0.4987
0.2545,-0.4984
0.2498,-0.5028
0.2456,-0.4971
0.2542,-0.5051
0.2568,-0.5082
0.2522,-0.5064
0.2466,-0.4967
0.2427,-0.4964
0.2519,-0.4991
0.2486,-0.4989
0.2415,-0.493
0.2538,-0.495
0.2473,-0.497
0.2489,-0.4979
0.249,-0.497
0.2457,-0.4979
0.2475,-0.5009
0.2463,-0.5007
0.2513,-0.5023
