protected,f0
0.2501,-0.4993
0.2437,-0.4929
0.2535,-0.5009
0.2564,-0.5093
0.2524,-0.5085
0.2467,-0.4946
0.2504,-0.4973
0.2495,-0.4946
0.2476,-0.4947
0.2514,-0.5008
0.2482,-0.5056
0.2506,-0.4945
0.2512,-0.4958
0.2456,-0.4932
0.255,-0.5108
0.2487,-0.4974
0.2554,-0.5026
0.2426,-0.4903
0.2535,-0.5045
0.25,-0.4952
0.251,-0.5053
0.2474,-0.4967
0.2462,-0.4956
0.2471,-0.4937
0.2565,-0.4984
0.2493,-0.5038
0.2422,-0.4815
0.2544,-0.5045
0.2449,-0.4903
0.246,-0.4993
0.2474,-0.4949
0.2494,-0.4986
0.2456,-0.5012
0.2515,-0.504
0.2518,-0.5019
0.2448,-0.5049
0.2423,-0.4947
0.2498,-0.4997
0.2523,-0.5063
0.2504,-0.5018
0.2525,-0.5011
0.2453,-0.495
0.2379,-0.49
0.2542,-0.5058
0.2421,-0.4974
0.2468,-0.5037
0.2473,-0.4982
0.2505,-0.5083
0.2534,-0.5058
0.2475,-0.4934
0.2562,-0.4986
0.251,-0.4965
0.2421,-0.4942
0.2462,-0.5016
0.2456,-0.4994
0.2465,-0.5006
0.2475,-0.5057
0.2498,-0.5049
0.2497,-0.5013
0.2486,-0.4974
0.2523,-0.4953
0.2566,-0.5016
0.2503,-0.5087
0.249,-0.5009
0.2467,-0.4978
0.2466,-0.4974
-0.2482,-0.4964
0.2459,-0.498
0.2504,-0.5012
0.2517,-0.5005
0.2484,-0.5006
0.2471,-0.5017
0.2526,-0.5025
0.2459,-0.4947
0.2502,-0.4932
0.2441,-0.501
0.2491,-0.5026
0.2466,-0.5064
0.2527,-0.4954
0.2558,-0.5067
0.2444,-0.489
0.2522,-0.5014
0.2556,-0.5061
0.2486,-0.4968
0.2557,-0.5123
0.2482,-0.4973
0.2533,-0.5049
0.2458,-0.4976
0.2508,-0.5069
0.2452,-0.4934
0.2474,-0.4906
0.2456,-0.5015
0.2554,-0.5044
0.2467,-0.4999
-0.2477,-0.5017
0.2479,-0.5038
0.2545,-0.5065
0.2433,-0.4923
0.2569,-0.5069
0.251,-0.4975
