protected,f0
0.2531,0.5078
0.245,0.5029
0.2482,0.4996
0.255,0.4997
0.2553,0.5035
0.2496,0.4994
0.2533,0.5043
0.2539,0.5031
0.2491,0.5045
0.2531,0.5031
0.254,0.5087
0.252,0.5012
0.2477,0.4943
0.2485,0.5025
0.254,0.5008
0.258,0.5078
0.2476,0.5003
0.254,0.506
0.25,0.509
0.2523,0.4964
0.2466,0.5029
0.2485,0.503
0.2532,0.499
0.249,0.4961
0.2516,0.5128
0.2476,0.5001
0.2524,0.5043
0.2489,0.4988
0.2481,0.5034
0.2507,0.4953
0.2502,0.4998
0.2462,0.496
0.2491,0.4983
0.2547,0.5069
0.2557,0.5004
0.2512,0.5034
0.2474,0.5074
0.2471,0.4985
0.2494,0.4979
0.2571,0.505
0.2549,0.4986
0.2528,0.4946
0.2498,0.4991
0.2552,0.5048
0.2562,0.5013
0.2454,0.5025
0.247,0.4939
0.2503,0.5
0.254,0.503
0.2555,0.5086
0.244,0.4951
0.2479,0.4968
0.2537,0.5069
0.2504,0.4992
0.2491,0.5031
0.2455,0.5032
0.2481,0.5023
0.2477,0.4913
0.2525,0.5036
0.2524,0.5012
0.2505,0.4988
0.24,0.4937
0.2439,0.4891
0.251,0.4947
0.2493,0.5002
0.2514,0.5055
0.2445,0.4949
0.2504,0.5073
0.2508,0.5066
0.2413,0.4992
0.2451,0.4928
0.2494,0.4976
0.2458,0.4911
0.2507,0.4996
0.2506,0.4991
0.252,0.4971
0.2517,0.5025
0.2512,0.495
0.2489,0.4983
0.2546,0.5071
0.2528,0.5019
0.2491,0.4955
0.2485,0.5073
0.2522,0.5069
0.2481,0.4952
0.2459,0.4908
0.2555,0.4975
0.2458,0.4941
0.2506,0.4988
0.243,0.4982
0.254,0.5092
0.2555,0.5019
0.2513,0.4977
0.252,0.5037
0.2528,0.5006
0.249,0.4978
0.2496,0.4971
0.2433,0.4936
0.2496,0.4902
0.2577,0.5033
