protected,f0
0.2524,0.5
0.2473,0.4965
0.2475,0.4992
0.2494,0.4981
0.2536,0.5003
0.2524,0.5
0.2396,0.4902
0.2517,0.5067
0.2507,0.4969
0.2535,0.501
0.249,0.501
0.2493,0.4958
0.2458,0.4943
0.2449,0.4953
0.2524,0.5
0.2509,0.5027
0.2541,0.5171
0.2502,0.4983
0.2467,0.4964
0.2439,0.4992
0.2514,0.4979
0.2518,0.4968
0.251,0.5034
0.2456,0.4942
0.2484,0.5023
0.2531,0.502
0.2455,0.4857
0.2462,0.5068
0.2457,0.4924
0.2462,0.5005
0.245,0.4913
0.2493,0.5042
0.259,0.501
0.2508,0.4988
0.2494,0.4962
0.2522,0.4951
0.2501,0.5005
0.2397,0.4895
0.257,0.503
0.2555,0.4923
0.2501,0.4968
0.2537,0.4978
0.2553,0.5023
0.2497,0.5031
0.2521,0.4998
0.2507,0.5038
0.2413,0.4937
0.2492,0.5019
0.2545,0.5015
0.254,0.4995
0.2508,0.5003
0.2461,0.4942
0.2476,0.4971
0.2515,0.5016
0.2528,0.5038
0.2526,0.5031
0.252,0.4984
0.2518,0.4945
0.2472,0.5023
0.2422,0.4941
0.2438,0.4912
0.2508,0.4981
0.2465,0.5012
0.2511,0.502
0.2567,0.5143
0.2465,0.5033
0.2551,0.5088
0.2492,0.5066
0.2467,0.4914
0.2512,0.5042
0.2514,0.4987
0.2552,0.5016
0.2584,0.506
0.2506,0.5011
0.248,0.4988
0.2508,0.4976
0.249,0.5011
0.2459,0.497
0.2504,0.5034
0.2539,0.5006
0.2457,0.4985
0.2468,0.4979
0.2479,0.4963
0.2521,0.5049
0.2499,0.4987
0.2474,0.5018
0.2535,0.4996
0.2459,0.4985
0.2511,0.4957
0.2534,0.5017
0.2464,0.4946
0.2491,0.5027
0.2502,0.5036
0.2506,0.5054
0.2543,0.499
0.2531,0.501
0.2504,0.5077
0.2498,0.4983
0.2564,0.5066
0.25,0.4995
