protected,f0
0.2505,0.5035
0.2484,0.4983
0.2458,0.5022
0.2555,0.5042
0.255,0.5023
0.2544,0.5054
0.2564,0.5113
0.2448,0.497
0.2515,0.5032
0.2486,0.5084
0.2449,0.5034
0.258,0.5008
0.248,0.507
0.2535,0.5056
0.2511,0.5058
0.5006,0.5006
0.2526,0.5006
0.2483,0.4914
0.2441,0.4956
0.2587,0.5021
0.2471,0.4985
0.2453,0.4963
0.2481,0.5027
0.2523,0.4963
0.2505,0.4989
0.2432,0.4926
0.253,0.5118
0.2437,0.4953
0.2491,0.5
0.2515,0.5068
0.2514,0.5082
0.2488,0.5021
0.2542,0.502
0.2427,0.4883
0.2529,0.5053
0.2638,0.5021
0.2463,0.4878
0.2462,0.4938
0.2544,0.5058
0.253,0.5067
0.2465,0.4974
0.4925,0.5025
0.2495,0.4978
0.2408,0.4949
0.251,0.4935
0.2513,0.5015
0.2453,0.4953
0.2517,0.5059
0.2602,0.5025
0.2507,0.5031
0.2541,0.4977
0.2489,0.5
0.2564,0.4987
0.25,0.4963
0.252,0.5073
0.2528,0.4964
0.2543,0.505
0.2531,0.505
0.2461,0.504
0.2436,0.4974
0.245,0.4923
0.2564,0.5047
-0.2494,0.0
0.2544,0.5022
0.2487,0.4978
0.2478,0.4945
0.2493,0.5008
0.2491,0.4901
0.2505,0.5004
0.2475,0.4958
0.2492,0.5018
0.2429,0.4898
0.2475,0.5001
0.2454,0.4977
0.2505,0.4958
0.243,0.4963
0.2432,0.4941
0.2493,0.4981
0.2515,0.5084
0.2509,0.4987
0.249,0.5
0.2538,0.5047
0.2563,0.5049
0.2497,0.4949
0.2476,0.5034
0.2495,0.5032
0.2567,0.5038
0.2449,0.4937
0.2472,0.495
0.2494,0.5012
0.2491,0.5036
0.2467,0.4939
0.2521,0.5047
0.2552,0.5058
0.2411,0.4941
0.2599,0.5113
0.2497,0.5049
0.2515,0.4955
0.2487,0.4948
0.2517,0.4987
